tds_mgl,oil_grease_mgl,tss_mgl,barium_mgl,sulfate_mgl,h2s_mgl,bacteria_cfu,routing
84375.0,19.7,6.1,9.3,436.0,14.84,6.0,direct_reuse
9018.0,21.4,76.7,0.9,44.6,4.17,25.0,direct_reuse
119794.0,3.9,33.7,45.9,107.6,6.95,4.0,direct_reuse
137055.0,15.8,18.8,20.9,108.7,5.03,29.0,direct_reuse
50055.0,12.1,16.2,33.7,56.3,0.34,18.0,direct_reuse
72485.0,22.0,79.2,15.3,38.9,1.57,5.0,direct_reuse
72472.0,28.5,39.4,5.1,59.9,11.54,14.0,direct_reuse
31259.0,20.7,61.4,12.0,29.5,4.21,5.0,direct_reuse
71897.0,10.2,15.4,46.9,779.1,1.52,7.0,direct_reuse
27832.0,31.2,25.5,13.1,53.0,11.72,21.0,direct_reuse
32012.0,6.1,33.8,13.0,322.1,2.66,18.0,direct_reuse
107889.0,4.1,15.8,3.2,278.6,4.4,1.0,direct_reuse
96980.0,1.0,22.7,22.4,134.2,2.68,21.0,direct_reuse
29898.0,12.6,15.4,5.3,77.5,3.33,8.0,direct_reuse
29334.0,6.4,33.8,60.5,111.4,3.66,7.0,direct_reuse
31197.0,19.3,8.5,8.3,168.9,8.93,2.0,direct_reuse
81867.0,2.3,38.8,14.1,100.5,10.58,11.0,direct_reuse
24343.0,7.5,31.5,269.6,16.1,0.92,6.0,direct_reuse
62925.0,20.6,20.8,13.9,12.2,2.62,82.0,direct_reuse
82685.0,5.3,35.1,11.8,473.4,8.6,1.0,direct_reuse
46084.0,19.5,18.3,40.6,5.0,1.39,3.0,direct_reuse
99414.0,8.2,14.4,2.4,111.6,0.3,3.0,direct_reuse
39616.0,13.1,37.9,90.1,69.5,0.51,18.0,direct_reuse
42205.0,23.0,39.2,66.2,107.4,0.55,71.0,direct_reuse
24734.0,31.7,16.3,37.7,25.7,0.91,26.0,direct_reuse
99910.0,14.6,15.3,0.5,132.4,0.62,2.0,direct_reuse
28665.0,6.5,21.2,14.7,112.9,6.28,6.0,direct_reuse
62620.0,8.9,15.8,4.4,1876.4,1.15,4.0,direct_reuse
46634.0,23.9,83.1,77.4,103.9,8.49,26.0,direct_reuse
23460.0,5.4,31.6,71.0,396.7,0.38,6.0,direct_reuse
32004.0,11.5,24.8,32.0,17.3,1.04,1.0,direct_reuse
129057.0,9.5,11.6,4.7,276.5,1.89,29.0,direct_reuse
56453.0,12.3,44.3,120.7,115.5,4.73,81.0,direct_reuse
24188.0,5.4,15.0,14.7,121.1,7.29,9.0,direct_reuse
60702.0,2.5,14.6,175.3,123.0,0.82,15.0,direct_reuse
44255.0,21.5,45.5,27.6,588.1,6.0,1.0,direct_reuse
300000.0,32.1,33.4,36.9,119.2,0.19,1.0,disposal
59849.0,2.7,3.3,11.6,38.0,5.12,1.0,direct_reuse
37555.0,18.8,21.6,108.7,45.7,0.29,11.0,direct_reuse
132458.0,35.7,27.1,41.7,221.1,2.95,8.0,direct_reuse
13511.0,23.0,18.7,113.5,147.3,7.16,28.0,direct_reuse
52367.0,9.3,27.9,24.9,16.7,5.22,9.0,direct_reuse
198015.0,5.8,5.8,19.0,158.6,0.2,54.0,disposal
45191.0,14.5,2.5,41.0,27.4,0.92,45.0,direct_reuse
14570.0,16.8,11.2,113.4,145.8,4.19,8.0,direct_reuse
37155.0,14.7,30.7,68.0,37.1,4.03,3.0,direct_reuse
135695.0,11.4,2.0,23.7,66.0,2.36,1.0,direct_reuse
63783.0,5.1,12.5,2.2,49.4,0.09,105.0,direct_reuse
27250.0,19.7,5.3,53.1,478.6,7.83,3.0,direct_reuse
30343.0,20.6,20.2,3.6,140.1,9.87,1.0,direct_reuse
33131.0,16.1,117.5,20.9,360.4,2.04,15.0,treat_then_reuse
63123.0,14.9,20.6,17.5,2174.9,2.22,1.0,direct_reuse
125084.0,61.0,22.5,3.7,94.8,3.17,15.0,treat_then_reuse
102406.0,7.7,48.0,31.4,469.7,11.01,7.0,direct_reuse
67454.0,42.7,25.0,266.4,41.7,2.28,49.0,treat_then_reuse
19300.0,7.0,20.7,13.8,357.9,1.29,43.0,direct_reuse
19350.0,36.5,51.5,50.4,37.0,2.71,64.0,direct_reuse
71202.0,40.9,35.8,339.3,88.2,1.63,17.0,treat_then_reuse
19114.0,10.3,30.9,56.6,162.5,1.65,3.0,direct_reuse
41861.0,60.0,22.0,9.3,193.2,0.17,3.0,treat_then_reuse
60652.0,20.5,18.6,26.7,22.2,3.25,5.0,direct_reuse
22108.0,6.1,51.1,35.8,34.7,7.56,243.0,direct_reuse
23933.0,9.6,18.7,112.2,176.4,6.21,8.0,direct_reuse
45895.0,37.3,65.7,86.2,60.1,5.68,16.0,direct_reuse
69742.0,30.9,10.6,0.7,19.4,1.54,119.0,direct_reuse
103060.0,5.2,77.2,7.2,83.3,1.99,18.0,direct_reuse
74977.0,11.9,35.8,18.5,79.0,7.76,4.0,direct_reuse
51615.0,16.2,11.3,5.9,109.4,5.09,36.0,direct_reuse
29076.0,8.5,36.9,0.5,161.1,11.38,6.0,direct_reuse
23164.0,112.4,14.6,8.4,150.2,0.69,19.0,treat_then_reuse
34282.0,16.6,25.2,20.0,38.7,0.68,26.0,direct_reuse
65314.0,12.7,16.6,10.7,57.3,1.07,6.0,direct_reuse
62046.0,39.3,22.1,6.1,249.8,0.48,16.0,direct_reuse
11272.0,9.7,52.1,21.1,49.5,0.3,134.0,direct_reuse
28283.0,33.3,37.1,30.3,58.3,3.03,5.0,direct_reuse
113909.0,3.0,10.0,11.4,17.2,2.78,88.0,direct_reuse
51816.0,9.0,10.4,104.2,87.2,2.27,5.0,direct_reuse
18180.0,34.6,30.5,21.5,131.6,2.61,182.0,direct_reuse
255014.0,55.3,32.3,7.1,10.2,0.25,3.0,disposal
48038.0,6.7,14.3,5.2,27.7,0.88,7.0,direct_reuse
64153.0,6.0,87.6,15.6,18.8,1.13,117.0,direct_reuse
64839.0,22.4,47.0,76.4,214.3,1.76,125.0,direct_reuse
37899.0,7.7,14.9,7.5,11.0,0.25,42.0,direct_reuse
29457.0,10.6,13.8,41.1,82.6,0.49,2.0,direct_reuse
216462.0,29.6,20.4,22.5,198.3,0.93,14.0,disposal
98938.0,8.3,18.8,219.6,110.7,6.53,12.0,direct_reuse
87147.0,2.3,67.0,32.1,55.5,2.32,3.0,direct_reuse
73380.0,4.2,53.9,8.7,131.8,6.22,35.0,direct_reuse
24287.0,13.6,25.2,48.6,281.7,1.41,4.0,direct_reuse
119883.0,2.5,42.2,50.6,80.0,1.65,2.0,direct_reuse
27168.0,10.3,47.4,12.5,7.7,3.15,1.0,direct_reuse
59772.0,3.8,25.7,5.0,318.1,1.31,159.0,direct_reuse
15560.0,58.9,33.9,38.2,139.8,0.73,6.0,treat_then_reuse
11748.0,94.5,39.5,21.7,86.8,0.24,6.0,treat_then_reuse
61255.0,5.2,36.2,3.3,10.2,0.76,3.0,direct_reuse
27823.0,17.0,13.2,27.3,64.8,4.89,95.0,direct_reuse
12180.0,5.7,14.3,9.4,34.4,8.49,2.0,direct_reuse
71570.0,10.2,19.5,3.3,23.6,0.6,2.0,direct_reuse
216221.0,68.2,13.9,13.2,77.5,0.17,8.0,disposal
129663.0,8.8,7.5,93.6,49.9,5.5,12.0,direct_reuse
40941.0,10.4,42.1,85.6,53.7,1.8,33.0,direct_reuse
49325.0,5.8,32.4,62.6,203.1,0.29,4.0,direct_reuse
91253.0,37.8,8.4,27.7,119.2,0.03,124.0,direct_reuse
107526.0,1.0,20.2,41.1,52.2,0.47,4.0,direct_reuse
38543.0,9.0,21.2,22.6,45.4,0.9,3.0,direct_reuse
50208.0,12.9,28.4,5.3,54.6,0.37,2.0,direct_reuse
60502.0,7.4,10.3,6.8,68.6,4.05,4.0,direct_reuse
72237.0,29.3,8.3,9.7,171.1,0.57,2.0,direct_reuse
44661.0,39.7,37.2,107.9,28.6,1.68,38.0,direct_reuse
45069.0,3.8,7.2,73.1,447.8,36.07,3.0,treat_then_reuse
128783.0,88.6,20.4,5.5,171.3,1.92,10.0,treat_then_reuse
114309.0,3.7,18.9,21.4,4.4,1.42,3.0,direct_reuse
68472.0,42.9,22.2,12.4,98.9,1.46,2.0,treat_then_reuse
163305.0,15.4,30.0,16.7,282.8,3.93,64.0,direct_reuse
37402.0,8.6,88.1,10.6,138.0,3.35,135.0,direct_reuse
152677.0,9.3,6.8,108.5,57.2,0.45,82.0,direct_reuse
71665.0,13.1,49.5,19.6,84.2,0.97,1.0,direct_reuse
300000.0,16.2,3.3,26.0,109.5,0.69,2.0,disposal
21274.0,5.9,74.8,26.3,209.9,1.14,237.0,direct_reuse
30256.0,10.9,4.8,5.9,19.0,17.72,8.0,direct_reuse
65720.0,6.7,172.3,22.9,46.3,3.68,2.0,treat_then_reuse
64735.0,4.5,18.0,71.9,545.9,1.49,62.0,direct_reuse
191971.0,6.5,68.9,117.6,93.3,8.31,13.0,disposal
30704.0,4.8,58.4,5.1,483.3,2.11,29.0,direct_reuse
92359.0,9.2,17.3,3.2,2402.2,0.2,0.0,direct_reuse
110605.0,19.9,18.4,21.6,52.4,14.34,7.0,direct_reuse
80278.0,15.0,12.6,76.0,24.1,1.35,51.0,direct_reuse
25017.0,79.6,46.1,30.9,67.2,0.09,5.0,treat_then_reuse
131325.0,1.8,17.5,45.4,301.5,0.21,78.0,direct_reuse
115905.0,20.5,12.7,3.9,351.7,7.14,2.0,direct_reuse
74586.0,13.5,37.7,10.1,1095.7,0.21,10.0,direct_reuse
56559.0,28.1,12.0,1.4,86.4,9.53,144.0,direct_reuse
57427.0,25.7,18.9,16.9,154.0,1.83,2.0,direct_reuse
46392.0,11.6,26.7,1.5,41.1,4.17,18.0,direct_reuse
76768.0,15.7,14.7,99.4,5.7,1.18,29.0,direct_reuse
50101.0,6.9,16.6,129.8,86.2,3.26,14.0,direct_reuse
27066.0,23.4,83.8,23.8,25.3,2.49,8.0,direct_reuse
23529.0,2.5,20.8,3.3,182.7,1.57,3.0,direct_reuse
28957.0,27.1,18.4,31.5,11.4,0.41,16.0,direct_reuse
57268.0,13.2,21.3,187.0,39.9,2.63,10.0,direct_reuse
48104.0,8.7,35.3,35.5,120.8,0.16,1.0,direct_reuse
56996.0,10.9,10.7,83.3,135.6,5.53,63.0,direct_reuse
69603.0,11.7,34.5,11.2,85.4,2.13,3.0,direct_reuse
31599.0,43.3,30.1,7.1,702.1,3.01,1.0,treat_then_reuse
136757.0,247.2,5.9,18.4,505.9,0.05,5.0,treat_then_reuse
40644.0,40.4,103.1,2.0,42.4,0.38,3.0,treat_then_reuse
36192.0,8.1,78.9,304.0,528.7,0.85,8.0,disposal
68711.0,23.7,12.9,23.7,625.4,3.96,2.0,direct_reuse
13554.0,24.7,10.0,56.8,78.5,0.48,24.0,direct_reuse
28187.0,5.9,29.4,11.5,94.6,45.26,97.0,treat_then_reuse
97417.0,4.3,7.8,3.2,85.1,1.17,14.0,direct_reuse
14528.0,12.7,73.1,111.2,44.3,0.44,1.0,direct_reuse
107184.0,27.9,16.9,5.2,49.4,1.29,3.0,direct_reuse
141181.0,3.2,89.8,30.5,384.2,0.48,17.0,direct_reuse
37850.0,7.0,12.7,34.2,145.6,0.35,1.0,direct_reuse
60130.0,22.5,22.4,21.9,48.9,6.14,2.0,direct_reuse
107298.0,14.0,67.6,7.8,32.5,3.21,1.0,direct_reuse
35357.0,48.2,18.9,16.8,39.1,3.23,14.0,treat_then_reuse
89989.0,3.8,30.5,6.4,75.2,8.67,312.0,direct_reuse
30644.0,111.8,58.8,53.0,245.8,3.1,2.0,treat_then_reuse
35090.0,3.4,15.7,39.9,34.9,0.41,41.0,treat_then_reuse
28014.0,2.2,8.9,19.6,242.7,4.14,5.0,direct_reuse
62308.0,12.8,7.6,10.2,111.8,0.38,2.0,direct_reuse
110258.0,4.9,39.1,251.8,105.3,0.89,127.0,direct_reuse
43093.0,13.0,33.5,4.2,278.2,1.55,311.0,direct_reuse
20133.0,12.6,57.4,3.1,227.6,1.36,23.0,direct_reuse
22974.0,11.3,19.7,18.2,19.2,0.16,21.0,direct_reuse
64616.0,6.3,7.8,14.7,27.3,0.47,13.0,direct_reuse
178239.0,19.9,3.7,75.0,69.9,1.6,10.0,direct_reuse
64577.0,10.1,243.3,43.6,133.2,0.75,20.0,treat_then_reuse
37391.0,36.4,37.4,20.8,403.8,7.13,34.0,direct_reuse
83812.0,11.4,27.4,36.6,96.7,8.91,148.0,direct_reuse
41454.0,5.7,30.7,35.8,586.4,0.38,6.0,direct_reuse
37617.0,2.9,7.8,250.7,41.4,1.78,15.0,direct_reuse
25061.0,11.5,13.0,27.2,49.8,12.9,11.0,direct_reuse
131389.0,4.3,99.0,8.9,64.3,1.38,57.0,direct_reuse
8288.0,4.0,41.5,25.5,36.6,0.97,446.0,direct_reuse
85691.0,21.6,13.3,0.9,322.3,5.04,60.0,direct_reuse
35432.0,2.7,9.2,19.3,4.3,1.15,40.0,direct_reuse
36782.0,48.0,16.2,74.6,51.7,8.6,48.0,direct_reuse
160271.0,15.5,19.1,41.4,318.3,0.76,82.0,direct_reuse
29736.0,12.9,126.4,28.7,63.8,0.89,456.0,treat_then_reuse
30453.0,5.3,21.1,43.8,293.0,4.61,1.0,direct_reuse
44745.0,26.8,9.5,75.5,1009.7,1.88,30.0,direct_reuse
65493.0,13.4,23.4,111.1,98.3,1.9,0.0,direct_reuse
35979.0,7.3,30.3,34.4,325.7,0.14,51.0,direct_reuse
16290.0,16.1,8.8,13.7,1288.3,1.04,28.0,direct_reuse
26743.0,3.0,33.8,1.3,140.1,5.07,5.0,direct_reuse
120203.0,3.1,64.5,65.0,85.4,0.6,0.0,direct_reuse
51655.0,4.9,27.4,37.3,242.9,4.1,12.0,treat_then_reuse
67222.0,18.4,13.0,24.1,331.2,2.34,17.0,direct_reuse
40823.0,13.4,16.1,8.8,86.3,1.27,11.0,direct_reuse
30895.0,34.6,6.5,64.0,52.9,9.63,5.0,direct_reuse
158625.0,5.9,22.0,14.8,595.3,1.06,3.0,direct_reuse
42970.0,22.6,31.5,19.3,66.8,1.16,11.0,direct_reuse
35941.0,12.2,12.0,18.8,334.7,1.25,4.0,direct_reuse
105588.0,5.8,115.8,34.5,120.2,1.83,41.0,treat_then_reuse
29565.0,19.0,46.2,5.1,671.6,4.47,11.0,direct_reuse
32328.0,12.7,5.8,39.5,35.4,0.24,1.0,direct_reuse
49374.0,7.6,5.9,8.5,35.3,5.1,16.0,direct_reuse
49030.0,14.0,11.2,8.8,230.4,1.8,23.0,direct_reuse
58790.0,12.0,86.4,58.1,26.0,3.39,138.0,direct_reuse
211963.0,11.7,50.0,6.1,102.3,36.94,49.0,disposal
62030.0,9.3,89.9,58.0,494.4,0.85,3.0,direct_reuse
9278.0,4.2,24.7,22.7,12.6,0.34,103.0,direct_reuse
61600.0,14.4,20.7,2.8,140.1,2.12,2.0,direct_reuse
50338.0,6.5,9.0,103.3,341.4,2.61,13.0,direct_reuse
50535.0,5.4,32.5,29.1,87.5,5.12,38.0,direct_reuse
58230.0,10.8,21.0,32.2,32.5,0.82,109.0,direct_reuse
48047.0,26.1,20.3,67.3,67.4,0.56,207.0,direct_reuse
47248.0,15.9,89.5,121.4,35.8,0.22,82.0,direct_reuse
75292.0,8.3,22.2,25.6,97.1,0.28,10.0,direct_reuse
33542.0,8.1,71.1,42.1,66.4,0.96,29.0,direct_reuse
25251.0,23.9,6.9,31.4,51.2,1.42,17.0,direct_reuse
300000.0,1.6,210.7,13.3,150.3,24.16,4.0,disposal
29700.0,27.6,18.2,3.0,511.3,0.18,10.0,direct_reuse
52580.0,2.5,43.2,26.0,129.1,2.55,181.0,direct_reuse
17206.0,3.8,49.1,105.1,394.7,0.64,32.0,direct_reuse
53185.0,8.5,16.5,40.4,511.2,2.2,267.0,direct_reuse
25508.0,94.9,47.2,5.6,47.2,0.8,2.0,treat_then_reuse
35964.0,60.9,49.2,75.0,121.8,6.33,7.0,treat_then_reuse
101879.0,25.4,13.9,13.9,56.4,6.28,23.0,direct_reuse
68214.0,18.6,14.0,1.6,17.6,1.42,37.0,direct_reuse
72976.0,2.5,25.4,68.1,133.1,10.71,10.0,direct_reuse
14188.0,15.5,22.4,6.5,28.3,4.43,40.0,direct_reuse
177340.0,8.2,74.8,170.2,153.4,10.08,40.0,direct_reuse
21283.0,6.5,43.0,79.6,16.3,1.56,2.0,direct_reuse
142913.0,15.5,23.2,15.3,108.6,5.68,38.0,direct_reuse
100216.0,8.8,39.8,34.9,16.0,0.61,61.0,direct_reuse
73433.0,29.4,4.8,368.2,188.9,0.53,19.0,direct_reuse
26944.0,2.4,15.0,66.7,58.4,28.04,1.0,treat_then_reuse
54509.0,14.4,30.9,26.7,52.5,0.4,8.0,direct_reuse
35255.0,6.1,59.9,643.5,310.8,0.94,23.0,direct_reuse
50027.0,9.3,28.8,23.1,63.2,0.14,3.0,direct_reuse
41155.0,17.7,78.8,40.4,101.7,0.55,48.0,direct_reuse
11766.0,4.9,49.1,6.5,72.4,0.45,36.0,direct_reuse
107500.0,15.6,16.6,2.7,157.3,0.69,15.0,direct_reuse
46315.0,11.1,21.9,14.2,283.5,2.43,13.0,direct_reuse
34914.0,7.4,34.0,21.0,225.7,3.33,16.0,direct_reuse
33116.0,8.8,17.1,29.8,53.9,0.45,12.0,direct_reuse
63002.0,11.7,83.5,3.7,340.3,0.59,2.0,direct_reuse
26222.0,6.7,10.1,44.4,32.9,6.74,6.0,direct_reuse
10111.0,13.5,31.6,7.4,39.8,15.13,14.0,direct_reuse
65185.0,10.5,44.2,41.7,78.2,8.44,102.0,direct_reuse
70500.0,7.8,19.1,61.7,284.7,0.19,34.0,direct_reuse
42628.0,56.3,15.9,12.5,24.8,7.74,111.0,treat_then_reuse
21949.0,19.6,23.1,6.3,240.0,18.35,1.0,direct_reuse
52170.0,9.5,47.0,128.0,84.8,0.18,7.0,direct_reuse
17585.0,15.4,16.4,57.3,55.9,6.74,273.0,direct_reuse
23883.0,5.3,10.4,24.1,301.1,2.21,4.0,direct_reuse
28984.0,9.1,61.6,117.0,37.2,1.08,4.0,direct_reuse
88500.0,10.1,33.8,22.2,1112.4,1.89,8.0,direct_reuse
38032.0,4.4,54.9,9.5,74.1,2.93,251.0,direct_reuse
35828.0,19.1,45.0,6.0,106.1,7.43,4.0,direct_reuse
192583.0,8.5,140.3,17.6,491.4,6.94,28.0,disposal
62738.0,9.8,59.9,50.7,109.2,0.23,22.0,direct_reuse
62149.0,8.1,13.7,106.5,332.9,0.71,1.0,direct_reuse
37843.0,193.1,35.7,20.7,10.5,1.86,12.0,treat_then_reuse
32291.0,7.4,15.7,86.1,55.3,12.73,5.0,disposal
10610.0,2.1,17.1,15.5,139.3,0.05,34.0,direct_reuse
96579.0,3.2,7.9,7.9,295.8,0.75,165.0,direct_reuse
67092.0,26.7,19.5,4.2,209.9,0.23,7.0,direct_reuse
43243.0,44.8,37.9,10.9,189.4,0.28,7.0,treat_then_reuse
44531.0,7.3,23.3,4.4,289.2,5.94,532.0,direct_reuse
82068.0,42.6,10.2,223.9,151.8,0.83,4.0,disposal
16510.0,26.2,7.3,34.0,8.5,0.08,2.0,direct_reuse
32438.0,11.4,132.9,17.9,439.8,1.34,96.0,treat_then_reuse
22128.0,10.7,31.8,158.6,35.8,23.26,11.0,treat_then_reuse
169407.0,15.8,12.7,4.2,127.1,0.16,19.0,direct_reuse
90487.0,29.7,35.5,17.0,109.8,3.3,346.0,direct_reuse
10489.0,19.3,141.4,221.3,94.8,12.65,1.0,treat_then_reuse
16990.0,7.3,40.3,16.9,26.7,1.55,9.0,direct_reuse
44683.0,11.5,2.6,378.5,10.7,20.21,2.0,treat_then_reuse
35217.0,80.1,204.8,51.6,29.9,0.7,20.0,treat_then_reuse
19398.0,16.9,5.6,96.3,223.4,10.8,5.0,direct_reuse
191249.0,29.4,20.8,99.7,18.3,7.95,2.0,disposal
61009.0,21.9,9.9,20.1,34.2,1.58,37.0,direct_reuse
68348.0,17.2,13.6,11.2,142.6,0.24,12.0,direct_reuse
30200.0,14.8,30.8,17.5,29.1,0.45,2.0,direct_reuse
81275.0,30.2,4.7,6.1,49.5,0.08,2.0,direct_reuse
37560.0,25.7,22.8,18.6,98.5,3.57,17.0,direct_reuse
40202.0,17.1,61.4,20.0,122.8,3.05,1.0,direct_reuse
75185.0,7.2,12.5,152.5,28.4,1.83,17.0,direct_reuse
15673.0,19.0,8.1,40.9,105.1,1.41,91.0,direct_reuse
149929.0,12.7,21.9,342.1,139.6,9.63,33.0,direct_reuse
55696.0,10.2,18.7,1.5,22.2,2.43,5.0,direct_reuse
120170.0,150.0,15.2,4.7,114.0,0.8,18.0,treat_then_reuse
23091.0,3.4,9.5,13.1,40.9,2.0,2.0,direct_reuse
25688.0,31.9,37.2,120.4,103.2,23.61,15.0,treat_then_reuse
21735.0,6.2,39.5,17.6,199.4,3.7,7.0,direct_reuse
58408.0,15.2,10.5,3.5,74.2,0.99,3.0,direct_reuse
51338.0,135.9,11.7,15.0,245.9,1.56,31.0,treat_then_reuse
35416.0,5.7,27.4,4.8,214.8,3.01,1.0,direct_reuse
24104.0,7.0,11.3,3.8,244.4,0.95,2.0,direct_reuse
20199.0,13.3,28.3,221.1,140.2,0.85,2.0,direct_reuse
47385.0,6.3,79.4,13.2,302.1,1.62,6.0,direct_reuse
35387.0,29.8,23.4,24.7,137.5,11.88,86.0,direct_reuse
30336.0,8.3,9.3,18.0,14.4,4.61,38.0,direct_reuse
144779.0,24.3,33.6,14.9,37.7,0.97,14.0,direct_reuse
46276.0,4.1,21.3,7.3,71.4,5.1,13.0,direct_reuse
119256.0,2.6,21.8,13.8,81.8,1.67,12.0,direct_reuse
33750.0,11.0,35.9,30.1,133.4,2.58,95.0,direct_reuse
58183.0,3.3,42.6,110.2,37.1,2.29,1.0,direct_reuse
47154.0,52.8,25.2,62.6,820.2,0.11,39.0,treat_then_reuse
14938.0,3.4,23.4,4.7,80.4,0.03,6.0,direct_reuse
133231.0,5.3,127.8,65.8,89.3,2.21,26.0,treat_then_reuse
44596.0,19.5,64.1,35.5,43.0,0.54,26.0,direct_reuse
82660.0,7.9,47.8,9.5,29.9,0.2,37.0,direct_reuse
28957.0,3.4,27.2,25.0,78.3,0.57,131.0,direct_reuse
43678.0,84.4,11.0,39.9,92.8,5.49,2.0,treat_then_reuse
26721.0,5.5,60.5,21.3,81.8,2.63,55.0,direct_reuse
116448.0,11.3,27.5,35.7,555.9,4.5,11.0,direct_reuse
60961.0,11.2,15.5,7.1,78.3,2.97,6.0,direct_reuse
63382.0,25.5,20.2,219.5,81.9,0.5,257.0,direct_reuse
126846.0,20.4,11.3,2.0,220.7,4.52,35.0,disposal
110132.0,6.4,57.2,40.2,74.6,3.53,7.0,direct_reuse
83762.0,10.0,42.4,31.2,162.9,1.42,51.0,direct_reuse
18120.0,11.0,28.4,43.4,22.0,1.78,11.0,direct_reuse
30122.0,26.4,23.7,8.6,22.2,4.62,6.0,direct_reuse
24277.0,4.7,14.2,81.7,103.0,0.62,5.0,direct_reuse
81575.0,82.8,4.5,17.6,69.8,6.78,19.0,treat_then_reuse
55241.0,6.8,7.9,4.8,37.0,3.44,5.0,direct_reuse
18521.0,13.4,13.5,5.4,102.9,1.65,15.0,direct_reuse
42954.0,4.7,12.0,23.3,113.3,12.07,46.0,direct_reuse
17225.0,4.2,30.9,3.0,41.2,0.31,14.0,direct_reuse
47230.0,6.1,47.0,174.3,50.9,0.91,236.0,direct_reuse
15386.0,5.6,22.1,70.7,114.2,0.68,12.0,direct_reuse
70982.0,9.3,75.7,179.9,29.3,2.63,92.0,direct_reuse
63868.0,5.6,13.1,158.5,46.3,7.67,53.0,direct_reuse
186384.0,25.2,22.0,13.2,162.0,0.46,120.0,disposal
88744.0,6.7,23.6,7.1,87.7,121.16,235.0,treat_then_reuse
36460.0,6.0,58.8,0.8,53.3,0.7,1.0,direct_reuse
86912.0,9.5,26.7,12.3,33.3,2.64,18.0,direct_reuse
18428.0,32.9,27.3,167.1,29.5,1.65,10.0,direct_reuse
24991.0,16.3,6.5,7.4,77.9,1.75,14.0,direct_reuse
61895.0,12.3,11.9,15.6,835.8,0.59,7.0,direct_reuse
10821.0,3.7,59.0,10.3,167.7,6.6,5.0,direct_reuse
47762.0,4.8,4.7,31.5,20.8,0.54,2.0,direct_reuse
24000.0,4.3,71.8,94.0,196.0,0.17,14.0,direct_reuse
52623.0,43.6,36.6,3.2,39.1,0.38,49.0,treat_then_reuse
23054.0,21.7,13.5,4.0,89.5,10.79,6.0,direct_reuse
65971.0,6.2,12.6,119.6,47.1,8.38,7.0,direct_reuse
49689.0,8.1,111.8,48.4,833.0,0.12,4.0,treat_then_reuse
130647.0,6.4,75.9,14.7,25.9,4.75,3.0,direct_reuse
49252.0,6.1,22.3,155.8,127.1,0.13,9.0,direct_reuse
28623.0,20.4,27.3,3.9,42.4,1.59,20.0,direct_reuse
41241.0,10.4,14.6,61.4,202.9,0.34,80.0,direct_reuse
19130.0,87.6,27.3,18.5,124.3,5.25,2.0,treat_then_reuse
65140.0,41.5,14.3,41.6,357.8,3.39,12.0,treat_then_reuse
74080.0,43.8,23.0,1.1,198.3,5.89,71.0,treat_then_reuse
276078.0,24.6,104.4,14.7,42.0,1.12,2.0,disposal
31720.0,9.2,22.7,48.6,2225.7,1.29,81.0,direct_reuse
40641.0,23.1,10.6,18.6,165.8,0.23,6.0,direct_reuse
32760.0,9.8,8.2,90.6,49.1,0.43,35.0,direct_reuse
56868.0,58.4,27.2,87.0,112.9,5.66,9.0,treat_then_reuse
64035.0,19.4,13.3,6.4,180.2,2.66,24.0,direct_reuse
47223.0,17.0,29.9,54.0,172.8,1.89,136.0,direct_reuse
104865.0,15.1,6.7,6.1,155.3,8.51,10.0,direct_reuse
31828.0,64.5,42.6,21.4,260.6,0.3,54.0,treat_then_reuse
97765.0,3.7,10.5,44.1,233.9,4.2,18.0,direct_reuse
71464.0,70.4,25.5,7.4,35.4,0.36,4.0,treat_then_reuse
48610.0,11.4,18.7,51.6,914.9,11.26,10.0,direct_reuse
39322.0,3.8,97.0,11.0,785.1,3.35,9.0,treat_then_reuse
267980.0,6.8,28.1,10.0,217.3,5.78,1.0,disposal
27670.0,3.0,116.3,46.9,93.9,0.66,24.0,treat_then_reuse
60388.0,24.2,38.4,7.4,95.7,28.13,33.0,treat_then_reuse
28994.0,5.3,76.7,6.9,63.0,22.16,41.0,treat_then_reuse
171088.0,15.7,20.8,70.1,72.7,2.88,104.0,direct_reuse
91197.0,37.4,32.3,22.9,8.1,7.6,51.0,direct_reuse
30490.0,7.4,65.0,3.5,484.6,1.11,5.0,direct_reuse
70180.0,10.6,50.6,56.1,328.7,0.32,7.0,direct_reuse
58711.0,4.2,37.5,12.3,14.2,4.64,43.0,direct_reuse
34145.0,9.5,18.9,3.7,239.6,0.5,22.0,direct_reuse
83343.0,136.5,21.6,1.0,89.3,9.05,12.0,treat_then_reuse
64377.0,27.1,61.0,59.4,72.3,6.44,3.0,direct_reuse
57010.0,10.6,72.0,7.2,154.8,2.24,5.0,direct_reuse
47603.0,7.8,15.3,4.5,13.2,2.08,29.0,direct_reuse
66286.0,13.0,13.5,43.3,88.9,5.97,1.0,direct_reuse
57559.0,15.1,11.9,52.8,98.2,2.36,0.0,direct_reuse
51091.0,9.2,47.6,7.8,98.3,0.97,34.0,direct_reuse
31297.0,21.7,11.7,60.0,20.0,0.23,5.0,direct_reuse
160434.0,5.7,47.2,236.5,147.2,5.73,25.0,direct_reuse
23499.0,5.7,38.0,101.1,288.8,2.65,130.0,direct_reuse
66128.0,18.8,15.9,83.9,140.9,59.29,3.0,treat_then_reuse
39176.0,4.7,85.7,29.3,70.0,1.46,1.0,direct_reuse
