hour,gas_mmscfd,liq_bpd,press_psig,level_pct,foam_idx,antifoam_ppm,inlet_momentum,carryover
3282,40.7,14490.0,181.6,52.7,0.14,0,0.203,0
3283,45.3,13893.0,181.6,52.8,0.13,12,0.252,0
3284,40.2,13522.0,179.0,53.7,0.21,0,0.201,0
3285,44.5,14428.0,194.5,54.6,0.17,12,0.22,0
3286,38.5,13792.0,179.2,55.8,0.15,12,0.185,0
3287,44.5,13096.0,178.3,57.1,0.01,0,0.249,0
3288,40.7,15209.0,177.5,58.5,0.0,0,0.21,0
3289,39.1,13907.0,174.2,60.2,0.09,0,0.199,0
3290,41.1,13865.0,184.1,61.9,0.05,0,0.203,0
3291,42.2,13642.0,175.9,63.1,0.19,12,0.229,0
3292,40.3,14754.0,176.6,64.1,0.0,0,0.206,0
3293,42.8,13564.0,176.8,64.7,0.12,0,0.233,0
3294,39.9,12853.0,174.1,65.0,0.15,0,0.207,0
3295,42.9,13462.0,169.5,65.1,0.16,0,0.248,0
3296,42.3,14869.0,177.2,64.7,0.21,0,0.227,0
3297,41.0,14526.0,185.2,63.7,0.14,12,0.2,0
3298,40.0,13767.0,181.2,62.5,0.1,12,0.197,0
3299,41.4,14910.0,189.4,61.1,0.3,12,0.198,0
3300,42.4,14475.0,184.5,59.6,0.14,12,0.215,0
3301,46.1,13767.0,183.1,57.9,0.32,12,0.257,0
3302,43.2,13840.0,191.3,56.3,0.15,0,0.213,0
3303,43.3,14189.0,179.4,55.2,0.18,12,0.233,0
3304,48.5,13378.0,180.4,54.4,0.17,12,0.291,0
3305,42.0,13966.0,179.9,53.8,0.21,12,0.219,0
3306,41.9,14181.0,189.3,53.6,0.15,12,0.202,0
3307,42.3,12786.0,180.0,54.0,0.2,12,0.222,0
3308,38.0,13837.0,176.1,54.4,0.35,12,0.185,0
3309,39.4,13759.0,183.5,55.3,0.3,12,0.187,0
3310,39.1,14693.0,175.1,56.8,0.3,12,0.197,0
3311,42.0,12684.0,183.2,58.2,0.07,12,0.213,0
3312,39.9,13710.0,182.5,59.7,0.09,12,0.193,0
3313,40.6,13641.0,178.9,61.2,0.23,12,0.206,0
3314,42.9,14652.0,183.4,62.8,0.29,0,0.222,0
3315,42.3,13951.0,171.1,63.7,0.16,0,0.238,0
3316,39.7,15241.0,181.0,64.7,0.15,0,0.194,0
3317,38.3,14448.0,177.2,65.3,0.36,12,0.186,0
3318,42.8,13699.0,197.2,65.3,0.29,12,0.2,0
3319,41.8,14155.0,180.9,65.1,0.33,12,0.216,0
3320,35.8,13741.0,176.4,64.5,0.19,12,0.164,0
3321,39.0,14592.0,171.7,63.5,0.18,12,0.202,0
3322,40.2,13059.0,187.8,62.2,0.33,12,0.188,0
3323,41.6,13416.0,177.9,60.6,0.21,12,0.219,0
3324,41.9,14312.0,175.3,58.9,0.18,12,0.226,0
3325,40.3,14852.0,182.0,57.3,0.16,12,0.198,0
3326,41.0,12454.0,183.9,55.9,0.2,12,0.202,0
3327,39.7,14958.0,183.8,54.7,0.34,0,0.189,0
3328,37.8,13898.0,180.1,53.8,0.11,12,0.177,0
3329,38.7,12678.0,181.0,53.0,0.33,12,0.185,0
3330,39.4,11897.0,181.4,52.8,0.2,12,0.19,0
3331,39.2,12928.0,182.0,53.1,0.25,12,0.188,0
3332,34.5,13985.0,182.5,53.7,0.26,12,0.145,0
3333,38.2,13953.0,186.6,54.6,0.26,12,0.172,0
3334,39.3,14443.0,180.3,55.6,0.25,12,0.191,0
3335,38.4,13615.0,175.1,56.9,0.24,12,0.19,0
3336,38.4,13224.0,179.1,58.4,0.23,12,0.184,0
3337,40.2,13711.0,184.5,59.9,0.43,0,0.194,0
3338,36.3,14024.0,169.3,61.3,0.3,12,0.178,0
3339,34.8,14162.0,169.3,62.6,0.29,12,0.164,0
3340,38.0,13447.0,185.5,63.6,0.24,0,0.172,0
3341,40.7,14631.0,189.1,64.3,0.27,12,0.192,0
3342,43.0,13565.0,172.4,64.3,0.25,0,0.244,0
3343,40.7,13390.0,180.6,64.1,0.4,12,0.204,0
3344,35.0,13619.0,177.6,63.2,0.25,0,0.155,0
3345,38.1,14751.0,178.4,62.2,0.11,12,0.182,0
3346,39.3,13905.0,181.8,60.9,0.34,12,0.188,0
3347,39.0,13511.0,172.2,59.6,0.31,0,0.201,0
3348,39.9,14645.0,173.4,58.1,0.29,12,0.208,0
3349,36.2,15496.0,178.2,56.6,0.44,12,0.165,0
3350,38.6,14142.0,179.1,55.1,0.08,0,0.186,0
3351,39.5,14858.0,173.2,53.8,0.52,0,0.204,0
3352,40.4,14719.0,184.7,52.7,0.47,12,0.195,0
3353,36.3,13569.0,177.5,52.1,0.3,12,0.167,0
3354,37.4,14010.0,177.5,52.1,0.33,12,0.177,0
3355,31.5,13093.0,181.7,52.4,0.43,0,0.121,0
3356,36.7,13846.0,179.2,52.9,0.43,12,0.168,0
3357,36.9,13550.0,185.0,53.9,0.32,12,0.162,0
3358,35.6,13705.0,174.4,55.1,0.23,12,0.164,0
3359,38.5,13460.0,171.6,56.8,0.61,12,0.197,0
3360,37.9,13783.0,178.1,58.5,0.5,12,0.181,0
3361,32.4,14355.0,180.4,60.1,0.42,12,0.13,0
3362,38.5,13897.0,172.6,61.5,0.43,12,0.195,0
3363,35.6,12674.0,171.7,62.8,0.48,12,0.168,0
3364,39.2,13455.0,181.1,63.8,0.49,12,0.188,0
3365,34.7,12912.0,175.5,64.4,0.21,12,0.155,0
3366,37.9,14145.0,171.3,64.5,0.39,12,0.191,0
3367,37.1,14324.0,185.8,64.4,0.39,0,0.164,0
3368,38.6,14149.0,176.2,63.8,0.42,12,0.19,0
3369,38.1,13417.0,186.9,63.0,0.52,12,0.171,0
3370,37.1,14138.0,180.2,61.9,0.27,12,0.171,0
3371,33.9,13634.0,181.8,60.5,0.32,0,0.14,0
3372,34.0,13165.0,178.7,59.0,0.39,12,0.145,0
3373,36.2,14478.0,164.1,57.9,0.48,0,0.185,1
3374,37.6,14529.0,173.2,56.4,0.55,12,0.185,0
3375,36.1,14618.0,179.2,55.1,0.63,12,0.162,0
3376,39.1,13526.0,182.2,54.1,0.45,12,0.187,0
3377,36.9,14775.0,169.3,53.7,0.56,12,0.184,0
3378,35.1,13601.0,179.7,53.3,0.55,0,0.153,0
3379,36.8,14401.0,173.3,53.4,0.54,12,0.177,0
3380,38.0,13583.0,181.4,54.2,0.49,0,0.178,0
3381,38.3,13781.0,179.9,55.1,0.46,0,0.182,0
3382,42.1,12240.0,184.5,56.3,0.39,0,0.213,0
3383,35.7,13721.0,186.4,57.9,0.39,12,0.151,0
3384,37.2,13993.0,182.8,59.3,0.54,0,0.168,0
3385,38.4,13639.0,185.2,60.7,0.51,12,0.176,0
3386,37.3,15152.0,177.9,62.0,0.48,12,0.175,0
3387,36.1,13106.0,196.9,63.3,0.59,12,0.142,0
3388,33.4,13522.0,172.7,64.3,0.5,0,0.147,0
3389,36.0,13280.0,176.8,64.8,0.44,0,0.165,0
3390,34.6,13515.0,185.4,64.9,0.51,12,0.142,0
3391,32.9,14628.0,184.5,64.6,0.62,0,0.13,0
3392,35.2,14937.0,182.9,64.2,0.44,12,0.151,0
3393,34.6,13408.0,184.1,63.1,0.57,12,0.144,0
3394,38.7,13389.0,167.5,61.8,0.54,12,0.205,0
3395,38.7,13081.0,189.5,60.2,0.48,12,0.173,0
3396,34.9,14802.0,178.8,58.6,0.53,12,0.153,0
3397,36.5,14668.0,187.5,57.1,0.4,0,0.156,0
3398,32.5,13806.0,167.8,55.9,0.57,0,0.145,0
3399,35.9,12899.0,181.5,54.7,0.43,12,0.158,0
3400,38.1,12957.0,176.6,53.7,0.68,12,0.185,0
3401,39.2,13987.0,183.4,53.2,0.56,12,0.185,0
3402,35.3,14248.0,181.9,53.1,0.52,0,0.152,0
3403,39.7,12413.0,182.2,53.3,0.7,12,0.192,1
3404,33.3,13630.0,173.6,54.1,0.48,12,0.144,0
3405,33.9,14983.0,179.7,55.1,0.51,12,0.143,0
3406,38.8,13694.0,178.9,56.4,0.41,12,0.189,0
3407,41.2,14884.0,183.0,57.9,0.72,0,0.206,0
3408,38.3,14291.0,185.9,59.5,0.78,12,0.174,0
3409,36.9,13073.0,180.9,61.2,0.43,12,0.168,0
3410,31.5,13623.0,172.3,62.6,0.52,12,0.131,0
3411,32.0,13733.0,180.6,63.9,0.61,12,0.126,0
3412,37.3,13151.0,195.7,64.9,0.55,12,0.154,0
3413,36.1,13134.0,189.9,65.6,0.61,12,0.15,0
3414,34.2,14863.0,162.2,65.8,0.6,0,0.168,0
3415,37.2,13119.0,180.4,65.5,0.65,12,0.171,0
3416,37.3,14553.0,185.6,65.0,0.52,12,0.165,0
3417,39.4,13487.0,178.9,64.1,0.64,12,0.194,0
3418,37.3,13770.0,177.2,62.8,0.51,12,0.177,0
3419,40.1,14176.0,178.4,61.5,0.58,12,0.202,0
3420,37.0,13358.0,183.3,60.0,0.45,0,0.166,0
3421,36.7,14169.0,173.1,58.5,0.59,12,0.176,0
3422,39.7,12334.0,187.1,57.0,0.57,0,0.185,0
3423,34.6,14069.0,179.7,55.8,0.73,12,0.148,0
3424,44.0,12028.0,174.4,54.9,0.63,12,0.251,0
3425,37.9,13591.0,186.7,54.1,0.65,12,0.17,0
3426,38.0,14342.0,170.7,53.9,0.63,12,0.192,0
3427,38.3,14174.0,176.7,54.2,0.42,12,0.187,0
3428,41.7,12824.0,176.6,54.5,0.44,0,0.222,0
3429,39.0,12908.0,192.9,55.5,0.61,12,0.171,0
3430,33.0,13239.0,175.9,56.8,0.67,12,0.14,0
3431,40.5,13845.0,167.1,58.3,0.62,12,0.226,0
3432,36.2,12287.0,176.5,60.0,0.56,12,0.167,0
3433,37.3,13694.0,182.7,61.5,0.62,12,0.169,0
3434,33.9,13915.0,184.7,62.8,0.61,12,0.137,0
3435,38.4,13492.0,193.7,63.9,0.72,12,0.165,0
3436,35.4,14052.0,188.4,64.9,0.72,12,0.146,0
3437,37.3,13835.0,181.1,65.6,0.59,0,0.171,0
3438,36.4,13293.0,174.7,66.0,0.64,0,0.171,0
3439,41.9,12310.0,189.7,65.7,0.68,12,0.202,0
3440,42.1,13752.0,177.8,65.2,0.69,12,0.223,0
3441,37.3,12985.0,176.1,64.0,0.81,12,0.177,0
3442,37.3,13241.0,177.5,62.7,0.65,12,0.176,0
3443,36.2,13974.0,172.5,61.3,0.77,12,0.173,0
3444,39.9,14624.0,177.2,59.8,0.53,12,0.202,0
3445,36.4,13599.0,178.6,58.4,0.59,12,0.166,0
3446,36.2,14007.0,184.4,57.0,0.44,12,0.157,0
3447,39.7,12601.0,177.7,55.6,0.66,12,0.199,0
3448,35.9,13777.0,172.4,54.6,0.71,12,0.17,0
3449,37.2,13556.0,170.4,53.9,0.39,12,0.185,0
3450,33.3,14451.0,181.3,53.9,0.67,12,0.136,0
3451,39.1,13206.0,180.4,54.2,0.71,0,0.188,1
3452,42.2,13408.0,176.7,55.0,0.7,12,0.226,0
3453,39.1,14311.0,177.2,55.9,0.53,12,0.194,0
3454,41.0,13498.0,182.3,57.1,0.72,0,0.205,0
3455,35.3,12779.0,188.3,58.7,0.65,12,0.145,0
3456,38.0,15334.0,175.3,60.2,0.7,12,0.186,1
3457,35.1,12785.0,180.5,61.7,0.63,0,0.152,0
3458,36.9,13488.0,185.7,63.0,0.68,12,0.161,0
3459,39.4,13768.0,175.3,64.2,0.75,0,0.2,1
3460,37.7,13705.0,179.9,65.2,0.62,0,0.177,0
3461,34.0,13377.0,179.8,65.7,0.67,12,0.143,0
3462,34.2,13373.0,172.1,65.9,0.76,12,0.155,0
3463,34.1,13330.0,181.0,65.8,0.62,12,0.143,0
3464,38.8,12706.0,180.2,65.1,0.52,12,0.186,0
3465,42.8,14985.0,183.3,64.1,0.7,12,0.221,0
3466,41.0,13318.0,172.9,62.9,0.77,0,0.221,0
3467,32.9,13881.0,180.1,61.3,0.76,12,0.134,0
3468,41.2,13221.0,188.3,59.8,0.7,0,0.198,1
3469,40.1,13199.0,192.5,58.4,0.39,12,0.181,0
3470,33.9,13121.0,187.7,56.8,0.56,12,0.134,0
3471,37.0,12347.0,172.9,55.8,0.56,0,0.18,0
3472,40.5,13311.0,182.7,54.8,0.62,12,0.2,0
3473,39.2,13130.0,177.1,54.3,0.78,12,0.195,0
3474,34.6,14227.0,181.7,54.0,0.5,12,0.146,0
3475,39.4,12561.0,175.4,54.3,0.83,12,0.2,0
3476,32.6,12986.0,169.7,54.9,0.57,12,0.143,0
3477,37.4,12753.0,177.9,55.8,0.53,12,0.176,0
3478,40.8,14383.0,184.3,57.0,0.69,0,0.2,1
3479,38.1,12756.0,181.7,58.4,0.69,12,0.177,0
3480,36.8,13750.0,182.4,60.0,0.66,0,0.165,0
3481,40.3,14027.0,181.3,61.6,0.52,0,0.2,0
3482,40.6,13237.0,182.4,63.0,0.64,12,0.2,0
3483,41.5,12367.0,183.2,64.2,0.48,0,0.208,0
3484,40.4,12367.0,178.4,65.0,0.5,0,0.205,1
3485,41.0,13915.0,180.5,65.6,0.57,12,0.207,0
3486,40.1,12422.0,190.5,65.9,0.49,12,0.184,0
3487,39.0,13570.0,180.9,65.7,0.68,0,0.187,0
3488,38.6,13367.0,180.3,65.2,0.51,0,0.184,0
3489,37.8,13542.0,180.6,64.3,0.54,0,0.176,0
3490,35.4,13599.0,178.7,63.1,0.48,12,0.157,0
3491,36.1,12606.0,177.4,61.6,0.66,0,0.165,0
3492,37.8,12568.0,181.3,59.8,0.49,12,0.176,0
3493,39.2,13742.0,177.0,58.3,0.67,0,0.195,0
3494,42.2,12792.0,179.1,56.8,0.66,12,0.222,0
3495,38.5,11298.0,175.3,55.4,0.5,0,0.191,0
3496,41.2,13668.0,180.6,54.4,0.54,0,0.209,1
3497,41.4,12479.0,183.5,53.8,0.49,12,0.207,0
3498,38.2,13522.0,178.7,53.5,0.59,0,0.183,0
3499,40.3,14161.0,167.9,53.6,0.51,12,0.222,0
3500,38.3,13188.0,183.5,54.4,0.48,12,0.177,0
3501,42.2,13864.0,180.7,55.1,0.53,12,0.22,0
3502,40.6,13265.0,174.0,56.3,0.36,12,0.214,0
3503,36.0,14259.0,184.6,57.7,0.51,12,0.155,0
3504,39.5,12395.0,171.6,59.1,0.57,12,0.206,0
3505,43.2,13123.0,186.3,60.6,0.52,12,0.221,0
3506,38.7,13591.0,179.7,62.0,0.6,12,0.186,0
3507,40.3,12977.0,166.4,63.3,0.46,12,0.225,0
3508,40.6,13907.0,181.1,64.4,0.45,0,0.203,0
3509,36.7,12788.0,177.6,65.1,0.38,12,0.17,0
3510,40.6,14529.0,176.7,65.4,0.44,12,0.21,0
3511,35.9,14556.0,175.6,65.1,0.67,12,0.166,0
3512,37.9,13258.0,179.2,64.4,0.5,0,0.179,1
3513,42.2,13438.0,177.1,63.5,0.41,12,0.226,0
3514,40.4,13875.0,168.9,62.4,0.36,0,0.222,0
3515,38.8,12200.0,187.6,61.2,0.3,0,0.176,0
3516,40.8,12103.0,178.5,59.7,0.37,0,0.208,0
3517,39.5,13891.0,175.6,58.3,0.53,12,0.201,0
3518,39.8,13193.0,173.2,57.2,0.4,12,0.207,0
3519,41.4,12832.0,184.6,55.9,0.35,12,0.206,0
3520,38.0,12989.0,172.2,54.9,0.35,12,0.191,0
3521,40.0,11301.0,180.8,54.4,0.5,12,0.197,0
3522,39.2,12827.0,176.5,54.0,0.42,12,0.196,0
3523,36.1,12423.0,176.8,54.3,0.36,12,0.165,0
3524,37.8,13583.0,173.4,54.7,0.39,12,0.186,0
3525,44.1,13626.0,176.3,55.5,0.63,12,0.248,0
3526,41.1,13323.0,180.1,56.8,0.53,12,0.21,0
3527,36.9,13186.0,181.4,58.3,0.55,12,0.167,0
3528,36.4,11851.0,175.3,60.0,0.22,12,0.171,0
3529,40.1,13302.0,179.5,61.5,0.38,12,0.2,0
3530,44.3,13318.0,185.3,63.2,0.33,12,0.234,0
3531,40.0,13739.0,170.0,64.4,0.44,0,0.215,0
3532,43.8,14340.0,180.0,65.4,0.49,0,0.238,0
3533,41.5,11662.0,174.3,65.8,0.41,12,0.223,0
3534,41.8,12564.0,173.7,65.9,0.28,12,0.228,0
3535,37.4,12306.0,181.6,65.8,0.3,12,0.171,0
3536,43.1,12935.0,176.7,65.3,0.42,0,0.236,0
3537,40.0,12813.0,172.7,64.3,0.43,12,0.21,0
3538,43.0,12630.0,187.9,63.1,0.37,12,0.216,0
3539,38.9,13502.0,185.5,61.5,0.36,12,0.18,0
3540,41.4,12001.0,168.4,59.9,0.35,0,0.234,0
3541,41.9,12032.0,171.2,58.5,0.37,12,0.234,0
3542,40.7,12033.0,183.6,57.2,0.41,0,0.2,1
3543,42.2,12487.0,178.3,56.0,0.39,12,0.224,0
3544,40.6,11869.0,189.0,55.2,0.33,0,0.191,0
3545,39.7,12684.0,183.7,54.5,0.32,0,0.19,0
3546,45.4,12591.0,181.8,54.1,0.31,12,0.252,0
3547,44.1,12146.0,173.9,54.6,0.23,12,0.253,0
3548,39.6,13297.0,182.9,55.2,0.23,0,0.19,0
3549,43.0,12633.0,172.3,56.2,0.36,0,0.243,0
3550,39.8,13407.0,187.8,57.4,0.23,12,0.185,0
3551,38.7,12516.0,182.5,58.7,0.38,12,0.182,0
3552,44.3,12624.0,175.1,60.3,0.29,0,0.253,0
3553,37.5,12236.0,184.8,61.9,0.37,12,0.168,0
3554,44.2,12614.0,193.4,63.3,0.35,0,0.219,0
3555,41.3,13107.0,178.7,64.5,0.36,12,0.214,0
3556,41.5,12309.0,183.3,65.4,0.23,12,0.208,0
3557,43.1,12949.0,177.4,66.0,0.31,0,0.235,0
3558,43.6,12006.0,180.5,66.1,0.34,12,0.235,0
3559,40.1,13095.0,171.0,66.0,0.11,12,0.215,0
3560,44.1,12147.0,180.0,65.7,0.43,12,0.241,0
3561,42.6,13138.0,180.3,64.9,0.48,12,0.225,0
3562,39.3,12573.0,190.8,63.8,0.35,12,0.176,0
3563,42.0,13584.0,169.2,62.3,0.33,12,0.239,0
3564,46.0,11700.0,178.3,60.7,0.3,12,0.266,0
3565,46.8,11463.0,187.7,59.2,0.21,12,0.256,0
3566,44.5,12054.0,178.5,57.7,0.23,12,0.248,0
3567,39.8,11505.0,179.0,56.7,0.33,0,0.197,0
3568,44.0,11495.0,175.0,55.5,0.13,0,0.25,0
3569,45.0,12886.0,174.4,54.8,0.12,12,0.262,0
3570,44.7,12437.0,169.0,54.7,0.18,0,0.271,0
3571,45.0,12093.0,176.2,54.8,0.29,12,0.258,0
3572,44.0,12146.0,174.1,55.4,0.13,12,0.251,0
3573,43.0,11988.0,180.7,56.4,0.19,12,0.227,0
3574,41.7,13550.0,175.3,57.8,0.2,0,0.224,0
3575,38.5,11868.0,177.1,59.1,0.11,12,0.188,0
3576,44.2,11446.0,177.3,60.5,0.0,12,0.247,0
3577,43.9,12917.0,179.7,62.0,0.1,0,0.239,0
3578,44.9,12198.0,176.8,63.2,0.22,0,0.256,0
3579,40.2,13764.0,173.6,64.3,0.24,0,0.211,0
3580,45.2,11957.0,180.5,65.1,0.24,0,0.253,0
3581,48.8,12906.0,186.4,65.9,0.25,12,0.281,0
3582,43.9,13060.0,180.8,66.0,0.13,12,0.238,0
3583,43.7,11926.0,176.3,65.8,0.1,0,0.243,0
3584,44.7,11760.0,179.3,65.1,0.22,12,0.249,1
3585,49.0,12787.0,167.7,64.2,0.16,12,0.329,0
3586,41.5,12659.0,179.2,63.2,0.27,0,0.215,0
3587,44.6,11258.0,177.6,61.7,0.21,12,0.251,0
3588,42.2,11444.0,174.4,60.3,0.3,12,0.23,0
3589,42.9,10446.0,175.5,58.8,0.13,12,0.236,0
3590,44.2,12627.0,177.5,57.4,0.28,0,0.247,0
3591,47.7,12016.0,186.0,56.2,0.37,0,0.27,0
3592,48.9,12074.0,186.6,55.3,0.17,12,0.283,0
3593,45.6,10992.0,174.4,54.9,0.22,12,0.27,0
3594,43.6,11395.0,176.9,54.8,0.07,0,0.242,0
3595,50.9,11818.0,177.0,55.0,0.25,12,0.328,0
3596,43.7,11670.0,184.9,55.6,0.27,12,0.228,0
3597,43.4,12212.0,180.9,56.6,0.11,12,0.232,0
3598,40.4,12526.0,180.6,57.8,0.22,12,0.202,0
3599,48.4,13695.0,183.2,59.2,0.19,12,0.284,0
3600,47.4,12080.0,176.4,61.1,0.2,0,0.287,0
3601,51.1,12864.0,188.2,62.4,0.24,12,0.304,0
3602,41.7,11490.0,180.0,63.8,0.21,0,0.215,0
3603,48.9,10887.0,174.9,65.1,0.14,12,0.308,0
3604,45.5,11801.0,178.6,66.0,0.24,12,0.259,0
3605,47.4,10918.0,187.4,66.6,0.26,0,0.263,0
3606,41.3,12035.0,177.4,66.8,0.1,12,0.216,0
3607,49.2,11467.0,185.7,66.6,0.15,12,0.287,0
3608,47.5,10633.0,176.2,66.0,0.0,12,0.288,0
3609,45.5,13205.0,175.4,65.0,0.21,0,0.266,0
3610,47.3,11602.0,184.0,64.0,0.27,0,0.269,0
3611,43.9,10820.0,174.8,62.5,0.12,12,0.249,0
3612,44.4,12583.0,184.9,61.1,0.16,0,0.235,0
3613,44.7,11433.0,182.1,59.4,0.13,12,0.244,0
3614,41.3,12695.0,174.8,58.1,0.11,12,0.221,0
3615,48.2,11407.0,179.6,56.9,0.17,12,0.289,0
3616,49.1,11530.0,176.7,56.0,0.07,0,0.307,0
3617,44.4,12138.0,182.1,55.3,0.13,12,0.241,0
3618,47.1,12300.0,191.3,55.0,0.06,12,0.253,0
3619,45.7,12411.0,177.8,55.4,0.21,0,0.263,0
3620,47.2,11799.0,183.2,55.9,0.18,12,0.27,0
3621,44.9,12220.0,180.1,57.0,0.11,12,0.25,0
3622,44.3,12361.0,180.1,58.1,0.16,12,0.243,0
3623,49.2,11967.0,179.0,59.7,0.13,12,0.303,0
3624,46.5,11716.0,174.9,61.1,0.27,12,0.279,0
3625,51.8,10792.0,182.0,62.6,0.11,12,0.327,0
3626,46.9,12212.0,178.3,63.9,0.22,0,0.277,0
3627,44.6,11810.0,174.6,65.1,0.09,0,0.257,0
3628,50.0,11480.0,186.1,66.1,0.24,0,0.296,0
3629,48.6,12652.0,180.6,66.7,0.27,12,0.291,0
3630,48.9,10747.0,178.6,66.8,0.27,12,0.299,0
3631,50.1,12885.0,188.0,66.6,0.31,12,0.293,0
3632,45.6,11707.0,169.0,65.8,0.2,12,0.281,0
3633,47.0,11934.0,187.6,65.0,0.29,12,0.258,0
3634,46.9,11423.0,174.7,63.8,0.33,12,0.284,0
3635,44.2,10521.0,181.3,62.4,0.06,12,0.24,0
3636,46.8,11579.0,176.5,60.8,0.11,0,0.279,0
3637,50.9,11900.0,174.5,59.5,0.03,12,0.335,0
3638,48.2,12127.0,187.9,58.0,0.29,0,0.271,0
3639,44.3,11504.0,191.1,56.7,0.03,12,0.224,0
3640,43.8,10096.0,178.7,55.8,0.01,0,0.241,0
3641,52.0,10541.0,182.0,55.1,0.08,12,0.33,0
3642,47.6,13045.0,180.3,54.8,0.01,12,0.281,0
3643,46.3,10832.0,190.4,55.0,0.22,12,0.246,0
3644,47.3,12584.0,167.3,55.5,0.08,12,0.308,0
3645,44.4,10920.0,182.3,56.4,0.03,0,0.24,0
3646,51.7,11435.0,175.6,57.8,0.19,12,0.343,0
3647,47.2,11989.0,165.9,59.3,0.2,0,0.31,0
3648,51.7,10966.0,177.8,61.0,0.02,12,0.337,0
3649,48.4,12643.0,191.1,62.6,0.14,0,0.268,0
3650,52.0,11570.0,176.1,64.0,0.2,12,0.345,0
3651,49.1,11829.0,184.7,65.0,0.18,12,0.288,0
3652,50.6,11308.0,187.2,66.0,0.18,0,0.301,0
3653,50.4,11945.0,179.9,66.3,0.34,12,0.315,0
3654,50.2,12578.0,180.7,66.3,0.44,12,0.311,0
3655,49.6,11369.0,169.7,66.0,0.2,12,0.331,0
3656,48.2,12661.0,175.7,65.5,0.1,12,0.298,0
3657,53.6,11011.0,185.4,64.5,0.21,0,0.342,0
3658,46.6,11963.0,180.4,63.4,0.26,12,0.269,0
3659,49.0,11759.0,182.2,62.0,0.24,0,0.292,0
3660,49.0,10657.0,180.8,60.4,0.31,0,0.296,0
3661,50.1,11544.0,193.2,59.0,0.47,0,0.282,0
3662,48.0,11388.0,177.4,57.8,0.08,12,0.292,0
3663,50.0,10775.0,189.6,56.6,0.2,12,0.288,0
3664,48.8,11612.0,180.8,55.6,0.41,0,0.294,0
3665,45.3,11453.0,190.2,54.9,0.21,0,0.236,0
3666,49.4,11288.0,172.7,54.5,0.35,12,0.321,0
3667,46.7,11280.0,181.1,54.7,0.33,0,0.268,0
3668,45.1,11254.0,177.6,55.2,0.4,12,0.257,0
3669,49.9,11049.0,180.8,56.1,0.47,0,0.306,0
3670,50.8,11393.0,187.3,57.4,0.32,12,0.303,0
3671,51.0,10834.0,182.3,58.6,0.11,0,0.316,0
3672,51.1,13133.0,187.3,60.0,0.22,0,0.306,0
3673,44.9,10276.0,176.0,61.5,0.51,12,0.258,0
3674,46.4,10843.0,175.1,62.9,0.16,12,0.278,0
3675,54.8,10887.0,180.1,64.1,0.35,0,0.372,0
3676,47.3,12659.0,179.8,65.0,0.06,0,0.278,0
3677,51.5,10296.0,178.9,65.5,0.18,12,0.332,0
3678,48.3,11507.0,174.2,65.6,0.41,0,0.303,0
3679,50.3,11372.0,187.2,65.3,0.33,12,0.297,0
3680,48.6,11421.0,177.8,64.7,0.29,12,0.297,0
3681,51.6,12043.0,188.6,63.7,0.25,0,0.309,0
3682,50.6,12018.0,180.1,62.5,0.14,12,0.317,0
3683,49.2,10840.0,183.9,61.1,0.41,0,0.291,0
3684,47.7,11281.0,183.3,59.6,0.32,0,0.275,0
3685,51.1,9830.0,175.1,58.0,0.2,12,0.336,0
3686,47.4,11194.0,182.2,56.3,0.36,12,0.274,0
3687,51.6,10558.0,191.6,55.2,0.42,0,0.302,0
3688,57.1,10973.0,181.5,54.3,0.34,12,0.4,0
3689,54.0,9913.0,185.4,53.6,0.38,12,0.347,0
3690,52.5,11366.0,184.2,53.4,0.38,12,0.33,0
3691,50.5,9885.0,181.8,53.8,0.31,12,0.312,0
3692,45.9,11166.0,181.1,54.6,0.39,12,0.259,0
3693,47.5,10193.0,183.3,55.6,0.46,12,0.273,0
3694,54.1,10447.0,184.6,56.9,0.49,0,0.35,0
3695,48.9,11840.0,171.9,58.2,0.47,12,0.317,0
3696,49.2,11433.0,181.5,59.8,0.33,12,0.297,0
3697,50.6,11816.0,178.9,61.3,0.47,12,0.32,0
3698,48.4,12093.0,177.7,62.8,0.46,0,0.296,0
3699,48.0,10450.0,187.8,64.2,0.34,12,0.269,0
3700,51.0,12030.0,175.6,65.2,0.37,12,0.334,0
3701,48.9,9945.0,171.6,65.7,0.49,0,0.318,0
3702,49.4,11483.0,184.8,65.7,0.57,12,0.291,0
3703,49.3,10606.0,171.5,65.7,0.25,12,0.323,0
3704,52.6,10290.0,168.4,65.2,0.6,0,0.377,1
3705,50.8,11362.0,185.4,64.3,0.56,12,0.306,0
3706,50.9,11583.0,181.0,63.0,0.47,12,0.319,0
3707,52.9,11553.0,182.8,61.6,0.43,12,0.34,0
3708,51.1,11052.0,177.3,59.9,0.49,0,0.331,0
3709,50.8,10985.0,171.7,58.4,0.4,0,0.342,0
3710,52.7,11252.0,172.9,56.8,0.45,12,0.365,0
3711,53.3,11086.0,178.4,55.5,0.32,0,0.356,0
3712,51.3,11242.0,172.4,54.5,0.3,0,0.346,0
3713,51.9,10997.0,181.8,53.5,0.71,12,0.329,0
3714,49.8,11434.0,177.2,53.3,0.49,12,0.314,0
3715,49.6,9696.0,181.1,53.4,0.51,12,0.302,0
3716,53.7,10734.0,180.9,54.0,0.49,12,0.355,0
