Sample_ID,Porosity_frac,Permeability_md,Pc_psi,Sw_frac,IFT_dynes_cm,Contact_Angle_deg
14302,0.1215,4.91,20.86,0.707,30,0
14303,0.1991,71.56,13.07,0.3975,30,0
14304,0.107,2.15,9.84,1.0,30,0
14305,0.1134,8.15,17.7,0.6249,30,0
14306,0.0916,5.28,12.06,0.8923,30,0
14307,0.091,3.03,21.75,0.5871,30,0
14308,0.111,8.71,29.33,0.3839,30,0
14309,0.1398,4.32,24.19,0.6305,30,0
14310,0.146,12.37,5.51,1.0,30,0
14311,0.0869,12.59,56.02,0.2121,30,0
14312,0.1242,5.78,15.74,0.6909,30,0
14313,0.1433,7.81,5.86,1.0,30,0
14314,0.1305,9.23,0.65,1.0,30,0
14315,0.1618,32.2,66.46,0.0726,30,0
14316,0.1408,10.19,13.71,0.6539,30,0
14317,0.18,32.77,3.87,1.0,30,0
14318,0.1586,24.61,10.13,0.629,30,0
14319,0.1562,24.19,7.6,0.6823,30,0
14320,0.2197,64.42,45.35,0.2082,30,0
14321,0.1143,3.18,10.18,1.0,30,0
14322,0.1365,6.9,9.94,0.9935,30,0
14323,0.2001,101.08,23.74,0.2592,30,0
14324,0.15,8.95,7.44,1.0,30,0
14325,0.0303,0.42,3.28,1.0,30,0
14326,0.1681,9.55,21.94,0.5551,30,0
14327,0.1375,14.32,36.14,0.3062,30,0
14328,0.0232,0.53,0.7,1.0,30,0
14329,0.2254,60.38,29.48,0.313,30,0
14330,0.1052,5.17,8.64,1.0,30,0
14331,0.1768,18.07,5.12,1.0,30,0
14332,0.1387,9.29,0.6,1.0,30,0
14333,0.0712,2.6,3.45,1.0,30,0
14334,0.0834,3.37,6.07,1.0,30,0
14335,0.1301,3.97,1.1,1.0,30,0
14336,0.1822,44.83,3.14,1.0,30,0
14337,0.1196,10.21,20.02,0.4517,30,0
14338,0.1318,6.51,17.42,0.7224,30,0
14339,0.1045,3.97,22.03,0.7027,30,0
14340,0.1812,51.18,2.71,1.0,30,0
14341,0.2099,70.6,0.66,1.0,30,0
14342,0.1905,50.49,9.48,0.5685,30,0
14343,0.1608,22.0,6.3,0.991,30,0
14344,0.2144,17.25,22.49,0.5274,30,0
14345,0.0856,2.83,11.61,1.0,30,0
14346,0.1206,9.07,40.14,0.3059,30,0
14347,0.1576,5.36,0.95,1.0,30,0
14348,0.0801,1.36,6.78,1.0,30,0
14349,0.2152,43.31,7.79,0.6699,30,0
14350,0.0999,5.29,2.02,1.0,30,0
14351,0.2312,51.17,13.12,0.5937,30,0
14352,0.2086,35.1,0.62,1.0,30,0
14353,0.1797,23.76,18.71,0.394,30,0
14354,0.1451,25.42,0.57,1.0,30,0
14355,0.1201,5.82,31.01,0.5549,30,0
14356,0.2738,113.23,1.01,1.0,30,0
14357,0.1565,12.83,9.14,0.8878,30,0
14358,0.157,17.5,2.53,1.0,30,0
14359,0.1143,5.59,2.14,1.0,30,0
14360,0.1021,3.99,19.16,0.7039,30,0
14361,0.1569,21.6,22.32,0.3663,30,0
14362,0.1596,15.82,20.16,0.4307,30,0
14363,0.141,4.72,7.76,1.0,30,0
14364,0.1075,2.17,70.31,0.4549,30,0
14365,0.074,2.65,6.23,1.0,30,0
14366,0.2329,51.18,4.22,1.0,30,0
14367,0.1358,5.84,84.85,0.2735,30,0
14368,0.1464,8.11,56.77,0.3082,30,0
14369,0.2283,69.44,13.44,0.4091,30,0
14370,0.0775,3.17,3.52,1.0,30,0
14371,0.107,5.09,4.09,1.0,30,0
14372,0.1298,4.84,11.04,1.0,30,0
14373,0.2035,84.92,22.45,0.2626,30,0
14374,0.2249,133.23,1.21,1.0,30,0
14375,0.1922,30.02,17.46,0.4551,30,0
14376,0.1718,31.19,1.63,1.0,30,0
14377,0.1386,6.07,27.88,0.5482,30,0
14378,0.2284,126.06,11.39,0.3865,30,0
14379,0.1677,16.8,68.63,0.2588,30,0
14380,0.1975,33.91,20.97,0.4104,30,0
14381,0.1353,10.73,10.31,0.8034,30,0
14382,0.1323,8.83,2.28,1.0,30,0
14383,0.2162,89.63,11.73,0.4314,30,0
14384,0.1755,23.28,1.82,1.0,30,0
14385,0.2004,69.52,35.33,0.241,30,0
14386,0.1578,16.55,3.92,1.0,30,0
14387,0.1242,4.4,30.08,0.519,30,0
14388,0.0993,6.05,5.43,1.0,30,0
14389,0.1452,13.78,3.76,1.0,30,0
14390,0.1303,5.74,5.44,1.0,30,0
14391,0.0553,3.23,18.44,0.5752,30,0
14392,0.2448,51.51,11.17,0.5528,30,0
14393,0.1448,6.34,1.71,1.0,30,0
14394,0.1259,14.38,2.21,1.0,30,0
14395,0.1221,17.38,7.14,0.9228,30,0
14396,0.1224,6.01,6.2,1.0,30,0
14397,0.1972,69.47,28.63,0.2502,30,0
14398,0.1156,3.19,12.74,1.0,30,0
14399,0.1704,16.68,3.1,1.0,30,0
14400,0.1643,16.37,0.5,1.0,30,0
14401,0.136,11.41,1.62,1.0,30,0
14402,0.1197,2.57,18.08,0.8724,30,0
14403,0.2069,34.64,28.17,0.3589,30,0
14404,0.1978,29.73,22.89,0.3511,30,0
14405,0.1416,5.42,23.4,0.574,30,0
14406,0.1636,28.47,4.54,1.0,30,0
14407,0.1937,19.1,67.77,0.2866,30,0
14408,0.0832,2.62,1.36,1.0,30,0
14409,0.1157,4.37,25.81,0.5561,30,0
14410,0.2015,47.75,1.53,1.0,30,0
14411,0.1273,17.66,4.67,1.0,30,0
14412,0.1421,6.19,10.26,1.0,30,0
14413,0.0723,4.35,0.82,1.0,30,0
14414,0.1059,6.56,7.52,1.0,30,0
14415,0.1196,7.15,6.46,1.0,30,0
14416,0.0703,4.41,15.63,0.6237,30,0
14417,0.0444,1.51,18.99,0.6357,30,0
14418,0.2096,47.85,1.42,1.0,30,0
14419,0.1897,39.05,0.58,1.0,30,0
14420,0.0836,2.64,22.43,0.7373,30,0
14421,0.1382,14.35,11.26,0.8102,30,0
14422,0.1076,4.13,11.47,1.0,30,0
14423,0.1309,8.9,59.23,0.1213,30,0
14424,0.1006,8.05,8.64,0.9696,30,0
14425,0.1254,7.29,3.28,1.0,30,0
14426,0.2213,134.77,17.12,0.2669,30,0
14427,0.1468,7.18,25.37,0.5527,30,0
14428,0.1034,4.62,10.47,0.9618,30,0
14429,0.1638,4.88,17.66,0.8399,30,0
14430,0.2194,42.63,10.82,0.6612,30,0
14431,0.0681,1.68,7.85,1.0,30,0
14432,0.125,4.88,0.52,1.0,30,0
14433,0.1777,69.14,2.86,1.0,30,0
14434,0.181,16.33,9.8,0.8443,30,0
14435,0.1428,15.34,7.58,0.9906,30,0
14436,0.2541,157.37,27.76,0.2363,30,0
14437,0.1473,16.37,1.72,1.0,30,0
14438,0.1036,5.21,0.77,1.0,30,0
14439,0.1328,8.68,1.37,1.0,30,0
14440,0.097,3.12,17.0,0.783,30,0
14441,0.2097,54.99,13.54,0.4306,30,0
14442,0.1775,24.28,15.0,0.4597,30,0
14443,0.1715,46.96,2.56,1.0,30,0
14444,0.2549,52.23,10.9,0.5847,30,0
14445,0.1348,7.41,21.89,0.5781,30,0
14446,0.1134,3.92,17.27,0.7263,30,0
14447,0.1407,11.45,8.66,0.8972,30,0
14448,0.0906,4.27,1.64,1.0,30,0
14449,0.1609,14.85,30.68,0.4902,30,0
14450,0.2101,47.39,11.2,0.6266,30,0
14451,0.168,9.96,33.06,0.3841,30,0
14452,0.1988,14.59,8.66,0.9619,30,0
14453,0.175,10.88,4.06,1.0,30,0
14454,0.1532,31.92,5.51,0.9631,30,0
14455,0.1087,5.47,8.12,1.0,30,0
14456,0.0513,0.87,14.29,1.0,30,0
14457,0.1646,21.44,21.97,0.3754,30,0
14458,0.1965,39.86,4.17,1.0,30,0
14459,0.1285,20.81,3.12,1.0,30,0
14460,0.1376,5.65,3.4,1.0,30,0
14461,0.058,3.12,40.89,0.4418,30,0
14462,0.1423,22.05,2.69,1.0,30,0
14463,0.1365,14.44,6.36,0.9968,30,0
14464,0.142,10.48,9.98,0.8466,30,0
14465,0.205,108.52,12.19,0.4253,30,0
14466,0.0833,3.91,29.29,0.5341,30,0
14467,0.2582,102.52,1.8,1.0,30,0
14468,0.1493,12.66,1.71,1.0,30,0
14469,0.0706,1.35,5.71,1.0,30,0
14470,0.1167,9.83,8.0,1.0,30,0
14471,0.195,38.53,7.02,0.91,30,0
14472,0.1298,7.86,7.46,1.0,30,0
14473,0.0633,2.08,28.6,0.4749,30,0
14474,0.1411,10.0,27.18,0.4572,30,0
14475,0.071,4.36,24.56,0.5119,30,0
14476,0.1824,21.98,21.11,0.3838,30,0
14477,0.1791,30.82,0.62,1.0,30,0
14478,0.0942,3.43,2.43,1.0,30,0
14479,0.1332,5.22,19.76,0.6979,30,0
14480,0.195,30.2,13.55,0.5821,30,0
14481,0.1024,4.35,16.81,0.7631,30,0
14482,0.0757,3.32,18.93,0.7224,30,0
14483,0.12,2.96,36.35,0.5513,30,0
14484,0.1401,18.59,15.12,0.5801,30,0
14485,0.1774,17.65,4.84,1.0,30,0
14486,0.0852,5.36,1.3,1.0,30,0
14487,0.1686,12.26,8.49,0.964,30,0
14488,0.2435,76.14,18.56,0.3367,30,0
14489,0.065,3.79,4.97,1.0,30,0
14490,0.0653,1.17,1.92,1.0,30,0
14491,0.1792,21.03,100.18,0.2014,30,0
14492,0.1588,10.67,8.14,1.0,30,0
14493,0.1232,5.2,3.66,1.0,30,0
14494,0.1621,26.64,2.7,1.0,30,0
14495,0.1859,33.35,29.79,0.3535,30,0
14496,0.0773,0.86,25.69,0.8788,30,0
14497,0.0965,5.57,14.25,0.6734,30,0
14498,0.2677,196.57,11.88,0.2997,30,0
14499,0.201,24.53,45.37,0.3424,30,0
14500,0.1626,27.42,3.89,1.0,30,0
14501,0.178,49.77,8.05,0.6983,30,0
14502,0.1255,12.43,0.5,1.0,30,0
14503,0.1961,31.69,8.13,0.8308,30,0
14504,0.159,28.84,7.27,0.7251,30,0
14505,0.1732,23.26,44.78,0.1994,30,0
14506,0.162,8.28,6.65,1.0,30,0
14507,0.1572,14.98,27.01,0.3643,30,0
14508,0.1062,6.01,21.82,0.5603,30,0
14509,0.1531,12.37,2.39,1.0,30,0
14510,0.0925,3.0,49.34,0.251,30,0
14511,0.1211,4.72,14.95,0.7686,30,0
14512,0.1688,8.68,13.62,0.7764,30,0
14513,0.1126,3.93,0.5,1.0,30,0
14514,0.1664,6.65,18.02,0.7488,30,0
14515,0.1512,10.01,0.86,1.0,30,0
14516,0.154,19.74,3.08,1.0,30,0
14517,0.2413,38.06,1.56,1.0,30,0
14518,0.1252,6.98,7.13,1.0,30,0
14519,0.193,60.47,23.82,0.2385,30,0
14520,0.2415,37.57,18.43,0.5425,30,0
14521,0.1595,22.31,1.69,1.0,30,0
14522,0.1419,14.65,24.03,0.389,30,0
14523,0.1543,17.87,9.27,0.7869,30,0
14524,0.2103,50.63,0.5,1.0,30,0
14525,0.2273,52.89,3.8,1.0,30,0
14526,0.1611,60.46,23.07,0.1941,30,0
14527,0.1705,12.8,19.82,0.5109,30,0
14528,0.1655,23.71,3.13,1.0,30,0
14529,0.2062,61.08,0.58,1.0,30,0
14530,0.1544,5.76,5.25,1.0,30,0
14531,0.139,8.31,23.77,0.5906,30,0
14532,0.1597,12.42,41.8,0.2936,30,0
14533,0.1922,35.86,12.76,0.6292,30,0
14534,0.2092,36.53,1.43,1.0,30,0
14535,0.1713,9.23,10.46,1.0,30,0
14536,0.0281,1.99,100.77,0.2114,30,0
14537,0.1835,16.37,41.87,0.3849,30,0
14538,0.1369,4.05,74.89,0.3611,30,0
14539,0.0885,2.04,18.03,0.8896,30,0
14540,0.0758,2.67,8.33,1.0,30,0
14541,0.1426,18.02,33.54,0.301,30,0
14542,0.2626,62.38,33.83,0.2128,30,0
14543,0.1338,12.76,2.34,1.0,30,0
14544,0.1905,15.7,22.4,0.543,30,0
14545,0.2146,50.37,37.76,0.2719,30,0
14546,0.1168,1.91,34.32,0.5904,30,0
14547,0.1686,22.74,18.41,0.5201,30,0
14548,0.1173,12.01,11.56,0.6461,30,0
14549,0.1772,24.03,22.49,0.4286,30,0
14550,0.0971,6.82,10.89,0.9016,30,0
14551,0.1643,4.57,5.81,1.0,30,0
14552,0.1693,14.42,4.5,1.0,30,0
14553,0.2447,88.15,11.67,0.4258,30,0
14554,0.2069,34.23,9.13,0.7846,30,0
14555,0.1118,6.62,11.15,0.979,30,0
14556,0.083,2.44,4.53,1.0,30,0
14557,0.0715,1.62,13.4,1.0,30,0
14558,0.2521,59.11,16.27,0.4942,30,0
14559,0.081,3.87,24.66,0.5866,30,0
14560,0.1198,8.24,13.37,0.6893,30,0
14561,0.2062,59.47,21.16,0.3113,30,0
14562,0.0591,1.76,2.78,1.0,30,0
14563,0.1925,73.02,1.94,1.0,30,0
14564,0.0837,8.99,2.97,1.0,30,0
14565,0.0583,3.07,28.09,0.4244,30,0
14566,0.1601,9.05,12.18,0.8712,30,0
14567,0.1152,5.12,9.11,1.0,30,0
14568,0.1879,20.68,21.54,0.4434,30,0
14569,0.1072,5.6,1.99,1.0,30,0
14570,0.0563,1.23,0.5,1.0,30,0
14571,0.1717,9.35,5.59,1.0,30,0
14572,0.1159,2.39,4.29,1.0,30,0
14573,0.1786,15.57,5.51,1.0,30,0
14574,0.0971,2.93,54.5,0.3179,30,0
14575,0.1369,6.78,12.58,0.8807,30,0
14576,0.1662,15.17,13.34,0.6617,30,0
14577,0.1365,9.44,15.99,0.6006,30,0
14578,0.1539,16.45,7.61,0.9577,30,0
14579,0.2051,27.56,57.93,0.2909,30,0
14580,0.0685,3.04,54.32,0.3233,30,0
14581,0.1767,11.28,22.0,0.5094,30,0
14582,0.02,0.22,3.57,1.0,30,0
14583,0.1356,16.39,31.83,0.3597,30,0
14584,0.1247,8.49,1.6,1.0,30,0
14585,0.0853,3.74,14.91,0.7931,30,0
14586,0.1536,17.79,9.17,0.7696,30,0
14587,0.1944,49.76,0.6,1.0,30,0
14588,0.1145,6.88,35.14,0.4304,30,0
14589,0.0985,3.92,48.7,0.3142,30,0
14590,0.1566,14.85,35.69,0.3745,30,0
14591,0.1012,2.45,3.21,1.0,30,0
14592,0.1134,5.52,6.07,1.0,30,0
14593,0.2152,52.82,46.76,0.186,30,0
14594,0.1531,13.13,1.69,1.0,30,0
14595,0.0706,1.28,13.13,1.0,30,0
14596,0.0647,1.41,9.97,1.0,30,0
14597,0.1448,14.8,2.47,1.0,30,0
14598,0.173,34.29,32.65,0.2934,30,0
14599,0.0766,1.75,2.16,1.0,30,0
14600,0.1971,20.9,13.47,0.6731,30,0
14601,0.2093,60.12,5.74,0.7902,30,0
14602,0.2266,117.38,8.12,0.4961,30,0
14603,0.1608,18.13,3.56,1.0,30,0
14604,0.1631,22.38,14.7,0.5246,30,0
14605,0.0343,0.94,67.21,0.299,30,0
14606,0.2219,151.37,26.9,0.1965,30,0
14607,0.1175,6.11,17.24,0.5749,30,0
14608,0.1099,3.97,21.18,0.5676,30,0
14609,0.1161,8.97,27.42,0.3894,30,0
14610,0.205,74.74,9.6,0.4631,30,0
14611,0.237,172.37,12.56,0.3796,30,0
14612,0.1283,14.16,33.88,0.3988,30,0
14613,0.1788,40.35,17.86,0.4216,30,0
14614,0.1481,12.83,2.19,1.0,30,0
14615,0.0733,3.51,22.68,0.5094,30,0
14616,0.2181,71.67,0.5,1.0,30,0
14617,0.1061,5.77,28.21,0.4715,30,0
14618,0.2051,76.91,23.29,0.1939,30,0
14619,0.2199,57.87,26.65,0.2521,30,0
14620,0.1667,25.45,0.5,1.0,30,0
14621,0.2284,109.37,53.88,0.224,30,0
14622,0.2831,177.47,14.28,0.37,30,0
14623,0.1232,9.87,24.15,0.4538,30,0
14624,0.1425,4.62,12.54,0.9916,30,0
14625,0.0536,1.3,6.23,1.0,30,0
14626,0.235,180.12,5.27,0.6126,30,0
14627,0.1178,7.19,1.09,1.0,30,0
14628,0.2059,47.56,11.73,0.6028,30,0
14629,0.1395,5.01,2.33,1.0,30,0
14630,0.2398,77.16,12.57,0.4717,30,0
14631,0.1177,5.26,14.71,0.7747,30,0
14632,0.118,2.92,8.75,1.0,30,0
14633,0.1024,9.49,2.55,1.0,30,0
14634,0.1295,6.44,8.5,1.0,30,0
14635,0.1848,24.92,31.64,0.2651,30,0
14636,0.154,11.45,9.19,0.905,30,0
14637,0.1479,25.87,6.29,0.8152,30,0
14638,0.1157,8.59,14.9,0.6576,30,0
14639,0.1147,5.48,14.47,0.7295,30,0
14640,0.1443,6.05,1.42,1.0,30,0
14641,0.2865,141.73,4.05,0.8273,30,0
14642,0.1475,15.96,10.23,0.7105,30,0
14643,0.0286,1.13,6.84,1.0,30,0
14644,0.1413,6.53,5.78,1.0,30,0
14645,0.2069,13.68,8.85,0.9771,30,0
14646,0.2607,111.55,5.14,0.7234,30,0
14647,0.1844,41.86,6.4,0.7857,30,0
14648,0.163,4.03,22.28,0.7063,30,0
14649,0.2798,221.86,10.71,0.2661,30,0
14650,0.1327,11.74,30.94,0.3821,30,0
14651,0.2485,54.36,44.51,0.1451,30,0
14652,0.0772,3.05,38.28,0.3916,30,0
14653,0.0225,0.69,4.39,1.0,30,0
14654,0.0969,2.25,9.61,1.0,30,0
14655,0.02,0.25,11.49,1.0,30,0
14656,0.2521,153.62,28.68,0.1724,30,0
14657,0.1611,15.76,12.28,0.667,30,0
14658,0.1279,4.02,4.37,1.0,30,0
14659,0.1252,20.97,11.9,0.5853,30,0
14660,0.1648,15.29,0.68,1.0,30,0
14661,0.174,25.66,26.95,0.3871,30,0
14662,0.193,52.01,12.52,0.5536,30,0
14663,0.121,8.6,15.82,0.5651,30,0
14664,0.055,4.24,3.36,1.0,30,0
14665,0.1738,32.9,12.25,0.5036,30,0
14666,0.2143,31.91,11.35,0.6524,30,0
14667,0.1715,13.75,14.5,0.6455,30,0
14668,0.2507,166.18,28.2,0.1743,30,0
14669,0.1008,7.2,21.69,0.5811,30,0
14670,0.1232,4.14,11.87,0.9205,30,0
14671,0.1963,20.12,33.58,0.4368,30,0
14672,0.1383,5.42,6.66,1.0,30,0
14673,0.1544,22.08,10.18,0.6952,30,0
14674,0.0927,4.48,15.72,0.7301,30,0
14675,0.1639,7.54,8.72,1.0,30,0
14676,0.2166,117.8,6.73,0.6031,30,0
14677,0.1401,7.49,1.79,1.0,30,0
14678,0.0761,4.67,15.15,0.5444,30,0
14679,0.2002,49.64,3.21,1.0,30,0
14680,0.1113,3.45,2.23,1.0,30,0
14681,0.1161,5.3,3.02,1.0,30,0
14682,0.1882,24.33,17.49,0.416,30,0
14683,0.1705,37.57,2.23,1.0,30,0
14684,0.1922,52.7,56.09,0.2682,30,0
14685,0.1238,4.97,21.32,0.638,30,0
14686,0.1925,24.91,7.48,0.8639,30,0
14687,0.132,6.96,13.49,0.8145,30,0
14688,0.1399,5.89,0.5,1.0,30,0
14689,0.1746,51.62,27.92,0.2491,30,0
14690,0.1143,6.3,4.75,1.0,30,0
14691,0.1998,17.01,1.12,1.0,30,0
14692,0.1831,14.68,21.29,0.5463,30,0
14693,0.1113,3.37,6.0,1.0,30,0
14694,0.1933,38.83,12.57,0.5712,30,0
14695,0.1976,23.86,27.87,0.3383,30,0
14696,0.0632,1.12,22.44,0.8164,30,0
14697,0.133,16.99,6.16,1.0,30,0
14698,0.1328,4.82,30.45,0.4698,30,0
14699,0.1853,45.44,7.39,0.6968,30,0
14700,0.0958,2.15,10.4,1.0,30,0
14701,0.1006,7.94,14.22,0.7703,30,0
14702,0.1994,18.81,1.1,1.0,30,0
14703,0.1471,13.0,13.64,0.693,30,0
14704,0.1644,30.43,12.92,0.462,30,0
14705,0.0633,1.97,31.01,0.5989,30,0
14706,0.2226,88.44,6.55,0.671,30,0
14707,0.1751,22.88,4.16,1.0,30,0
14708,0.2416,62.28,9.71,0.6051,30,0
14709,0.1934,34.78,17.44,0.3953,30,0
14710,0.106,12.01,12.38,0.654,30,0
14711,0.0638,2.61,2.23,1.0,30,0
14712,0.1781,6.19,6.41,1.0,30,0
14713,0.229,82.06,0.99,1.0,30,0
14714,0.2355,64.23,20.17,0.3642,30,0
14715,0.1141,5.79,32.18,0.4928,30,0
14716,0.02,0.41,0.7,1.0,30,0
14717,0.1302,9.44,11.18,0.8346,30,0
14718,0.1388,8.63,12.52,0.8162,30,0
14719,0.1288,9.03,8.67,0.8684,30,0
14720,0.2137,22.97,10.48,0.8032,30,0
14721,0.1797,34.86,18.59,0.3872,30,0
14722,0.1764,39.98,9.92,0.5631,30,0
14723,0.1876,20.8,37.82,0.2768,30,0
14724,0.0822,1.4,11.68,1.0,30,0
14725,0.1342,8.09,1.12,1.0,30,0
14726,0.2486,193.43,45.97,0.1665,30,0
14727,0.1299,19.09,2.38,1.0,30,0
14728,0.1921,18.94,23.02,0.5965,30,0
14729,0.1846,18.75,11.23,0.72,30,0
14730,0.1611,20.05,20.26,0.4219,30,0
14731,0.0368,0.7,10.81,1.0,30,0
14732,0.134,9.14,0.91,1.0,30,0
14733,0.1808,11.64,7.05,1.0,30,0
14734,0.1908,56.7,14.54,0.3818,30,0
14735,0.1399,12.9,14.87,0.6083,30,0
14736,0.0566,1.69,54.2,0.4563,30,0
14737,0.1768,20.41,13.98,0.6211,30,0
14738,0.1125,4.64,5.06,1.0,30,0
14739,0.0956,2.83,0.67,1.0,30,0
14740,0.0923,4.48,23.3,0.5102,30,0
14741,0.2057,23.36,33.01,0.2737,30,0
14742,0.2013,55.18,14.26,0.49,30,0
14743,0.1969,21.75,9.88,0.8028,30,0
14744,0.2431,26.01,29.6,0.3973,30,0
14745,0.1552,21.49,4.12,1.0,30,0
14746,0.1617,13.76,7.63,0.9747,30,0
14747,0.1808,28.12,10.63,0.665,30,0
14748,0.0745,0.67,0.76,1.0,30,0
14749,0.1497,13.92,17.5,0.5703,30,0
14750,0.1048,3.48,3.13,1.0,30,0
14751,0.2104,49.18,6.08,0.7755,30,0
14752,0.1409,10.21,8.03,1.0,30,0
14753,0.1666,12.64,15.26,0.6334,30,0
14754,0.0796,2.0,1.02,1.0,30,0
14755,0.2084,41.27,6.25,0.8083,30,0
14756,0.1844,25.86,4.81,1.0,30,0
14757,0.1646,23.77,0.5,1.0,30,0
14758,0.1056,4.59,17.65,0.5734,30,0
14759,0.124,4.81,4.04,1.0,30,0
14760,0.1718,15.93,2.73,1.0,30,0
14761,0.1416,5.29,23.99,0.626,30,0
14762,0.2081,20.53,0.6,1.0,30,0
14763,0.0359,0.91,34.57,0.4868,30,0
14764,0.1293,6.79,17.42,0.6708,30,0
14765,0.2324,105.23,2.83,1.0,30,0
14766,0.1489,20.64,6.46,0.9903,30,0
14767,0.1693,14.88,44.93,0.2578,30,0
14768,0.2608,131.93,14.47,0.4104,30,0
14769,0.02,0.74,14.07,0.8816,30,0
14770,0.1034,4.58,15.88,0.7297,30,0
14771,0.1213,7.53,9.32,0.9573,30,0
14772,0.161,34.12,2.75,1.0,30,0
14773,0.1913,34.84,2.45,1.0,30,0
14774,0.0855,4.31,17.44,0.7243,30,0
14775,0.2011,40.35,32.3,0.2504,30,0
14776,0.136,7.51,5.35,1.0,30,0
14777,0.216,52.14,10.5,0.5529,30,0
14778,0.1093,3.53,72.88,0.3141,30,0
14779,0.1747,10.51,4.46,1.0,30,0
14780,0.1103,6.77,7.42,1.0,30,0
14781,0.1855,43.26,6.78,0.7642,30,0
14782,0.138,6.51,0.5,1.0,30,0
14783,0.1453,11.58,10.69,0.8301,30,0
14784,0.1968,22.38,3.51,1.0,30,0
14785,0.1874,23.44,2.06,1.0,30,0
14786,0.2309,35.32,18.59,0.4338,30,0
14787,0.1583,15.7,21.77,0.5118,30,0
14788,0.1003,7.38,32.96,0.4786,30,0
14789,0.14,8.01,40.8,0.4404,30,0
14790,0.1498,12.56,30.5,0.3455,30,0
14791,0.1727,16.44,1.96,1.0,30,0
14792,0.1562,10.21,3.8,1.0,30,0
14793,0.1402,12.47,1.96,1.0,30,0
14794,0.057,1.97,6.54,1.0,30,0
14795,0.1791,27.14,1.99,1.0,30,0
14796,0.1111,15.14,15.89,0.5191,30,0
14797,0.1997,40.54,18.92,0.3813,30,0
14798,0.1419,12.18,2.61,1.0,30,0
14799,0.0838,1.51,14.58,1.0,30,0
14800,0.0931,7.92,0.5,1.0,30,0
14801,0.1405,9.58,8.55,0.9729,30,0
14802,0.2172,29.71,5.04,1.0,30,0
14803,0.0641,1.02,97.48,0.2159,30,0
14804,0.1716,12.8,38.42,0.3583,30,0
14805,0.1815,22.57,2.39,1.0,30,0
14806,0.085,5.51,37.4,0.3475,30,0
14807,0.1569,13.32,8.14,0.8661,30,0
14808,0.1281,5.74,12.89,0.8682,30,0
14809,0.0934,5.08,11.45,0.9297,30,0
14810,0.1279,7.46,19.43,0.6094,30,0
14811,0.0579,5.19,6.12,1.0,30,0
14812,0.1761,27.67,1.08,1.0,30,0
14813,0.106,5.04,8.11,1.0,30,0
14814,0.1347,4.12,11.8,1.0,30,0
14815,0.2228,101.65,12.14,0.3887,30,0
14816,0.1908,38.59,23.6,0.3189,30,0
14817,0.0591,1.3,0.68,1.0,30,0
14818,0.1015,4.87,66.46,0.2888,30,0
14819,0.176,16.3,69.95,0.2223,30,0
14820,0.1257,17.97,1.56,1.0,30,0
14821,0.1012,2.04,6.32,1.0,30,0
14822,0.2054,48.92,13.39,0.45,30,0
14823,0.2156,32.79,7.01,0.8771,30,0
14824,0.1182,21.72,10.03,0.6652,30,0
14825,0.1664,62.06,5.92,0.7895,30,0
14826,0.1659,20.96,18.68,0.4355,30,0
14827,0.1817,20.87,6.79,1.0,30,0
14828,0.2137,78.98,8.43,0.4814,30,0
14829,0.2145,45.67,12.87,0.5319,30,0
14830,0.1292,4.44,52.2,0.2958,30,0
14831,0.1937,26.05,15.4,0.4705,30,0
14832,0.1202,5.49,1.53,1.0,30,0
14833,0.1761,22.31,5.76,1.0,30,0
14834,0.1606,21.58,8.16,0.7962,30,0
14835,0.0825,2.32,20.22,0.678,30,0
14836,0.1237,10.53,8.88,0.9123,30,0
14837,0.147,16.75,16.14,0.549,30,0
14838,0.1393,7.22,27.44,0.5334,30,0
14839,0.1558,17.77,1.65,1.0,30,0
14840,0.1739,32.04,21.77,0.4111,30,0
14841,0.1575,11.74,20.53,0.5073,30,0
14842,0.1684,15.95,25.7,0.4394,30,0
14843,0.2121,64.08,46.88,0.1902,30,0
14844,0.1697,21.5,5.56,1.0,30,0
14845,0.168,15.5,8.41,0.882,30,0
14846,0.1234,3.86,4.57,1.0,30,0
14847,0.1862,27.25,5.94,0.9491,30,0
14848,0.142,18.1,6.0,0.9689,30,0
14849,0.2072,56.85,30.58,0.2855,30,0
14850,0.1441,12.89,0.97,1.0,30,0
14851,0.0418,1.38,3.4,1.0,30,0
14852,0.0784,1.58,14.15,1.0,30,0
14853,0.1968,29.45,21.73,0.395,30,0
14854,0.1372,6.15,17.93,0.614,30,0
14855,0.1511,20.58,0.72,1.0,30,0
14856,0.1586,13.97,9.07,0.8888,30,0
14857,0.1419,9.97,3.06,1.0,30,0
14858,0.1515,10.85,66.52,0.2286,30,0
14859,0.1111,4.31,102.08,0.1754,30,0
14860,0.149,11.95,0.78,1.0,30,0
14861,0.1193,6.04,16.53,0.6635,30,0
14862,0.1543,7.79,25.15,0.4928,30,0
14863,0.1172,8.26,5.89,1.0,30,0
14864,0.1357,9.28,17.74,0.6546,30,0
14865,0.2159,36.84,3.12,1.0,30,0
14866,0.1275,10.43,2.05,1.0,30,0
14867,0.1839,41.61,38.91,0.3458,30,0
14868,0.2385,77.12,15.43,0.3544,30,0
14869,0.1626,33.99,25.47,0.2465,30,0
14870,0.1889,23.14,11.41,0.7115,30,0
14871,0.1559,18.03,2.52,1.0,30,0
14872,0.1997,34.41,7.09,0.7948,30,0
