x_km,y_km,thickness_ft,fault_density,lateral_ft,proppant_lbft,eur_mboe
1.2,5.56,51.5,0.2,6267.0,1169.0,230.4
16.69,5.2,40.6,0.642,9448.0,1104.0,257.3
3.12,4.94,58.9,0.2,9017.0,2464.0,472.8
10.7,3.75,51.4,0.305,8390.0,1221.0,413.9
18.31,3.91,40.2,0.371,10180.0,1626.0,311.0
11.35,8.25,46.8,0.58,9705.0,1976.0,295.5
7.94,0.49,51.2,0.202,9008.0,1339.0,347.4
8.9,8.18,53.5,0.301,8989.0,1360.0,409.7
1.26,2.41,49.5,0.2,8973.0,1746.0,385.4
19.38,4.61,40.1,0.346,8151.0,1577.0,280.7
6.21,1.76,57.6,0.201,7784.0,2083.0,272.6
3.79,6.63,59.4,0.201,9258.0,1120.0,214.1
5.72,8.75,55.6,0.206,8663.0,1782.0,469.0
19.29,4.26,40.1,0.332,7940.0,1279.0,238.0
1.89,1.96,50.5,0.2,5760.0,1971.0,246.1
17.35,2.72,40.3,0.325,9212.0,1186.0,279.4
14.16,9.82,41.3,0.84,8876.0,1316.0,521.0
16.6,3.21,40.5,0.394,7053.0,2286.0,349.3
19.52,9.3,40.0,0.434,7138.0,1376.0,260.3
16.84,3.97,40.5,0.469,6480.0,2179.0,166.0
18.87,2.26,40.1,0.256,10771.0,1437.0,243.9
2.54,8.73,50.6,0.2,10161.0,1376.0,215.4
15.92,5.62,40.9,0.758,8366.0,1479.0,289.2
10.91,0.38,45.5,0.213,7410.0,2409.0,364.6
10.87,11.52,42.8,0.356,9421.0,1635.0,384.6
17.98,1.77,40.1,0.257,8166.0,1390.0,264.2
19.44,4.24,40.1,0.322,10855.0,1859.0,301.7
14.1,4.62,42.8,0.605,5331.0,1617.0,141.5
9.66,5.87,55.6,0.328,5206.0,2264.0,211.3
9.13,9.43,49.4,0.305,8412.0,2585.0,341.0
7.73,0.07,50.1,0.201,6220.0,1843.0,210.2
7.23,11.19,46.6,0.216,8626.0,1723.0,428.2
7.83,7.75,57.4,0.246,9689.0,1549.0,294.5
1.8,11.41,43.5,0.2,5829.0,2557.0,226.9
1.55,9.81,46.0,0.2,7644.0,1773.0,186.2
15.6,11.13,40.3,0.654,9132.0,1285.0,255.1
8.92,7.21,56.0,0.299,10003.0,2551.0,459.4
18.61,4.29,40.1,0.38,7978.0,2537.0,246.5
12.24,5.31,46.8,0.552,6237.0,1697.0,161.2
0.7,7.9,47.4,0.2,8515.0,1557.0,292.6
3.15,5.12,59.1,0.2,7727.0,2089.0,335.7
4.12,8.78,53.8,0.201,9632.0,2326.0,410.2
19.51,1.1,40.0,0.218,8333.0,1798.0,378.6
4.37,9.96,50.1,0.201,6677.0,1529.0,261.3
10.32,2.45,50.8,0.243,9526.0,1482.0,374.9
18.72,11.33,40.0,0.4,8106.0,1523.0,201.1
19.54,1.87,40.0,0.231,6065.0,1189.0,144.8
4.73,1.55,55.9,0.2,8378.0,2246.0,385.3
0.98,9.74,45.1,0.2,10690.0,1168.0,492.9
3.07,9.82,48.6,0.2,9233.0,1637.0,307.9
1.27,8.87,47.2,0.2,6793.0,2336.0,300.6
3.9,11.53,45.2,0.2,9265.0,1647.0,258.6
11.37,3.25,48.6,0.31,6696.0,1472.0,123.9
18.25,9.92,40.1,0.563,8256.0,2517.0,206.9
10.74,4.22,51.6,0.332,8160.0,1202.0,494.5
12.52,6.45,45.7,0.697,6484.0,2416.0,306.5
4.04,5.35,61.9,0.201,7087.0,1099.0,402.7
16.01,0.07,40.4,0.223,10653.0,1662.0,282.9
12.36,6.89,45.8,0.707,6504.0,2011.0,91.8
17.28,8.97,40.2,0.768,9806.0,1592.0,161.6
18.98,2.09,40.1,0.248,9004.0,1855.0,296.9
6.96,11.18,46.8,0.213,8196.0,1326.0,277.0
1.81,6.36,53.1,0.2,5825.0,1910.0,259.1
4.52,2.14,57.7,0.2,6227.0,1215.0,228.9
8.76,7.75,55.1,0.291,6074.0,2274.0,362.5
18.91,2.3,40.1,0.256,8521.0,1934.0,237.2
7.57,0.76,52.7,0.202,10840.0,1771.0,437.8
15.42,8.22,40.9,0.99,10263.0,1087.0,250.0
10.81,1.33,47.4,0.225,5152.0,1800.0,189.9
3.66,1.27,53.1,0.2,6642.0,1902.0,242.3
6.41,8.88,55.1,0.213,5944.0,1425.0,226.1
13.06,0.66,42.5,0.233,10854.0,2084.0,518.6
13.46,9.72,41.9,0.795,6414.0,1123.0,266.6
8.7,9.55,49.8,0.277,6208.0,1334.0,281.1
4.57,1.7,56.2,0.2,8725.0,2180.0,341.0
14.44,6.22,42.2,0.859,8337.0,1236.0,111.6
3.38,1.16,52.2,0.2,6355.0,1393.0,303.5
18.73,7.59,40.1,0.565,9022.0,2041.0,363.7
3.76,0.76,51.6,0.2,5582.0,2166.0,261.8
2.15,11.33,44.0,0.2,5116.0,1082.0,147.8
9.95,2.49,52.0,0.236,5494.0,1203.0,151.1
10.39,8.19,49.4,0.445,7189.0,1714.0,339.9
10.16,1.54,49.4,0.221,10850.0,1948.0,508.1
8.73,2.52,55.9,0.217,8283.0,1726.0,303.7
19.9,5.41,40.0,0.346,9528.0,2035.0,239.5
9.73,6.88,54.0,0.359,6929.0,2210.0,428.0
9.56,11.99,43.2,0.264,9316.0,2519.0,291.4
8.44,0.31,49.9,0.203,10797.0,1560.0,528.0
1.34,0.0,45.3,0.2,7147.0,1261.0,220.6
11.86,4.2,47.8,0.408,10994.0,1423.0,304.9
4.56,4.39,63.0,0.201,8830.0,1237.0,372.6
12.75,10.61,41.9,0.614,9492.0,1631.0,234.0
1.02,10.95,43.4,0.2,6513.0,2396.0,312.9
19.63,10.57,40.0,0.369,8859.0,1555.0,312.3
9.38,1.72,51.9,0.215,8066.0,1238.0,351.7
17.94,4.95,40.2,0.495,10738.0,1836.0,319.6
9.51,8.95,49.9,0.343,10428.0,2587.0,376.8
1.21,3.75,51.0,0.2,7380.0,1301.0,263.2
16.44,7.96,40.5,0.912,10681.0,2245.0,248.2
12.96,2.85,44.3,0.345,10309.0,2317.0,516.5
15.64,3.88,41.1,0.505,8542.0,1642.0,337.1
8.56,10.33,47.8,0.259,5493.0,1991.0,219.8
12.76,3.01,44.8,0.351,5965.0,1692.0,165.1
17.12,11.57,40.1,0.506,5461.0,1420.0,258.7
12.62,3.68,45.5,0.407,5648.0,1682.0,208.5
6.95,0.28,51.6,0.201,10862.0,1152.0,338.9
13.25,3.06,43.8,0.374,6273.0,2131.0,345.1
13.44,2.05,43.0,0.298,9145.0,2327.0,282.3
19.21,6.08,40.1,0.443,8819.0,1492.0,219.8
7.42,1.35,55.0,0.203,8787.0,1906.0,356.7
8.5,7.51,56.4,0.276,6240.0,1371.0,190.9
16.24,10.5,40.3,0.719,8476.0,1204.0,235.5
10.12,4.35,54.0,0.301,8753.0,2062.0,309.3
14.73,2.02,41.5,0.309,8422.0,1215.0,199.5
9.19,4.8,57.8,0.27,6117.0,2251.0,263.1
4.31,9.43,51.8,0.201,9338.0,1435.0,297.9
14.9,7.1,41.5,0.964,5439.0,2310.0,120.5
2.62,1.21,50.6,0.2,8547.0,1590.0,331.0
3.97,6.45,60.3,0.201,7618.0,1590.0,332.5
12.54,5.62,45.9,0.617,6502.0,2201.0,245.3
14.95,3.93,41.7,0.518,9844.0,1816.0,610.6
17.89,1.32,40.1,0.242,6055.0,1322.0,171.1
5.45,11.77,45.4,0.202,10598.0,2361.0,434.2
2.21,2.11,51.7,0.2,10307.0,1544.0,426.8
19.12,2.31,40.1,0.252,7164.0,1164.0,190.2
3.09,1.75,53.2,0.2,6831.0,1666.0,297.4
3.95,6.84,59.4,0.201,5825.0,1918.0,292.1
5.83,5.32,64.9,0.205,10498.0,1976.0,534.9
10.59,2.99,50.8,0.267,8765.0,2337.0,321.4
17.66,5.15,40.3,0.545,5191.0,1866.0,143.5
15.21,8.08,41.1,0.998,8066.0,1358.0,204.4
14.16,3.38,42.5,0.435,5515.0,1419.0,98.4
3.5,10.98,46.2,0.2,8443.0,1161.0,342.2
7.15,3.68,62.6,0.209,8054.0,2177.0,637.7
9.57,2.38,53.0,0.227,5497.0,1170.0,214.9
2.95,11.45,44.6,0.2,9895.0,1969.0,383.4
5.47,9.73,51.8,0.204,6574.0,1955.0,347.8
6.17,4.12,64.3,0.205,8249.0,2257.0,338.8
2.55,10.1,47.1,0.2,8834.0,1119.0,319.5
11.0,6.23,50.3,0.477,10774.0,1325.0,298.0
14.1,4.16,42.7,0.537,7963.0,2455.0,583.6
1.4,10.08,45.2,0.2,10504.0,1916.0,341.9
9.62,9.03,49.4,0.351,7129.0,1732.0,337.3
15.64,3.57,41.1,0.463,10145.0,2196.0,298.9
14.96,7.28,41.4,0.977,6415.0,2444.0,617.9
16.3,4.43,40.7,0.559,9245.0,1421.0,206.9
8.96,0.01,48.1,0.203,5532.0,2442.0,309.6
16.41,11.54,40.2,0.557,10916.0,1174.0,318.3
4.82,6.6,61.9,0.202,10724.0,2564.0,592.0
7.22,7.18,60.3,0.227,7653.0,1264.0,331.4
3.53,7.2,57.4,0.201,8144.0,1426.0,290.4
9.35,6.61,55.8,0.322,8587.0,1155.0,163.5
7.84,3.48,60.7,0.215,6650.0,2286.0,435.2
4.82,11.66,45.4,0.201,9047.0,2575.0,318.6
15.04,7.46,41.3,0.987,9191.0,1475.0,416.9
6.28,8.05,58.3,0.212,8150.0,1521.0,368.7
5.46,5.46,64.6,0.204,5886.0,1446.0,365.9
2.62,3.45,55.8,0.2,10515.0,1248.0,441.0
8.78,0.77,50.7,0.205,5690.0,2260.0,158.2
6.06,4.2,64.5,0.204,8775.0,1097.0,406.6
7.39,2.11,57.8,0.205,5619.0,2548.0,283.4
4.72,7.95,57.7,0.202,5877.0,2484.0,391.8
15.26,10.55,40.5,0.756,5123.0,1190.0,176.1
18.6,3.63,40.1,0.335,7180.0,1847.0,260.5
9.96,3.99,54.3,0.28,8837.0,2589.0,383.0
12.86,8.04,43.8,0.82,8129.0,2364.0,183.8
17.34,1.79,40.2,0.269,9047.0,2144.0,261.8
19.98,11.15,40.0,0.316,9050.0,1036.0,143.2
12.27,4.37,46.7,0.454,5841.0,1109.0,152.8
17.8,1.21,40.2,0.24,5344.0,2270.0,142.0
18.17,2.1,40.1,0.266,8752.0,1602.0,184.1
15.83,11.19,40.3,0.637,8919.0,2069.0,277.0
9.22,2.97,55.4,0.231,8340.0,2183.0,420.7
1.62,7.95,49.9,0.2,6475.0,1675.0,252.0
0.32,1.87,46.1,0.2,9865.0,1229.0,267.3
9.54,2.33,53.0,0.226,5454.0,1619.0,190.1
9.89,10.55,45.4,0.33,8794.0,2394.0,302.8
8.15,1.78,55.2,0.207,5722.0,1530.0,208.7
11.36,0.23,44.5,0.213,8927.0,1100.0,248.6
11.04,6.01,50.3,0.469,7506.0,2535.0,202.6
16.73,10.35,40.2,0.698,9309.0,2089.0,356.9
2.17,3.91,54.8,0.2,5313.0,1865.0,220.7
4.5,1.54,55.6,0.2,8330.0,2327.0,417.2
15.86,11.79,40.2,0.546,5869.0,1658.0,238.2
16.96,8.12,40.3,0.846,9094.0,2576.0,325.3
19.9,10.21,40.0,0.361,5720.0,2372.0,249.1
17.46,9.03,40.2,0.739,5441.0,1449.0,67.6
17.8,8.38,40.2,0.714,9279.0,1594.0,203.1
6.29,4.61,64.8,0.206,5381.0,1441.0,335.1
8.03,3.89,60.9,0.221,6347.0,2055.0,361.9
5.36,8.6,56.0,0.204,9948.0,2023.0,617.4
12.13,8.6,44.6,0.696,9858.0,1836.0,583.0
18.78,11.41,40.0,0.39,10125.0,2545.0,354.2
6.89,6.82,61.8,0.219,6957.0,1756.0,320.3
11.14,3.54,49.6,0.316,8168.0,2254.0,263.1
5.93,5.87,64.4,0.206,9640.0,2053.0,439.0
3.4,7.36,56.6,0.2,5822.0,1829.0,251.3
3.9,5.12,61.6,0.201,9346.0,1067.0,319.1
1.16,9.49,45.8,0.2,5585.0,2052.0,185.6
18.99,7.02,40.1,0.514,10480.0,2028.0,345.7
8.06,0.11,49.8,0.202,8824.0,1200.0,402.6
16.68,6.84,40.5,0.834,7960.0,2273.0,366.4
13.63,7.6,42.9,0.914,7908.0,1747.0,198.5
3.84,10.98,46.5,0.2,6088.0,1519.0,265.1
3.51,4.96,60.3,0.2,7076.0,2318.0,394.7
16.24,6.89,40.7,0.886,9363.0,1549.0,237.1
5.29,5.7,64.2,0.203,8246.0,1995.0,412.1
18.27,6.38,40.2,0.582,8176.0,1989.0,229.5
2.8,0.81,49.9,0.2,6171.0,1084.0,238.1
13.55,10.77,41.2,0.665,9142.0,1677.0,270.1
16.29,10.92,40.2,0.653,7352.0,1356.0,149.5
4.71,6.58,61.8,0.202,6097.0,1319.0,236.1
5.52,6.68,62.6,0.205,10663.0,2048.0,540.0
19.29,0.69,40.0,0.215,8041.0,1018.0,221.1
5.29,7.18,61.0,0.204,8168.0,2551.0,406.3
8.6,5.15,59.9,0.252,10888.0,1633.0,355.5
8.65,8.51,53.1,0.284,7198.0,1478.0,369.2
5.06,0.57,52.6,0.2,10658.0,2472.0,559.5
15.52,8.53,40.8,0.976,9170.0,1779.0,92.8
15.44,3.44,41.2,0.45,8799.0,1983.0,402.8
7.57,7.82,57.7,0.237,6407.0,2113.0,300.0
16.7,7.53,40.4,0.873,5311.0,2394.0,194.0
4.26,2.72,59.0,0.2,7627.0,1208.0,381.1
0.09,5.29,47.8,0.2,5061.0,1131.0,240.2
11.42,10.03,44.0,0.513,5426.0,2590.0,295.3
19.88,7.27,40.0,0.407,8572.0,1014.0,221.0
0.77,0.82,45.6,0.2,9347.0,2133.0,258.5
4.16,5.31,62.3,0.201,6008.0,1978.0,212.2
10.38,3.74,52.5,0.289,9395.0,1884.0,452.1
16.2,7.7,40.6,0.935,10698.0,2257.0,574.3
1.78,7.37,51.4,0.2,9459.0,2588.0,351.4
7.9,0.12,50.0,0.202,9708.0,1075.0,285.4
14.94,7.29,41.5,0.978,9204.0,1983.0,198.1
7.43,8.82,54.4,0.232,6348.0,2147.0,261.4
3.78,9.22,51.7,0.201,7165.0,1490.0,337.6
3.91,0.71,51.7,0.2,10696.0,2429.0,466.6
8.2,3.64,60.0,0.221,8967.0,1731.0,380.8
9.59,5.06,56.3,0.297,9734.0,1263.0,656.7
17.24,2.16,40.3,0.291,10812.0,2367.0,246.7
12.85,5.05,45.2,0.581,6389.0,2509.0,297.2
13.81,0.85,41.8,0.243,6930.0,1159.0,156.9
19.66,1.36,40.0,0.221,8869.0,2203.0,278.0
8.24,8.02,55.6,0.263,5146.0,1344.0,222.7
8.07,3.15,59.3,0.215,8427.0,1011.0,369.1
18.47,8.54,40.1,0.604,9852.0,1417.0,230.1
4.92,0.58,52.5,0.2,8663.0,2368.0,353.9
14.6,6.75,41.9,0.927,6772.0,1226.0,154.0
15.09,4.7,41.6,0.636,9345.0,1209.0,159.5
1.96,9.56,47.2,0.2,5876.0,2182.0,275.9
9.36,9.41,49.0,0.323,10369.0,1650.0,379.0
4.01,4.51,61.7,0.2,5605.0,1238.0,273.9
3.71,7.47,57.1,0.201,10181.0,1368.0,383.1
9.28,2.73,54.7,0.228,7987.0,2271.0,350.2
5.79,6.96,61.9,0.207,7572.0,1997.0,478.8
15.92,0.98,40.5,0.249,8004.0,2217.0,332.9
18.15,5.22,40.2,0.499,6201.0,1156.0,256.2
16.05,2.19,40.7,0.315,7746.0,1733.0,259.2
5.32,10.6,48.7,0.203,10098.0,2275.0,512.6
5.48,5.34,64.7,0.204,9806.0,1425.0,398.7
5.09,7.09,61.0,0.203,5978.0,1271.0,253.8
2.7,4.32,57.1,0.2,9041.0,1611.0,472.8
18.88,3.46,40.1,0.311,10141.0,1533.0,339.8
8.04,2.44,57.5,0.21,9919.0,1297.0,354.0
4.49,10.94,47.1,0.201,7554.0,2526.0,254.8
16.93,9.59,40.2,0.764,5289.0,1773.0,148.9
7.98,1.6,54.9,0.205,10587.0,1973.0,382.1
0.7,8.96,45.8,0.2,7375.0,1194.0,321.8
3.24,5.02,59.4,0.2,7166.0,1976.0,402.6
12.79,0.18,42.5,0.22,9557.0,1889.0,262.2
15.66,6.34,41.1,0.87,6584.0,2491.0,136.0
4.22,1.56,55.2,0.2,10008.0,1660.0,339.9
18.35,2.52,40.1,0.281,5456.0,2251.0,171.6
17.02,8.35,40.3,0.833,9444.0,1487.0,222.8
16.97,3.09,40.4,0.369,10795.0,1926.0,422.4
4.55,10.7,47.9,0.201,10975.0,2483.0,352.3
1.01,7.89,48.3,0.2,10543.0,2000.0,603.8
17.35,9.99,40.1,0.673,10225.0,2138.0,208.3
6.12,7.38,60.7,0.21,6673.0,2402.0,270.1
12.38,10.43,42.4,0.594,10800.0,2481.0,626.8
15.2,4.34,41.5,0.579,10567.0,1333.0,424.8
2.57,6.59,55.5,0.2,8206.0,1313.0,302.2
15.62,6.19,41.1,0.853,7412.0,1881.0,258.1
18.77,10.85,40.0,0.432,5656.0,2593.0,230.3
14.57,1.98,41.6,0.306,8544.0,1784.0,274.1
8.82,6.94,56.9,0.29,9203.0,1529.0,271.5
17.53,9.05,40.2,0.727,7424.0,1860.0,81.2
10.55,4.44,52.4,0.332,7436.0,1103.0,204.6
14.9,10.41,40.7,0.779,8440.0,1284.0,451.2
16.41,4.48,40.7,0.559,5167.0,1238.0,271.7
14.99,2.08,41.3,0.314,10747.0,1045.0,246.1
5.76,7.01,61.8,0.207,6739.0,2156.0,292.6
2.36,5.05,56.1,0.2,5845.0,1521.0,268.0
4.77,0.18,51.0,0.2,5033.0,1270.0,209.4
10.06,0.84,48.1,0.212,10141.0,1820.0,405.7
10.11,2.34,51.3,0.236,10179.0,1518.0,211.7
11.65,9.23,44.7,0.595,5572.0,1629.0,559.0
7.9,10.7,47.5,0.232,5913.0,1505.0,272.4
15.74,6.55,41.0,0.89,7687.0,1006.0,163.1
18.26,1.27,40.1,0.236,6114.0,2101.0,180.3
4.93,6.41,62.5,0.202,9415.0,1177.0,460.1
14.73,10.27,40.8,0.799,5348.0,1351.0,184.6
13.56,8.99,42.2,0.875,8298.0,1305.0,223.7
10.46,3.49,51.9,0.282,7297.0,1530.0,308.3
3.77,1.49,54.0,0.2,7790.0,1256.0,281.6
15.9,10.81,40.3,0.693,7549.0,1555.0,243.2
19.21,10.25,40.0,0.425,5919.0,1389.0,210.0
14.44,0.64,41.2,0.239,6322.0,1098.0,189.5
18.36,9.88,40.1,0.551,5389.0,2393.0,207.3
19.68,1.17,40.0,0.218,5692.0,1489.0,232.9
7.04,0.76,53.2,0.201,10867.0,1152.0,262.4
12.76,9.1,43.1,0.766,6679.0,1834.0,152.3
9.48,6.44,55.6,0.328,6842.0,1197.0,259.0
19.73,4.97,40.0,0.339,5763.0,2237.0,167.4
1.88,10.85,44.5,0.2,9531.0,1099.0,246.2
8.25,10.07,49.0,0.25,10545.0,1743.0,487.9
17.51,0.69,40.2,0.229,9739.0,2510.0,314.6
5.68,7.39,60.6,0.206,8676.0,1254.0,244.4
15.76,9.27,40.6,0.909,9879.0,1322.0,194.6
7.66,6.61,60.9,0.236,7425.0,1961.0,367.6
19.6,11.8,40.0,0.311,10157.0,2568.0,335.9
17.67,8.23,40.2,0.737,9791.0,1617.0,321.7
6.03,1.25,55.6,0.201,5010.0,2038.0,270.7
15.4,2.38,41.0,0.337,7927.0,1244.0,209.0
6.74,9.91,51.0,0.215,6588.0,2026.0,220.2
12.13,11.96,41.4,0.412,5517.0,1404.0,149.1
13.17,1.18,42.8,0.25,10077.0,1981.0,285.0
16.59,1.2,40.4,0.253,5048.0,1142.0,137.1
0.49,9.16,45.1,0.2,9381.0,1840.0,364.9
4.4,0.77,52.7,0.2,10929.0,1380.0,411.4
14.24,0.82,41.5,0.244,7892.0,2091.0,315.7
11.27,10.67,43.4,0.449,7227.0,2196.0,227.7
9.91,9.61,47.4,0.365,8635.0,2357.0,492.0
1.1,10.58,44.0,0.2,9828.0,2588.0,414.7
6.97,7.81,58.6,0.222,6442.0,1735.0,306.4
17.3,3.87,40.3,0.431,6504.0,2073.0,253.7
0.62,10.88,43.0,0.2,8643.0,1029.0,203.5
7.93,3.58,60.7,0.217,10639.0,2448.0,340.9
18.9,3.31,40.1,0.301,6791.0,1985.0,191.8
1.02,10.64,43.8,0.2,7261.0,1674.0,282.3
14.99,8.17,41.2,0.999,10960.0,1695.0,292.3
5.15,10.75,48.1,0.202,6057.0,2213.0,248.7
17.33,1.87,40.2,0.273,5462.0,2334.0,163.9
14.92,11.43,40.4,0.616,8539.0,2293.0,134.0
17.71,7.35,40.2,0.719,5146.0,1817.0,281.8
4.32,8.02,56.8,0.201,6083.0,1594.0,259.0
10.63,10.97,43.7,0.369,8733.0,2513.0,283.4
15.59,4.57,41.2,0.608,8957.0,2015.0,214.1
4.91,8.63,55.5,0.203,8063.0,1870.0,446.9
4.61,7.68,58.4,0.202,7302.0,1957.0,410.6
0.54,9.45,44.8,0.2,8457.0,2008.0,248.4
19.17,10.76,40.0,0.399,8860.0,2141.0,378.9
14.2,8.16,41.9,0.971,9821.0,1885.0,254.1
12.71,0.81,43.1,0.234,9757.0,2401.0,302.0
14.88,2.2,41.4,0.323,8989.0,2376.0,282.3
10.63,11.45,43.1,0.343,10365.0,1708.0,258.0
9.52,11.62,43.8,0.273,10028.0,1270.0,211.1
8.99,11.61,44.3,0.252,5799.0,1923.0,253.9
12.81,0.44,42.7,0.226,10740.0,1993.0,328.8
4.03,4.59,61.8,0.201,10350.0,1837.0,533.3
17.76,9.12,40.1,0.689,6926.0,2425.0,252.8
16.24,9.03,40.4,0.893,5121.0,1149.0,171.5
6.99,1.03,54.3,0.202,8624.0,1460.0,221.2
11.57,7.31,47.4,0.606,7631.0,2385.0,215.2
2.82,1.71,52.5,0.2,9497.0,2503.0,466.1
19.45,5.92,40.1,0.41,8148.0,1681.0,166.8
18.06,2.88,40.2,0.311,5459.0,1308.0,175.4
18.44,0.64,40.1,0.22,6468.0,1673.0,152.7
6.64,0.96,54.3,0.201,10295.0,1730.0,405.8
3.38,10.93,46.2,0.2,5226.0,1831.0,279.6
4.24,8.94,53.4,0.201,9420.0,1439.0,404.7
1.8,11.18,43.9,0.2,6752.0,1500.0,154.4
2.4,5.64,56.0,0.2,7716.0,2049.0,415.1
1.43,4.96,52.4,0.2,8186.0,1995.0,488.6
19.8,4.3,40.0,0.304,6500.0,2059.0,417.3
1.48,7.4,50.5,0.2,8912.0,1604.0,357.9
2.65,4.22,56.9,0.2,9161.0,1538.0,283.3
16.55,8.96,40.4,0.866,5510.0,1562.0,191.9
11.6,9.62,44.3,0.565,7244.0,2522.0,457.6
15.49,10.51,40.5,0.756,9466.0,1632.0,233.8
12.62,2.91,45.0,0.339,9330.0,1970.0,411.4
17.64,6.32,40.3,0.664,8268.0,1837.0,174.4
12.77,2.68,44.5,0.326,9666.0,2402.0,379.9
10.44,0.45,46.5,0.211,5646.0,1591.0,126.2
14.25,8.49,41.7,0.965,5709.0,1695.0,106.9
8.95,6.59,57.2,0.294,8945.0,2348.0,417.0
6.92,8.69,55.4,0.221,9160.0,1258.0,311.4
9.35,1.05,50.2,0.209,9887.0,1951.0,291.0
3.39,11.95,44.0,0.2,6086.0,1640.0,191.5
15.93,11.93,40.2,0.523,8101.0,2577.0,299.8
5.21,5.58,64.2,0.203,8965.0,2154.0,454.4
3.07,10.39,47.1,0.2,6342.0,1017.0,200.2
4.93,2.92,60.8,0.201,8102.0,2343.0,480.2
16.84,8.85,40.3,0.837,8831.0,2125.0,221.4
6.6,10.55,48.8,0.211,6287.0,1898.0,331.9
13.72,9.78,41.6,0.813,7253.0,1378.0,128.0
17.13,9.74,40.2,0.726,6298.0,1239.0,354.2
1.55,5.56,52.8,0.2,10418.0,2005.0,520.1
15.3,9.84,40.6,0.86,6421.0,1704.0,158.1
6.15,8.29,57.4,0.21,5725.0,2379.0,281.7
4.33,1.59,55.5,0.2,5211.0,1420.0,232.8
13.78,1.37,42.1,0.264,5270.0,2020.0,219.1
18.2,9.26,40.1,0.615,6150.0,1398.0,253.0
5.9,7.51,60.3,0.208,8649.0,2018.0,315.3
11.38,6.23,49.1,0.524,5106.0,1077.0,193.0
5.8,10.89,47.9,0.205,6720.0,1627.0,163.1
11.09,7.92,48.0,0.541,5349.0,1276.0,170.0
12.44,4.75,46.3,0.509,7422.0,1969.0,416.9
12.21,4.97,46.9,0.511,5291.0,1507.0,119.2
12.47,7.26,45.2,0.744,8645.0,2234.0,154.1
2.7,9.12,49.9,0.2,9131.0,1183.0,308.5
13.87,6.77,42.9,0.885,9388.0,1890.0,515.1
13.5,6.11,43.7,0.778,6346.0,1950.0,240.2
13.65,8.72,42.2,0.902,10211.0,1035.0,96.4
1.48,8.46,48.5,0.2,9142.0,1058.0,198.8
8.94,9.96,48.2,0.284,5340.0,1493.0,203.8
8.18,0.75,51.7,0.203,7645.0,1975.0,251.7
1.73,9.06,47.9,0.2,9607.0,2540.0,396.4
4.45,6.17,62.0,0.201,6865.0,1145.0,300.6
8.82,0.9,50.9,0.206,7289.0,2125.0,280.5
14.86,8.15,41.3,0.998,8778.0,2108.0,629.7
4.74,8.6,55.4,0.202,5333.0,2071.0,291.6
16.59,6.28,40.6,0.79,10802.0,1826.0,483.7
10.92,9.53,45.6,0.478,6047.0,2547.0,321.3
15.21,3.6,41.4,0.473,5160.0,1803.0,164.8
9.45,2.42,53.5,0.226,5032.0,2341.0,239.0
9.98,4.21,54.4,0.289,7397.0,1420.0,267.5
12.39,4.92,46.4,0.524,10306.0,2290.0,450.4
18.56,8.35,40.1,0.593,9919.0,2594.0,250.6
9.84,10.15,46.3,0.341,10472.0,2456.0,595.0
10.57,8.65,48.0,0.463,8203.0,1487.0,217.4
12.04,2.09,45.6,0.271,7692.0,2354.0,310.8
14.75,4.39,41.9,0.587,7315.0,1152.0,179.1
1.44,1.9,49.1,0.2,5279.0,2084.0,209.3
10.31,8.24,49.5,0.435,10457.0,1547.0,642.9
9.63,2.98,54.1,0.24,7977.0,2054.0,315.8
18.43,6.3,40.1,0.554,7730.0,1660.0,200.2
9.87,9.5,47.7,0.364,8091.0,1014.0,199.7
9.37,8.05,52.6,0.337,9765.0,1370.0,342.0
19.24,3.58,40.1,0.299,6347.0,1068.0,164.6
9.01,3.99,57.9,0.245,9259.0,1684.0,306.9
3.62,7.84,55.8,0.201,9265.0,2344.0,391.0
4.34,6.59,61.0,0.201,10097.0,2181.0,546.3
1.9,1.16,48.7,0.2,5052.0,2262.0,275.9
0.01,10.49,42.8,0.2,6022.0,2292.0,230.0
8.64,6.15,59.0,0.27,7826.0,1595.0,343.6
15.38,5.68,41.3,0.788,10103.0,1810.0,240.5
14.67,2.38,41.6,0.338,10791.0,1814.0,282.8
0.64,4.52,49.5,0.2,8569.0,1181.0,232.8
11.4,3.99,49.1,0.36,6273.0,1957.0,168.2
3.09,3.25,57.0,0.2,6108.0,2152.0,263.0
18.82,6.81,40.1,0.528,8837.0,1978.0,351.3
3.35,5.55,59.6,0.2,6260.0,2194.0,298.0
12.53,10.67,42.1,0.584,8319.0,1190.0,193.7
6.52,11.3,46.6,0.208,10009.0,2218.0,343.9
12.83,2.63,44.4,0.324,7339.0,1333.0,305.6
8.25,1.2,53.1,0.205,7271.0,2403.0,279.2
15.19,9.42,40.8,0.913,5217.0,1392.0,165.5
4.61,11.94,44.7,0.201,6525.0,1787.0,230.7
18.12,10.36,40.1,0.542,9189.0,1780.0,266.5
10.0,0.28,47.0,0.207,7162.0,1430.0,256.8
15.12,3.02,41.4,0.401,5950.0,1579.0,189.4
16.99,0.52,40.2,0.229,5635.0,1297.0,196.2
19.98,9.85,40.0,0.367,5570.0,1912.0,182.6
4.48,6.98,60.3,0.202,8955.0,2461.0,640.4
5.74,6.16,63.8,0.206,8676.0,1507.0,398.2
