well,depth_ft,gr,rhob,nphi,dtc,cali,bad
W-4,5427.0,62.7,2.285,0.261,91.9,8.53,0
W-4,5427.5,63.5,2.306,0.253,92.1,8.46,0
W-4,5428.0,68.3,2.323,0.27,92.2,8.54,0
W-4,5428.5,64.0,2.285,0.257,97.2,8.41,0
W-4,5429.0,58.7,2.33,0.256,93.2,8.48,0
W-4,5429.5,65.8,2.36,0.23,90.8,8.49,0
W-4,5430.0,68.5,2.342,0.241,91.5,8.53,0
W-4,5430.5,70.4,2.281,0.256,95.8,8.59,0
W-4,5431.0,72.3,2.346,0.249,91.3,8.51,0
W-4,5431.5,67.2,2.303,0.283,98.9,8.48,0
W-4,5432.0,68.9,2.3,0.256,92.6,8.47,0
W-4,5432.5,67.5,2.34,0.233,90.8,8.54,0
W-4,5433.0,68.7,2.353,0.254,88.8,8.49,0
W-4,5433.5,66.9,2.327,0.262,93.8,8.47,0
W-4,5434.0,68.1,2.314,0.263,93.0,8.55,0
W-4,5434.5,64.8,2.368,0.244,92.2,8.56,0
W-4,5435.0,72.6,2.328,0.257,92.8,8.45,0
W-4,5435.5,59.3,2.372,0.249,89.3,8.43,0
W-4,5436.0,68.4,2.32,0.256,92.5,8.5,0
W-4,5436.5,67.9,2.359,0.216,89.3,8.44,0
W-4,5437.0,68.4,2.305,0.251,93.6,8.44,0
W-4,5437.5,63.6,2.34,0.236,91.2,8.45,0
W-4,5438.0,62.5,2.317,0.269,95.2,8.55,0
W-4,5438.5,69.3,2.339,0.242,90.1,8.53,0
W-4,5439.0,71.4,2.315,0.231,89.7,8.62,0
W-4,5439.5,67.6,2.348,0.24,90.6,8.47,0
W-4,5440.0,68.5,2.322,0.269,93.2,8.57,0
W-4,5440.5,64.1,2.306,0.258,90.5,8.52,0
W-4,5441.0,66.6,2.311,0.267,93.6,8.47,0
W-4,5441.5,68.9,2.296,0.249,96.2,8.49,0
W-4,5442.0,63.6,2.314,0.252,93.2,8.47,0
W-4,5442.5,67.9,2.31,0.255,93.1,8.51,0
W-4,5443.0,59.6,2.312,0.269,91.8,8.55,0
W-4,5443.5,62.8,2.294,0.268,93.6,8.48,0
W-4,5444.0,66.3,2.357,0.231,88.1,8.54,0
W-4,5444.5,70.3,2.343,0.244,92.5,8.56,0
W-4,5445.0,64.4,2.327,0.211,89.8,8.57,0
W-4,5445.5,61.5,2.313,0.277,92.8,8.44,0
W-4,5446.0,70.2,2.268,0.248,94.6,8.5,0
W-4,5446.5,64.2,2.292,0.269,96.7,8.54,0
W-4,5447.0,67.0,2.324,0.247,90.5,8.45,0
W-4,5447.5,64.3,2.31,0.256,92.5,8.43,0
W-4,5448.0,65.6,2.318,0.257,92.9,8.5,0
W-4,5448.5,63.4,2.325,0.248,92.9,8.48,0
W-4,5449.0,71.7,2.348,0.246,91.0,8.49,0
W-4,5449.5,67.7,2.298,0.254,96.6,8.48,0
W-4,5450.0,69.9,2.331,0.243,91.8,8.61,0
W-4,5450.5,61.9,2.335,0.241,95.7,8.48,0
W-4,5451.0,59.2,2.267,0.26,92.0,8.53,0
W-4,5451.5,63.8,2.342,0.244,92.4,8.53,0
W-4,5452.0,72.8,2.333,0.252,92.0,8.42,0
W-4,5452.5,64.5,2.327,0.261,95.8,8.57,0
W-4,5453.0,69.0,2.344,0.253,92.9,8.53,0
W-4,5453.5,62.5,2.302,0.266,89.8,8.51,0
W-4,5454.0,62.6,2.324,0.268,93.7,8.55,0
W-4,5454.5,64.9,2.32,0.258,93.2,8.5,0
W-4,5455.0,70.7,2.338,0.251,92.2,8.54,0
W-4,5455.5,67.4,2.336,0.26,88.8,8.41,0
W-4,5456.0,57.5,2.3,0.249,95.2,8.54,0
W-4,5456.5,65.3,2.297,0.28,94.4,8.51,0
W-4,5457.0,60.1,2.302,0.277,92.5,8.51,0
W-4,5457.5,61.7,2.309,0.263,94.0,8.46,0
W-4,5458.0,65.2,2.321,0.266,91.4,8.49,0
W-4,5458.5,68.0,2.36,0.246,89.9,8.49,0
W-4,5459.0,67.7,2.33,0.247,92.4,8.44,0
W-4,5459.5,65.6,2.366,0.228,90.1,8.52,0
W-4,5460.0,65.8,2.323,0.262,91.2,8.58,0
W-4,5460.5,68.5,2.302,0.262,97.3,8.43,0
W-4,5461.0,60.1,2.341,0.279,90.4,8.52,0
W-4,5461.5,70.8,2.326,0.256,92.9,8.48,0
W-4,5462.0,62.8,2.343,0.242,91.2,8.47,0
W-4,5462.5,65.2,2.328,0.237,93.0,8.5,0
W-4,5463.0,62.5,2.303,0.257,93.9,8.5,0
W-4,5463.5,60.2,2.322,0.228,87.7,8.51,0
W-4,5464.0,65.0,2.283,0.274,93.7,8.44,0
W-4,5464.5,63.7,2.242,0.257,99.1,8.55,0
W-4,5465.0,62.5,2.279,0.286,98.1,8.5,0
W-4,5465.5,62.3,2.31,0.248,92.7,8.53,0
W-4,5466.0,67.5,2.331,0.233,89.1,8.56,0
W-4,5466.5,69.7,2.32,0.248,91.5,8.4,0
W-4,5467.0,67.0,2.31,0.248,91.8,8.53,0
W-4,5467.5,64.8,2.299,0.265,96.3,8.49,0
W-4,5468.0,59.5,2.296,0.282,94.7,8.55,0
W-4,5468.5,66.4,2.334,0.244,88.6,8.46,0
W-4,5469.0,66.2,2.304,0.268,94.9,8.55,0
W-4,5469.5,66.2,2.305,0.264,95.7,8.45,0
W-4,5470.0,59.9,2.307,0.255,91.2,8.52,0
W-4,5470.5,65.9,2.302,0.236,93.6,8.51,0
W-4,5471.0,68.2,2.306,0.266,93.4,8.49,0
W-4,5471.5,60.9,2.296,0.254,93.7,8.45,0
W-4,5472.0,66.0,2.324,0.275,92.8,8.48,0
W-4,5472.5,62.0,2.311,0.258,92.8,8.55,0
W-4,5473.0,64.5,2.311,0.266,94.8,8.57,0
W-4,5473.5,61.6,2.331,0.254,89.6,8.6,0
W-4,5474.0,63.2,2.323,0.262,92.4,8.53,0
W-4,5474.5,63.2,2.352,0.216,90.2,8.51,0
W-4,5475.0,65.2,2.301,0.26,93.3,8.52,0
W-4,5475.5,66.5,2.324,0.244,93.1,8.6,0
W-4,5476.0,67.6,2.301,0.235,92.3,8.53,0
W-4,5476.5,61.9,2.335,0.232,88.8,8.5,0
W-4,5477.0,65.0,2.311,0.269,91.7,8.49,0
W-4,5477.5,60.2,2.318,0.255,90.2,8.49,0
W-4,5478.0,63.4,2.288,0.267,93.2,8.52,0
W-4,5478.5,64.0,2.302,0.274,92.0,8.46,0
W-4,5479.0,60.8,2.347,0.247,93.3,8.47,0
W-4,5479.5,64.7,2.301,0.268,92.0,8.5,0
W-4,5480.0,63.1,2.334,0.249,91.4,8.48,0
W-4,5480.5,64.7,2.392,0.229,89.6,8.53,0
W-4,5481.0,68.0,2.288,0.269,97.2,8.53,0
W-4,5481.5,62.9,2.3,0.262,91.6,8.51,0
W-4,5482.0,67.2,2.292,0.252,94.2,8.52,0
W-4,5482.5,69.2,2.32,0.244,91.7,8.51,0
W-4,5483.0,68.9,2.344,0.257,94.4,8.31,0
W-4,5483.5,64.6,2.33,0.245,92.3,8.46,0
W-4,5484.0,61.9,2.325,0.251,94.2,8.54,0
W-4,5484.5,62.4,2.321,0.283,96.5,8.46,0
W-4,5485.0,59.9,2.315,0.277,94.1,8.54,0
W-4,5485.5,66.8,2.317,0.249,93.5,8.55,0
W-4,5486.0,67.2,2.324,0.242,93.5,8.49,0
W-4,5486.5,65.8,2.352,0.218,91.7,8.47,0
W-4,5487.0,60.7,2.276,0.28,94.0,8.5,0
W-4,5487.5,63.7,2.342,0.253,88.6,8.5,0
W-4,5488.0,69.8,2.342,0.248,90.3,8.53,0
W-4,5488.5,67.2,2.331,0.227,93.1,8.38,0
W-4,5489.0,67.4,2.287,0.284,98.3,8.46,0
W-4,5489.5,74.1,2.309,0.257,96.2,8.45,0
W-4,5490.0,65.2,2.338,0.246,91.2,8.37,0
W-4,5490.5,58.0,2.31,0.287,95.1,8.48,0
W-4,5491.0,61.4,2.316,0.269,94.5,8.43,0
W-4,5491.5,65.2,2.313,0.264,93.1,8.48,0
W-4,5492.0,64.3,2.3,0.262,93.6,8.48,0
W-4,5492.5,63.8,2.327,0.259,90.6,8.52,0
W-4,5493.0,63.9,2.307,0.247,92.8,8.49,0
W-4,5493.5,61.6,2.346,0.242,89.8,8.42,0
W-4,5494.0,65.1,2.276,0.269,97.2,8.52,0
W-4,5494.5,67.8,2.332,0.239,93.9,8.62,0
W-4,5495.0,68.1,2.35,0.25,90.9,8.55,0
W-4,5495.5,68.3,2.315,0.222,95.1,8.53,0
W-4,5496.0,60.3,2.322,0.242,92.3,8.49,0
W-4,5496.5,63.4,2.326,0.252,92.9,8.48,0
W-4,5497.0,62.3,2.31,0.279,94.2,8.47,0
W-4,5497.5,65.3,2.31,0.272,93.0,8.51,0
W-4,5498.0,63.6,2.35,0.222,88.5,8.44,0
W-4,5498.5,63.9,2.298,0.247,94.0,8.51,0
W-4,5499.0,69.3,2.34,0.252,91.5,8.47,0
W-4,5499.5,65.4,2.324,0.27,91.6,8.41,0
W-4,5500.0,64.9,2.285,0.285,95.9,8.47,0
W-4,5500.5,65.7,2.344,0.255,90.6,8.56,0
W-4,5501.0,65.9,2.282,0.274,97.5,8.51,0
W-4,5501.5,65.6,2.312,0.24,95.4,8.32,0
W-4,5502.0,69.0,2.283,0.256,95.7,8.47,0
W-4,5502.5,60.1,2.328,0.247,93.0,8.55,0
W-4,5503.0,64.0,2.331,0.258,93.6,8.49,0
W-4,5503.5,63.0,2.331,0.248,93.0,8.53,0
W-4,5504.0,62.2,2.292,0.277,94.0,8.48,0
W-4,5504.5,65.7,2.31,0.247,92.6,8.51,0
W-4,5505.0,66.8,2.318,0.25,94.0,8.5,0
W-4,5505.5,61.0,2.29,0.279,94.8,8.47,0
W-4,5506.0,68.3,2.346,0.253,88.6,8.53,0
W-4,5506.5,58.4,2.308,0.255,93.0,8.58,0
W-4,5507.0,64.4,2.322,0.237,90.7,8.52,0
W-4,5507.5,60.1,2.274,0.284,97.1,8.51,0
W-4,5508.0,60.5,2.31,0.271,92.8,8.46,0
W-4,5508.5,62.7,2.295,0.271,93.6,8.55,0
W-4,5509.0,61.3,2.351,0.228,88.5,8.47,0
W-4,5509.5,54.2,2.282,0.25,95.5,8.53,0
W-4,5510.0,65.3,2.314,0.252,94.0,8.54,0
W-4,5510.5,66.9,2.341,0.253,90.8,8.55,0
W-4,5511.0,64.3,2.322,0.244,94.5,8.55,0
W-4,5511.5,64.0,2.347,0.236,91.7,8.55,0
W-4,5512.0,63.8,2.281,0.28,91.1,8.44,0
W-4,5512.5,59.7,2.287,0.267,96.2,8.46,0
W-4,5513.0,58.7,2.338,0.231,88.9,8.43,0
W-4,5513.5,66.6,2.307,0.237,90.8,8.43,0
W-4,5514.0,67.8,2.332,0.259,91.9,8.58,0
W-4,5514.5,65.8,2.339,0.221,90.2,8.45,0
W-4,5515.0,64.7,2.3,0.247,96.8,8.44,0
W-4,5515.5,65.7,2.297,0.25,92.0,8.5,0
W-4,5516.0,65.7,2.268,0.281,97.6,8.46,0
W-4,5516.5,62.1,2.299,0.241,96.6,8.61,0
W-4,5517.0,64.8,2.338,0.227,93.9,8.49,0
W-4,5517.5,63.3,2.311,0.267,88.6,8.52,0
W-4,5518.0,63.3,2.275,0.268,98.4,8.46,0
W-4,5518.5,67.5,2.338,0.237,93.4,8.42,0
W-4,5519.0,68.8,2.288,0.26,90.9,8.46,0
W-4,5519.5,56.8,2.367,0.247,87.3,8.46,0
W-4,5520.0,64.2,2.279,0.286,97.3,8.46,0
W-4,5520.5,64.4,2.3,0.261,94.7,8.42,0
W-4,5521.0,68.6,2.358,0.233,87.1,8.51,0
W-4,5521.5,61.2,2.309,0.259,93.4,8.48,0
W-4,5522.0,56.7,2.36,0.208,89.7,8.42,0
W-4,5522.5,68.2,2.323,0.222,90.6,8.51,0
W-4,5523.0,68.5,2.188,0.313,93.6,10.29,1
W-4,5523.5,60.2,2.205,0.295,93.7,10.31,1
W-4,5524.0,64.7,2.198,0.334,93.9,10.13,1
W-4,5524.5,68.9,2.202,0.31,90.8,10.22,1
W-4,5525.0,61.3,2.207,0.321,91.7,10.19,1
W-4,5525.5,64.7,2.155,0.335,93.5,10.22,1
W-4,5526.0,66.3,2.182,0.32,91.2,10.32,1
W-4,5526.5,60.1,2.192,0.305,90.1,10.22,1
W-4,5527.0,62.3,2.208,0.324,93.4,10.23,1
W-4,5527.5,59.2,2.22,0.304,93.9,10.21,1
W-4,5528.0,63.7,2.163,0.339,93.7,10.34,1
W-4,5528.5,62.1,2.202,0.323,90.5,10.14,1
W-4,5529.0,65.2,2.216,0.315,90.9,10.23,1
W-4,5529.5,67.2,2.216,0.301,89.3,10.21,1
W-4,5530.0,69.8,2.239,0.297,90.1,10.17,1
W-4,5530.5,72.8,2.176,0.315,94.0,10.31,1
W-4,5531.0,66.7,2.245,0.283,90.0,10.16,1
W-4,5531.5,65.0,2.217,0.318,90.9,10.23,1
W-4,5532.0,64.2,2.185,0.35,97.0,10.25,1
W-4,5532.5,62.6,2.182,0.299,92.0,10.22,1
W-4,5533.0,67.6,2.201,0.321,96.4,10.17,1
W-4,5533.5,63.8,2.216,0.304,90.5,10.25,1
W-4,5534.0,67.1,2.187,0.325,96.9,10.22,1
W-4,5534.5,62.1,2.212,0.31,92.0,10.29,1
W-4,5535.0,63.5,2.222,0.311,89.4,10.28,1
W-4,5535.5,66.2,2.208,0.305,90.7,10.35,1
W-4,5536.0,64.8,2.158,0.337,94.8,10.26,1
W-4,5536.5,59.5,2.205,0.297,88.5,10.28,1
W-4,5537.0,65.8,2.226,0.303,92.2,10.24,1
W-4,5537.5,63.9,2.213,0.305,91.7,10.34,1
W-4,5538.0,69.8,2.213,0.311,91.5,10.25,1
W-4,5538.5,69.6,2.215,0.31,93.3,10.25,1
W-4,5539.0,59.7,2.184,0.32,93.3,10.28,1
W-4,5539.5,68.8,2.201,0.307,95.0,10.22,1
W-4,5540.0,67.0,2.191,0.323,94.4,10.23,1
W-4,5540.5,62.0,2.205,0.307,91.7,10.28,1
W-4,5541.0,68.9,2.169,0.329,97.4,10.29,1
W-4,5541.5,61.5,2.212,0.286,91.7,10.28,1
W-4,5542.0,69.0,2.165,0.343,95.4,10.25,1
W-4,5542.5,63.4,2.332,0.255,93.3,8.51,0
W-4,5543.0,60.7,2.346,0.226,88.2,8.55,0
W-4,5543.5,71.5,2.346,0.241,88.3,8.45,0
W-4,5544.0,60.4,2.313,0.245,92.6,8.5,0
W-4,5544.5,63.7,2.288,0.263,94.3,8.35,0
W-4,5545.0,64.9,2.353,0.232,92.0,8.54,0
W-4,5545.5,65.7,2.358,0.238,88.6,8.46,0
W-4,5546.0,69.3,2.32,0.264,93.0,8.46,0
W-4,5546.5,67.8,2.338,0.247,91.5,8.49,0
W-4,5547.0,70.7,2.342,0.24,93.7,8.53,0
W-4,5547.5,69.2,2.345,0.245,91.2,8.62,0
W-4,5548.0,63.2,2.345,0.256,93.1,8.42,0
W-4,5548.5,70.0,2.294,0.252,94.9,8.46,0
W-4,5549.0,69.4,2.323,0.26,91.1,8.51,0
W-4,5549.5,66.7,2.323,0.263,95.3,8.46,0
W-4,5550.0,74.8,2.368,0.251,88.9,8.54,0
W-4,5550.5,70.0,2.326,0.239,94.7,8.49,0
W-4,5551.0,70.6,2.35,0.239,93.5,8.54,0
W-4,5551.5,69.7,2.352,0.248,90.4,8.49,0
W-4,5552.0,65.7,2.325,0.245,93.6,8.53,0
W-4,5552.5,69.2,2.303,0.23,94.5,8.45,0
W-4,5553.0,68.7,2.342,0.242,92.3,8.6,0
W-4,5553.5,65.6,2.358,0.223,88.1,8.42,0
W-4,5554.0,63.8,2.337,0.24,91.3,8.46,0
W-4,5554.5,67.5,2.354,0.252,90.8,8.43,0
W-4,5555.0,69.5,2.328,0.247,93.8,8.54,0
W-4,5555.5,67.5,2.271,0.294,98.7,8.53,0
W-4,5556.0,66.8,2.321,0.257,93.3,8.44,0
W-4,5556.5,66.8,2.332,0.222,90.5,8.55,0
W-4,5557.0,65.6,2.307,0.247,91.2,8.47,0
W-4,5557.5,71.1,2.332,0.258,93.0,8.52,0
W-4,5558.0,67.3,2.319,0.262,91.3,8.53,0
W-4,5558.5,64.3,2.302,0.272,93.7,8.49,0
W-4,5559.0,60.2,2.296,0.263,96.1,8.55,0
W-4,5559.5,65.1,2.304,0.266,94.9,8.49,0
W-4,5560.0,64.5,2.339,0.248,92.5,8.52,0
W-4,5560.5,64.0,2.276,0.301,95.6,8.49,0
W-4,5561.0,68.9,2.326,0.233,92.4,8.41,0
W-4,5561.5,66.1,2.323,0.286,93.7,8.49,0
W-4,5562.0,60.6,2.327,0.239,91.8,8.46,0
W-4,5562.5,67.2,2.363,0.243,87.2,8.57,0
W-4,5563.0,60.2,2.289,0.279,95.6,8.43,0
W-4,5563.5,66.8,2.311,0.251,96.9,8.56,0
W-4,5564.0,63.7,2.355,0.232,86.9,8.49,0
W-4,5564.5,65.1,2.298,0.26,94.4,8.52,0
W-4,5565.0,64.4,2.329,0.253,91.6,8.43,0
W-4,5565.5,64.1,2.296,0.267,98.2,8.48,0
W-4,5566.0,65.2,2.317,0.25,91.4,8.47,0
W-4,5566.5,64.8,2.347,0.232,90.0,8.61,0
W-4,5567.0,70.2,2.301,0.258,92.2,8.47,0
W-4,5567.5,64.9,2.319,0.232,89.2,8.56,0
W-4,5568.0,64.6,2.342,0.229,88.6,8.56,0
W-4,5568.5,62.1,2.294,0.276,95.2,8.56,0
W-4,5569.0,65.3,2.304,0.264,94.6,8.47,0
W-4,5569.5,61.4,2.294,0.256,94.7,8.59,0
W-4,5570.0,68.4,2.318,0.237,94.1,8.6,0
W-4,5570.5,60.8,2.316,0.216,87.5,8.52,0
W-4,5571.0,62.2,2.323,0.272,92.0,8.48,0
W-4,5571.5,59.8,2.348,0.252,89.9,8.46,0
W-4,5572.0,66.3,2.338,0.236,92.1,8.52,0
W-4,5572.5,64.0,2.299,0.267,92.9,8.5,0
W-4,5573.0,67.4,2.323,0.275,92.1,8.51,0
W-4,5573.5,61.8,2.316,0.229,92.5,8.43,0
W-4,5574.0,66.1,2.345,0.229,92.3,8.5,0
W-4,5574.5,66.2,2.296,0.246,95.7,8.56,0
W-4,5575.0,64.5,2.313,0.261,92.2,8.54,0
W-4,5575.5,64.3,2.31,0.26,93.8,8.48,0
W-4,5576.0,64.6,2.305,0.255,95.3,8.49,0
W-4,5576.5,60.7,2.31,0.27,97.8,8.43,0
W-4,5577.0,59.9,2.319,0.245,93.5,8.47,0
W-4,5577.5,64.7,2.295,0.246,91.6,8.48,0
W-4,5578.0,61.9,2.317,0.245,91.3,8.53,0
W-4,5578.5,64.9,2.347,0.24,92.7,8.46,0
W-4,5579.0,68.4,2.306,0.253,92.6,8.45,0
W-4,5579.5,61.9,2.333,0.243,92.7,8.54,0
W-4,5580.0,60.8,2.306,0.26,94.0,8.48,0
W-4,5580.5,61.6,2.297,0.28,97.5,8.46,0
W-4,5581.0,62.7,2.302,0.257,90.7,8.54,0
W-4,5581.5,64.8,2.353,0.221,87.9,8.52,0
W-4,5582.0,63.6,2.336,0.266,91.5,8.49,0
W-4,5582.5,70.6,2.346,0.237,90.1,8.48,0
W-4,5583.0,65.5,2.295,0.266,92.6,8.52,0
W-4,5583.5,66.9,2.313,0.244,92.0,8.53,0
W-4,5584.0,64.7,2.317,0.269,93.3,8.51,0
W-4,5584.5,67.4,2.335,0.275,92.5,8.51,0
W-4,5585.0,63.0,2.341,0.262,90.9,8.47,0
W-4,5585.5,61.7,2.298,0.268,93.2,8.47,0
W-4,5586.0,65.7,2.282,0.281,98.2,8.49,0
W-4,5586.5,62.5,2.336,0.255,89.6,8.45,0
W-4,5587.0,63.1,2.306,0.265,95.1,8.45,0
W-4,5587.5,65.4,2.317,0.259,93.2,8.5,0
W-4,5588.0,63.4,2.294,0.273,95.6,8.55,0
W-4,5588.5,62.6,2.347,0.256,91.8,8.4,0
W-4,5589.0,61.2,2.319,0.275,94.3,8.48,0
W-4,5589.5,65.1,2.319,0.249,92.9,8.51,0
W-4,5590.0,61.1,2.297,0.281,94.2,8.55,0
W-4,5590.5,62.0,2.321,0.256,93.8,8.59,0
W-4,5591.0,62.8,2.292,0.249,92.8,8.49,0
W-4,5591.5,63.3,2.311,0.25,93.1,8.6,0
W-4,5592.0,65.0,2.273,0.276,95.5,8.52,0
W-4,5592.5,61.4,2.316,0.244,92.1,8.54,0
W-4,5593.0,65.7,2.295,0.26,93.4,8.45,0
W-4,5593.5,60.6,2.295,0.246,94.0,8.52,0
W-4,5594.0,62.7,2.284,0.256,94.3,8.55,0
W-4,5594.5,61.2,2.329,0.246,94.0,8.47,0
W-4,5595.0,68.4,2.3,0.276,95.9,8.37,0
W-4,5595.5,61.3,2.303,0.27,93.5,8.51,0
W-4,5596.0,61.5,2.346,0.246,90.2,8.49,0
W-4,5596.5,62.5,2.321,0.234,93.6,8.57,0
W-4,5597.0,61.6,2.266,0.272,100.2,8.47,0
W-4,5597.5,63.2,2.295,0.248,93.5,8.46,0
W-4,5598.0,66.0,2.316,0.262,89.8,8.44,0
W-4,5598.5,62.9,2.309,0.254,95.2,8.47,0
W-4,5599.0,63.1,2.32,0.234,93.6,8.63,0
W-4,5599.5,62.0,2.313,0.274,96.6,8.42,0
W-5,5000.0,74.2,2.325,0.246,91.0,8.39,0
W-5,5000.5,68.6,2.358,0.229,89.9,8.56,0
W-5,5001.0,70.0,2.333,0.24,92.2,8.56,0
W-5,5001.5,70.6,2.327,0.246,91.3,8.51,0
W-5,5002.0,73.4,2.335,0.234,91.4,8.53,0
W-5,5002.5,69.6,2.355,0.247,89.2,8.53,0
W-5,5003.0,74.9,2.36,0.23,88.6,8.45,0
W-5,5003.5,73.7,2.34,0.238,91.2,8.5,0
W-5,5004.0,70.5,2.328,0.253,91.5,8.54,0
W-5,5004.5,67.2,2.341,0.237,87.5,8.41,0
W-5,5005.0,72.8,2.334,0.239,92.4,8.52,0
W-5,5005.5,63.5,2.348,0.241,91.2,8.5,0
W-5,5006.0,72.3,2.324,0.273,91.5,8.53,0
W-5,5006.5,67.5,2.288,0.278,92.7,8.44,0
W-5,5007.0,73.8,2.338,0.269,93.7,8.46,0
W-5,5007.5,65.0,2.335,0.24,90.8,8.43,0
W-5,5008.0,67.4,2.306,0.253,92.3,8.43,0
W-5,5008.5,70.8,2.346,0.242,91.0,8.54,0
W-5,5009.0,71.6,2.3,0.287,96.6,8.47,0
W-5,5009.5,67.2,2.338,0.266,93.6,8.47,0
W-5,5010.0,67.9,2.327,0.251,92.8,8.55,0
W-5,5010.5,72.2,2.326,0.231,94.7,8.48,0
W-5,5011.0,72.1,2.311,0.248,92.1,8.55,0
W-5,5011.5,68.0,2.351,0.243,92.1,8.45,0
W-5,5012.0,67.1,2.34,0.248,87.6,8.48,0
W-5,5012.5,64.7,2.299,0.276,98.4,8.45,0
W-5,5013.0,70.0,2.289,0.278,93.9,8.53,0
W-5,5013.5,71.1,2.346,0.263,92.5,8.49,0
W-5,5014.0,69.1,2.308,0.25,95.7,8.54,0
W-5,5014.5,66.0,2.316,0.254,92.4,8.51,0
W-5,5015.0,74.5,2.327,0.274,93.3,8.4,0
W-5,5015.5,62.8,2.348,0.262,92.5,8.49,0
W-5,5016.0,72.1,2.329,0.238,88.9,8.42,0
W-5,5016.5,70.1,2.327,0.247,88.9,8.52,0
W-5,5017.0,70.9,2.297,0.28,95.6,8.53,0
W-5,5017.5,67.2,2.338,0.245,90.8,8.53,0
W-5,5018.0,69.4,2.327,0.261,93.6,8.49,0
W-5,5018.5,70.9,2.345,0.224,93.0,8.42,0
W-5,5019.0,69.3,2.353,0.233,92.7,8.51,0
W-5,5019.5,64.3,2.33,0.247,91.3,8.52,0
W-5,5020.0,75.0,2.378,0.219,90.2,8.49,0
W-5,5020.5,72.4,2.316,0.259,90.8,8.5,0
W-5,5021.0,70.2,2.339,0.259,89.3,8.41,0
W-5,5021.5,70.6,2.333,0.238,89.5,8.5,0
W-5,5022.0,75.2,2.36,0.214,90.4,8.49,0
W-5,5022.5,68.0,2.309,0.272,94.6,8.44,0
W-5,5023.0,66.9,2.345,0.253,92.6,8.53,0
W-5,5023.5,72.3,2.336,0.252,91.8,8.48,0
W-5,5024.0,71.3,2.304,0.252,95.3,8.51,0
W-5,5024.5,66.5,2.351,0.226,91.3,8.52,0
W-5,5025.0,73.4,2.308,0.274,92.5,8.52,0
W-5,5025.5,70.4,2.345,0.254,93.3,8.43,0
W-5,5026.0,67.0,2.359,0.225,88.1,8.48,0
W-5,5026.5,70.2,2.338,0.226,91.8,8.61,0
W-5,5027.0,69.6,2.375,0.24,89.4,8.57,0
W-5,5027.5,68.5,2.339,0.241,94.3,8.54,0
W-5,5028.0,70.2,2.36,0.246,91.7,8.51,0
W-5,5028.5,70.9,2.346,0.242,89.4,8.45,0
W-5,5029.0,71.7,2.316,0.279,92.1,8.49,0
W-5,5029.5,69.5,2.344,0.25,97.1,8.48,0
W-5,5030.0,68.8,2.326,0.289,92.4,8.5,0
W-5,5030.5,70.8,2.301,0.265,93.0,8.43,0
W-5,5031.0,73.2,2.329,0.243,91.1,8.55,0
W-5,5031.5,71.4,2.316,0.244,91.2,8.37,0
W-5,5032.0,67.7,2.365,0.223,87.9,8.54,0
W-5,5032.5,68.2,2.327,0.265,93.4,8.54,0
W-5,5033.0,72.8,2.317,0.258,93.7,8.62,0
W-5,5033.5,70.4,2.308,0.241,91.6,8.49,0
W-5,5034.0,68.4,2.316,0.26,90.9,8.47,0
W-5,5034.5,71.3,2.326,0.266,90.5,8.51,0
W-5,5035.0,66.3,2.351,0.226,89.9,8.53,0
W-5,5035.5,68.7,2.305,0.281,96.4,8.5,0
W-5,5036.0,72.5,2.33,0.276,91.8,8.44,0
W-5,5036.5,68.5,2.351,0.213,87.6,8.53,0
W-5,5037.0,71.4,2.31,0.254,95.0,8.5,0
W-5,5037.5,66.5,2.335,0.236,93.4,8.45,0
W-5,5038.0,65.2,2.307,0.277,94.8,8.42,0
W-5,5038.5,70.3,2.329,0.254,92.0,8.62,0
W-5,5039.0,61.7,2.296,0.261,94.2,8.54,0
W-5,5039.5,68.2,2.307,0.269,93.2,8.53,0
W-5,5040.0,70.8,2.302,0.281,93.9,8.49,0
W-5,5040.5,68.9,2.285,0.265,95.5,8.53,0
W-5,5041.0,60.4,2.319,0.256,93.9,8.45,0
W-5,5041.5,62.2,2.355,0.241,91.2,8.51,0
W-5,5042.0,65.5,2.353,0.247,89.6,8.51,0
W-5,5042.5,67.3,2.342,0.227,92.0,8.45,0
W-5,5043.0,68.2,2.33,0.261,94.3,8.49,0
W-5,5043.5,66.7,2.374,0.214,85.5,8.48,0
W-5,5044.0,68.9,2.334,0.238,89.7,8.46,0
W-5,5044.5,68.4,2.334,0.225,91.4,8.47,0
W-5,5045.0,66.4,2.304,0.261,96.1,8.41,0
W-5,5045.5,68.8,2.328,0.263,93.9,8.55,0
W-5,5046.0,65.6,2.344,0.223,92.8,8.58,0
W-5,5046.5,69.5,2.292,0.274,94.5,8.45,0
W-5,5047.0,65.9,2.337,0.242,94.2,8.56,0
W-5,5047.5,70.4,2.329,0.235,90.6,8.5,0
W-5,5048.0,70.3,2.348,0.249,90.7,8.5,0
W-5,5048.5,68.0,2.351,0.27,90.5,8.44,0
W-5,5049.0,70.6,2.346,0.265,91.0,8.47,0
W-5,5049.5,73.3,2.35,0.25,90.2,8.53,0
W-5,5050.0,65.5,2.312,0.268,97.2,8.45,0
W-5,5050.5,71.3,2.307,0.256,94.3,8.46,0
W-5,5051.0,71.6,2.339,0.275,91.4,8.47,0
W-5,5051.5,67.3,2.354,0.236,91.1,8.33,0
