hour,speed,flow,p_suct,p_disc,t_suct,t_disc,vib,power
1174,7800.6,81.52,351.9,988.73,90.08,226.5,1.82,118.51
1175,7809.82,81.81,348.35,979.81,88.77,224.8,2.11,121.18
1176,7954.5,87.27,346.68,987.87,89.78,226.64,2.13,129.69
1177,8123.8,96.12,348.76,1003.05,91.13,233.33,2.07,141.94
1178,8182.78,101.41,350.1,1014.5,87.32,228.49,2.15,160.18
1179,8251.19,103.25,350.69,1019.36,87.33,229.16,2.34,161.57
1180,8266.92,102.57,347.63,1011.69,91.38,236.3,2.21,160.07
1181,8451.12,107.22,352.7,1034.85,92.28,238.38,2.39,172.06
1182,8413.43,105.78,348.14,1018.27,88.1,227.66,2.01,161.56
1183,8449.68,109.34,347.39,1026.04,90.15,236.63,2.2,174.21
1184,8317.02,107.44,348.37,1022.46,89.4,234.97,1.94,171.77
1185,8230.66,99.99,353.22,1042.16,89.61,235.3,2.15,164.09
1186,8225.06,99.66,349.6,1007.87,90.46,232.07,2.05,155.16
1187,8170.64,96.1,347.92,1004.74,88.06,226.07,2.4,148.71
1188,8101.06,94.33,352.78,1005.49,88.34,221.45,2.26,138.32
1189,7926.79,88.45,356.43,1009.97,89.55,225.12,2.35,134.7
1190,7953.54,88.28,350.63,993.48,89.78,227.86,2.14,129.42
1191,7864.32,82.9,353.7,999.69,88.31,218.87,2.05,128.71
1192,7757.59,74.86,353.11,981.47,91.18,223.06,2.06,113.13
1193,7725.34,77.05,348.18,970.43,89.37,219.65,2.25,108.97
1194,7789.27,79.77,350.08,978.74,89.37,223.62,2.48,116.81
1195,7736.22,80.63,346.15,964.35,90.42,228.33,2.27,116.97
1196,7680.22,75.66,349.39,967.24,89.81,222.13,2.17,111.77
1197,7761.16,81.43,348.12,971.6,91.26,225.43,2.18,113.38
1198,7947.79,90.18,348.79,992.61,88.6,228.72,2.2,128.71
1199,7949.74,85.87,347.75,989.27,87.9,226.31,2.5,128.52
1200,8029.92,92.53,349.14,996.52,89.54,228.17,2.39,132.05
1201,8105.55,99.28,351.6,1015.42,90.09,233.59,2.25,154.15
1202,8318.26,103.76,349.64,1014.04,88.14,231.74,2.24,162.63
1203,8338.04,108.84,344.41,1014.5,87.92,234.62,2.28,173.94
1204,8415.06,108.98,347.76,1021.07,90.27,235.44,2.31,169.46
1205,8400.57,108.96,345.44,1024.64,88.86,235.93,2.18,173.33
1206,8452.9,112.38,350.73,1044.22,87.82,238.26,2.12,184.0
1207,8424.32,111.1,351.51,1037.38,91.45,237.4,2.4,174.44
1208,8564.29,116.31,350.77,1041.32,89.05,239.63,2.28,190.56
1209,8401.77,109.05,347.64,1023.89,91.72,235.76,2.38,173.0
1210,8343.63,105.78,350.74,1030.92,90.04,238.54,2.48,166.12
1211,8147.26,100.2,348.59,1008.08,90.44,233.33,2.29,154.51
1212,8068.25,95.34,346.59,994.31,89.68,227.93,2.26,143.55
1213,7972.57,89.77,352.23,1005.82,86.02,226.21,2.68,139.11
1214,7803.27,81.1,352.45,990.36,88.29,222.79,2.24,119.57
1215,7771.9,78.2,352.85,986.11,89.81,224.54,2.05,116.16
1216,7728.12,74.71,348.17,959.74,90.55,221.43,2.18,104.73
1217,7641.82,69.89,353.54,980.19,87.32,220.15,2.46,99.41
1218,7661.28,75.98,348.52,963.53,89.92,224.28,2.03,109.54
1219,7820.6,79.97,351.96,989.71,88.32,225.29,2.09,116.23
1220,7804.44,80.49,348.47,976.97,90.35,223.43,2.38,120.37
1221,7933.32,86.89,349.33,979.73,89.97,223.19,2.16,129.46
1222,8013.0,88.82,342.74,973.64,91.12,229.72,2.18,128.33
1223,8044.82,91.31,349.09,1002.93,91.6,232.76,2.36,139.81
1224,8074.62,93.59,350.27,1007.92,90.69,230.16,2.09,141.17
1225,8256.78,104.22,348.77,1015.0,91.29,237.83,1.99,157.13
1226,8342.68,109.05,355.27,1031.91,89.47,234.12,2.02,170.42
1227,8339.3,108.49,346.51,1023.41,94.23,239.68,2.32,171.25
1228,8422.62,113.02,348.31,1033.95,88.17,234.7,2.29,182.61
1229,8489.78,112.74,347.29,1025.85,89.21,235.68,2.16,179.24
1230,8427.93,113.16,348.31,1027.21,91.35,237.19,2.08,182.2
1231,8364.8,109.76,353.09,1042.78,91.13,240.4,2.2,173.83
1232,8349.94,108.78,354.43,1045.33,90.73,239.11,2.4,174.32
1233,8343.92,107.07,347.9,1020.41,91.01,236.27,2.11,173.02
1234,8324.64,104.48,347.83,1021.08,86.87,233.54,2.12,158.34
1235,8176.04,97.83,346.53,991.78,92.38,233.72,2.03,145.83
1236,8071.94,95.12,353.92,1011.87,89.69,229.25,2.15,142.69
1237,8018.41,92.0,353.36,998.99,91.87,229.71,2.25,137.87
1238,7879.29,86.01,349.68,986.66,86.95,224.76,2.52,126.41
1239,7885.99,83.22,345.81,984.87,90.38,229.97,2.24,125.79
1240,7836.08,83.99,346.08,982.01,89.15,225.45,2.2,125.32
1241,7694.0,77.86,350.51,972.31,90.86,222.7,2.36,109.06
1242,7765.72,80.45,351.65,981.04,90.48,224.2,2.32,116.32
1243,7717.01,72.92,343.8,952.77,90.55,222.12,2.14,103.61
1244,7752.43,79.14,349.04,980.19,88.41,221.14,2.56,118.7
1245,7767.31,81.39,354.85,986.89,89.91,224.9,2.21,127.26
1246,7875.68,85.02,349.35,980.57,89.73,225.97,2.24,127.24
1247,7921.1,81.99,354.47,1006.43,90.74,226.03,2.29,121.58
1248,8060.46,92.01,351.95,1001.68,91.48,229.46,2.25,139.07
1249,8067.86,93.61,346.75,990.23,90.23,229.05,2.43,140.96
1250,8215.68,104.81,349.12,1018.65,88.09,232.4,2.13,162.15
1251,8321.62,107.83,349.61,1029.89,90.16,234.15,2.35,172.66
1252,8325.64,103.1,347.14,1013.04,93.92,235.23,2.25,153.39
1253,8398.93,110.6,347.09,1023.72,92.47,239.97,2.39,176.39
1254,8333.37,109.28,354.52,1044.61,85.54,228.66,2.2,174.6
1255,8356.0,106.87,347.07,1028.44,90.1,237.06,2.18,169.63
1256,8385.57,108.95,353.24,1038.48,91.4,236.46,2.34,178.68
1257,8305.57,102.6,348.69,1016.76,89.73,233.29,2.27,156.11
1258,8287.92,102.35,349.92,1028.75,89.31,235.43,2.1,162.91
1259,8114.47,95.27,351.69,1006.11,89.6,232.37,2.4,147.71
1260,8050.21,92.98,348.2,989.94,90.83,225.86,2.31,139.6
1261,7899.68,86.09,351.7,995.43,88.28,227.32,2.19,124.34
1262,7874.88,84.71,343.86,972.42,91.78,223.89,2.14,128.2
1263,7669.13,73.94,351.32,977.64,89.92,226.54,2.28,107.42
1264,7738.57,72.57,342.59,947.47,88.6,217.09,2.33,100.86
1265,7620.02,71.46,349.32,955.52,91.69,226.92,2.0,100.2
1266,7566.81,67.81,352.56,966.89,87.68,217.85,2.3,96.16
1267,7654.28,73.82,351.87,978.46,89.17,225.48,2.33,104.4
1268,7727.22,73.92,346.1,952.89,89.14,222.95,1.87,105.17
1269,7747.0,75.23,346.49,963.26,93.22,225.95,2.25,106.45
1270,7795.53,82.6,347.93,976.62,88.97,223.81,2.31,123.08
1271,7967.53,86.68,350.56,989.33,86.77,221.76,2.29,130.62
1272,7916.79,87.9,343.9,975.34,89.13,228.42,2.32,134.26
1273,8060.52,93.34,349.96,1004.42,90.68,230.1,2.15,141.76
1274,8055.44,95.2,350.93,1010.23,91.18,230.45,2.05,143.9
1275,8215.61,100.07,349.15,1006.94,93.41,235.85,1.94,149.1
1276,8204.82,100.49,351.58,1012.69,92.11,231.42,2.38,161.52
1277,8372.0,106.64,350.67,1031.78,90.28,235.5,2.34,171.53
1278,8306.73,105.57,348.38,1016.7,88.66,232.9,2.4,162.55
1279,8327.54,102.45,344.19,1012.42,92.44,236.87,2.11,164.78
1280,8358.89,106.91,350.4,1033.24,89.45,234.75,2.34,174.39
1281,8069.64,95.29,347.14,1004.99,89.01,234.22,1.98,142.07
1282,7997.08,90.72,348.26,987.45,89.37,226.62,2.07,132.9
1283,8030.9,92.59,351.44,1007.99,88.12,227.52,2.22,141.31
1284,7938.47,85.32,354.25,1005.92,89.3,226.93,2.3,126.41
1285,7805.02,79.22,349.89,985.42,89.65,226.84,2.46,117.12
1286,7630.26,72.53,351.66,970.33,91.1,221.15,2.19,106.88
1287,7657.19,72.29,345.67,960.67,89.42,223.9,2.1,99.66
1288,7651.01,74.37,350.74,971.58,88.1,221.52,2.09,108.63
1289,7567.34,69.99,349.82,961.4,87.59,215.39,2.14,103.47
1290,7473.42,68.38,353.69,959.65,90.31,222.7,2.59,98.02
1291,7522.38,65.02,348.38,954.4,90.11,223.83,2.37,91.86
1292,7597.38,66.85,349.28,955.5,89.17,218.03,2.42,92.68
1293,7532.03,68.67,353.18,967.38,89.3,217.81,2.22,101.06
1294,7749.79,77.04,349.72,973.21,90.58,224.87,2.22,108.54
1295,7799.09,80.99,346.67,974.32,92.09,225.06,2.31,119.26
1296,7806.44,80.21,357.65,1001.86,88.83,226.7,2.13,120.57
1297,7912.87,87.02,346.76,987.31,90.13,227.74,2.16,133.32
1298,7999.19,90.34,349.81,996.46,91.44,233.33,2.1,134.42
1299,8115.85,95.16,351.04,1001.0,88.84,226.06,2.13,142.69
1300,8205.84,103.54,350.8,1019.71,89.98,232.82,2.22,157.78
1301,8090.71,96.67,349.43,1002.99,89.94,232.78,2.08,148.62
1302,8241.26,104.47,349.45,1012.84,88.03,229.88,2.26,160.41
1303,8233.57,100.67,349.3,1013.43,90.25,233.51,2.26,153.38
1304,8202.3,98.28,346.65,1004.98,90.05,234.72,2.18,148.56
1305,8078.83,92.66,356.45,1016.85,90.83,228.67,2.08,144.24
1306,8054.95,91.28,349.34,986.14,88.22,222.41,2.22,132.18
1307,7979.0,85.14,351.79,1003.71,90.01,226.09,2.12,126.34
1308,7781.87,78.49,349.0,978.64,92.07,228.65,2.22,117.98
1309,7792.92,81.59,348.94,972.52,93.12,228.0,2.38,118.16
1310,7587.69,69.44,348.63,962.16,91.92,226.21,2.04,102.31
1311,7647.98,75.82,345.35,961.04,88.23,221.56,2.55,107.87
1312,7557.99,63.05,349.52,960.27,90.68,219.17,2.24,89.96
1313,7559.92,69.49,348.78,960.91,89.28,216.48,2.31,99.84
1314,7501.38,67.94,353.51,954.68,90.43,223.98,2.14,99.57
1315,7637.4,68.19,346.41,964.27,88.84,223.86,2.41,102.27
1316,7492.72,69.4,348.27,958.71,87.43,219.43,2.23,102.41
1317,7641.11,74.82,347.3,972.77,89.48,225.28,2.17,107.34
1318,7669.11,73.02,354.33,974.88,91.08,219.75,2.15,102.81
1319,7862.44,84.25,347.39,969.73,90.43,223.23,2.16,124.52
1320,7849.28,82.87,351.69,990.89,90.6,230.43,2.27,127.62
1321,8000.95,85.97,352.91,1002.24,90.32,229.64,2.23,133.62
1322,8124.0,95.59,349.56,1007.47,90.61,230.25,2.2,146.64
1323,8137.93,97.36,345.87,999.29,90.79,230.05,2.1,150.49
1324,8277.41,103.75,345.91,1006.25,89.59,231.83,2.1,162.04
1325,8361.5,102.81,352.58,1031.49,90.12,234.07,2.16,163.33
1326,8333.7,102.69,346.22,1015.24,92.61,241.78,2.29,160.88
1327,8216.52,98.74,351.18,1017.15,90.21,232.13,2.31,153.65
1328,8250.84,99.52,350.34,1017.64,90.06,230.63,2.33,152.54
1329,8228.64,101.38,351.13,1025.78,90.15,234.22,2.21,157.47
1330,7994.73,92.08,351.41,1010.45,89.67,230.86,2.26,139.36
1331,7956.25,87.13,347.2,993.68,89.35,226.44,2.17,126.5
1332,7981.13,90.67,347.07,987.45,90.31,229.5,1.94,135.77
1333,7873.7,84.49,352.14,981.63,89.24,225.75,2.17,123.88
1334,7830.66,78.97,348.11,973.62,89.78,224.89,2.15,117.49
1335,7785.27,79.49,341.75,952.69,88.81,221.36,2.06,117.04
1336,7691.93,70.84,351.95,973.83,90.16,221.78,2.14,106.79
1337,7670.7,72.14,346.89,955.17,90.88,219.25,2.25,106.68
1338,7725.78,77.18,351.4,978.85,89.68,223.43,2.05,110.7
1339,7621.69,71.24,354.18,970.54,86.99,218.34,2.13,98.22
1340,7609.41,72.17,350.05,959.04,90.89,219.77,2.47,105.4
1341,7781.89,77.99,352.99,990.29,90.18,229.56,1.98,120.09
1342,7844.18,81.21,350.46,979.26,88.51,224.7,2.18,123.73
1343,7836.22,84.28,354.76,1000.17,91.16,224.04,2.03,128.27
1344,7953.23,89.03,346.81,988.89,87.9,223.21,2.09,127.26
1345,8266.67,100.28,349.98,1020.25,91.57,233.31,2.18,157.86
1346,8207.75,100.71,352.02,1025.24,89.91,236.56,2.06,159.78
1347,8255.98,101.36,349.43,1017.73,86.6,231.91,2.3,161.76
1348,8405.56,107.71,353.46,1043.99,90.27,240.27,2.44,177.93
1349,8348.91,109.02,348.7,1032.47,89.39,236.7,2.36,176.76
1350,8405.49,107.9,356.21,1050.67,89.16,235.19,2.39,173.17
1351,8380.87,110.87,356.37,1042.61,88.89,231.09,2.04,174.59
1352,8278.24,104.3,350.85,1022.28,89.81,234.17,2.18,164.99
1353,8356.35,105.1,351.66,1033.06,89.27,234.36,2.3,164.74
1354,8339.52,105.29,353.58,1032.46,87.21,230.91,2.36,171.23
1355,8161.22,97.41,346.44,1009.61,91.91,238.76,2.47,145.52
1356,8048.82,89.23,346.06,988.91,89.63,228.7,2.36,135.41
1357,7934.19,87.5,353.77,1003.23,88.9,229.26,2.34,133.43
1358,7854.86,83.36,350.82,993.21,88.31,222.49,2.6,124.24
1359,7808.35,81.13,349.32,976.93,91.16,231.34,2.23,115.97
1360,7704.94,76.09,350.03,975.52,88.05,221.43,2.17,104.84
1361,7759.03,81.22,342.84,961.67,90.2,227.07,2.24,115.63
1362,7606.91,71.01,349.43,956.33,89.12,221.32,2.1,99.07
1363,7714.85,77.28,347.74,969.81,89.21,222.46,2.22,115.46
1364,7713.66,76.09,352.75,987.59,88.34,225.05,1.96,110.33
1365,7889.12,79.82,352.99,992.96,89.07,226.82,2.13,120.46
1366,7859.32,84.99,351.73,996.92,90.01,226.19,2.19,123.98
1367,8024.41,95.13,351.19,998.41,90.35,227.18,2.34,144.97
1368,8113.8,98.58,345.51,989.52,88.82,228.74,2.37,141.31
1369,8242.25,100.45,351.77,1027.13,89.86,233.71,2.07,164.51
1370,8261.88,103.04,351.89,1025.37,91.33,237.73,2.52,161.41
1371,8406.86,109.27,353.74,1042.2,87.51,235.14,2.26,167.28
1372,8492.47,111.35,356.35,1056.38,89.99,237.49,2.29,179.93
1373,8403.03,110.99,344.92,1019.24,88.57,236.64,1.99,172.12
1374,8500.54,114.34,348.83,1030.83,88.42,231.31,2.16,180.24
1375,8454.95,117.06,347.77,1028.94,90.39,236.43,2.42,185.25
1376,8497.05,112.88,350.52,1039.37,89.18,237.48,2.28,179.68
1377,8381.97,108.22,350.04,1035.07,88.17,237.41,2.25,170.63
1378,8347.4,104.51,349.3,1016.62,91.99,235.82,2.26,159.27
1379,8267.05,101.22,353.08,1030.0,91.38,238.21,2.0,162.32
1380,8188.48,98.37,346.7,1002.1,87.1,230.67,2.19,153.95
1381,7892.97,86.07,346.88,980.9,87.79,223.92,2.41,126.46
1382,7915.61,87.07,346.93,982.06,90.89,227.92,2.36,128.86
1383,7862.95,82.87,348.92,979.2,89.57,225.9,2.19,118.4
1384,7704.29,74.7,346.31,969.32,92.25,226.39,2.45,108.78
1385,7747.93,79.18,349.85,974.86,90.92,228.05,2.02,116.1
1386,7860.6,82.52,349.5,978.89,90.45,223.34,2.06,120.45
1387,7739.83,76.65,347.64,958.49,88.47,221.0,2.5,110.42
1388,7793.89,81.45,352.62,985.89,90.74,226.95,2.29,121.2
1389,7830.31,79.84,349.82,983.89,88.09,223.45,2.17,114.89
1390,7880.23,86.62,353.19,999.92,91.96,228.23,2.19,134.18
1391,8064.09,90.08,349.41,1007.19,90.63,231.68,2.08,137.51
1392,8125.75,95.12,349.93,1008.0,88.76,231.45,2.24,150.95
1393,8189.79,105.42,348.31,1023.27,91.21,235.63,2.24,167.22
1394,8241.19,97.98,349.98,1011.62,93.36,233.08,2.21,157.1
1395,8468.68,112.5,352.14,1035.74,89.67,237.91,2.08,183.21
1396,8464.9,112.61,348.77,1028.18,90.83,238.06,2.29,179.43
1397,8479.96,111.75,351.56,1037.87,89.35,238.11,2.17,177.02
1398,8533.83,116.34,347.56,1028.75,90.13,239.04,2.12,183.14
1399,8377.46,110.02,352.28,1038.47,87.74,238.43,2.43,177.86
1400,8513.67,113.85,348.26,1039.94,90.0,241.56,2.58,184.45
1401,8358.21,108.23,352.56,1042.5,90.07,235.58,2.52,172.52
1402,8242.89,103.49,350.18,1024.12,92.7,238.1,2.32,165.21
1403,8167.95,103.08,354.56,1035.94,87.31,230.37,2.17,163.88
1404,8110.13,93.52,346.54,991.56,89.58,228.28,2.19,143.14
1405,8082.72,91.85,345.57,979.41,91.93,226.67,2.26,132.78
1406,7938.45,83.45,348.15,990.56,89.64,227.46,2.14,127.96
1407,7820.1,82.26,345.85,964.5,89.74,225.02,2.4,120.16
1408,7774.54,80.19,345.85,961.97,88.75,222.31,1.91,118.83
1409,7770.5,75.76,351.86,983.88,88.6,221.21,2.17,114.61
1410,7703.77,71.5,349.99,970.24,87.26,217.27,2.34,103.23
1411,7847.04,81.58,348.56,977.68,89.06,228.69,2.08,119.17
1412,7678.16,76.08,348.84,960.43,88.52,220.81,2.19,113.94
1413,7862.21,83.55,348.21,981.01,90.18,224.85,2.29,122.4
1414,7925.14,86.78,354.95,1011.81,88.82,228.54,2.43,135.12
1415,7861.81,83.31,347.79,984.53,89.28,230.98,2.01,122.52
1416,8175.89,98.63,346.03,995.81,89.32,231.44,2.0,143.85
1417,8202.4,100.44,352.39,1014.71,89.93,225.37,2.07,151.45
1418,8298.45,100.85,349.35,1015.23,89.21,237.58,1.99,157.88
1419,8267.72,106.48,356.12,1043.2,88.41,229.55,2.0,172.81
1420,8370.09,107.98,348.42,1024.05,90.13,235.33,2.08,171.51
1421,8445.74,110.14,352.54,1033.23,91.6,234.37,2.42,178.45
1422,8424.7,111.15,353.25,1031.5,90.19,232.98,2.2,177.22
1423,8453.67,112.85,348.44,1033.24,89.09,237.37,2.25,178.19
1424,8361.73,107.7,347.77,1016.08,89.82,229.98,2.09,169.77
1425,8294.56,102.51,352.22,1027.03,86.92,230.51,2.31,161.85
1426,8207.35,98.7,351.72,1018.73,89.79,234.4,2.49,151.82
1427,8153.88,94.84,345.77,992.76,89.4,228.08,2.07,144.49
1428,8008.74,90.47,346.61,991.34,88.6,225.33,2.46,136.2
1429,7919.13,86.71,342.39,982.31,88.87,228.77,2.26,127.53
1430,7788.12,80.48,351.79,988.57,89.38,224.53,2.21,118.99
1431,7714.81,74.86,349.21,968.65,91.49,223.48,2.29,112.45
1432,7667.23,73.11,349.51,965.46,91.64,221.64,2.29,109.27
1433,7546.21,69.3,344.93,935.6,88.61,218.37,2.53,96.19
1434,7597.73,69.92,346.71,949.97,89.22,221.12,2.31,98.65
1435,7676.04,71.22,348.57,947.5,89.26,216.21,2.32,95.29
1436,7603.57,70.32,347.98,968.36,91.21,223.27,2.17,107.0
1437,7528.64,67.91,350.35,967.95,90.22,222.98,2.38,101.09
1438,7651.22,76.3,351.75,979.5,90.14,222.18,2.08,114.0
1439,7950.88,80.52,356.81,1009.79,90.8,228.43,2.22,115.74
1440,7941.58,89.42,349.94,982.22,89.11,227.57,2.63,131.92
1441,8129.21,93.57,353.35,1010.75,92.05,231.48,1.83,143.02
1442,8013.78,91.77,347.51,1003.99,90.0,229.27,2.24,142.51
1443,8314.34,105.88,344.98,1006.24,88.72,233.4,2.26,162.01
1444,8249.25,101.34,348.94,1012.36,89.66,232.01,2.18,156.17
1445,8326.68,104.72,345.21,1000.11,91.85,234.01,2.19,161.94
1446,8363.92,109.11,350.04,1039.25,89.36,238.29,2.25,173.36
1447,8400.55,109.59,347.66,1020.22,91.42,238.15,2.19,170.41
1448,8248.01,100.61,344.14,990.54,89.06,230.15,2.25,152.36
1449,8145.95,97.29,355.21,1020.26,88.85,229.26,2.13,154.98
1450,8098.94,95.63,348.39,993.17,90.99,234.02,2.5,146.28
1451,8004.84,92.21,345.09,985.14,88.69,230.29,2.16,140.93
1452,7879.63,84.97,352.69,997.5,91.23,230.13,2.29,128.05
1453,7768.7,81.23,347.81,970.61,90.53,225.26,2.11,122.6
1454,7727.0,83.37,353.27,992.27,88.69,222.52,2.35,119.16
1455,7649.14,72.39,347.8,960.18,89.89,224.52,2.34,109.69
1456,7717.71,74.91,348.38,971.6,89.18,223.91,2.29,115.55
1457,7510.76,67.78,351.03,959.22,90.52,219.74,2.1,97.82
1458,7612.09,72.84,351.78,984.17,92.83,227.54,2.13,110.22
1459,7533.11,67.07,352.31,962.44,89.44,217.84,2.5,95.64
1460,7616.88,70.72,349.73,959.23,90.8,224.0,2.12,100.17
1461,7561.79,67.56,351.59,961.5,90.04,221.92,2.34,94.56
1462,7623.86,71.44,352.24,973.26,90.04,222.98,2.09,103.59
1463,7836.75,79.87,350.6,974.22,89.75,223.31,2.36,118.05
1464,7925.65,86.44,349.57,991.68,88.71,225.32,2.1,130.91
1465,8036.91,91.51,345.66,973.65,90.5,222.71,2.06,140.21
1466,8000.97,90.78,351.8,1003.4,89.57,225.87,2.09,138.49
1467,8045.16,92.13,350.13,997.23,88.64,226.01,2.12,134.82
1468,8165.56,95.09,348.76,1002.83,91.52,230.65,2.26,150.28
1469,8167.85,99.21,353.83,1024.09,90.15,233.07,2.22,151.74
1470,8277.28,103.95,345.72,1018.01,89.66,237.48,2.05,161.74
1471,8329.28,104.13,354.93,1031.17,92.01,235.03,2.22,165.53
1472,8179.85,98.91,349.93,1013.31,87.25,232.57,2.04,154.67
1473,8024.11,93.03,350.95,998.95,91.91,229.1,2.3,136.56
1474,8049.21,91.12,348.81,994.32,88.68,227.49,2.32,135.25
1475,7927.37,88.96,345.0,976.86,90.32,227.87,2.2,126.96
1476,7975.03,92.59,349.58,998.99,89.12,230.93,2.24,142.45
1477,7749.44,76.36,351.0,973.44,88.62,222.25,2.48,114.78
1478,7680.64,73.17,352.03,986.94,91.97,227.97,2.2,105.07
1479,7661.76,76.32,349.41,972.91,92.78,223.76,2.08,114.38
1480,7534.7,69.2,343.42,939.2,89.67,218.55,2.33,99.4
1481,7601.32,66.37,345.38,945.3,90.5,223.58,2.08,91.35
1482,7515.4,67.92,356.16,969.84,90.09,215.83,2.22,91.77
1483,7524.34,69.78,346.72,954.19,92.6,227.32,2.16,96.15
1484,7597.65,70.62,354.28,968.0,86.83,218.32,2.13,99.76
1485,7544.2,69.68,347.2,948.52,90.57,219.57,2.2,102.85
1486,7795.82,76.71,349.45,972.28,88.91,221.38,2.35,111.5
1487,7721.93,76.99,351.88,983.77,86.47,225.43,2.38,110.9
1488,7959.71,85.25,347.54,989.87,89.46,231.31,2.34,128.61
1489,8012.8,89.02,354.78,1018.97,92.77,233.35,2.25,134.49
1490,8107.94,95.96,350.23,1006.26,89.02,230.2,2.16,148.91
1491,8183.34,99.13,351.38,1015.84,91.19,232.19,1.85,151.29
1492,8234.21,100.87,349.2,1016.67,91.8,235.92,2.27,155.19
1493,8248.67,102.23,351.98,1016.59,89.98,230.77,1.87,160.29
1494,8298.08,104.57,354.74,1025.56,90.18,232.42,1.93,169.65
1495,8243.23,100.55,349.61,1018.09,87.43,234.99,2.19,164.12
1496,8263.5,103.39,355.19,1030.32,88.93,231.87,2.26,160.46
1497,8198.62,96.37,348.17,1003.74,91.36,230.99,2.14,146.2
1498,8133.39,98.37,352.29,1018.21,90.09,229.65,2.44,155.02
1499,7979.7,89.53,351.47,1001.2,90.55,229.94,2.27,139.79
1500,7917.9,85.46,346.79,986.18,90.2,227.47,2.16,121.5
1501,7833.8,79.45,350.64,988.49,93.29,230.76,2.42,119.03
1502,7820.21,82.21,350.02,984.52,89.35,222.63,2.44,120.78
1503,7719.51,75.78,347.44,963.82,92.41,227.48,2.3,103.74
1504,7622.74,69.3,351.07,969.74,90.2,220.97,2.12,96.58
1505,7582.9,73.02,350.44,964.68,92.54,224.82,2.15,103.55
1506,7492.11,67.06,349.78,953.24,88.16,217.77,2.04,95.27
1507,7579.37,75.19,349.79,977.46,90.28,229.06,2.23,113.83
1508,7704.45,77.72,349.73,977.2,89.41,224.96,2.06,115.47
1509,7731.56,76.11,348.9,973.79,90.21,229.11,2.17,114.44
1510,7821.19,79.05,350.42,978.9,91.83,228.1,2.25,116.61
1511,7941.48,86.75,348.07,990.89,90.57,232.53,1.9,128.63
1512,8061.8,92.45,357.97,1027.86,91.83,232.37,2.01,144.68
1513,7943.88,88.87,345.77,989.44,88.99,229.91,2.12,136.25
1514,8071.89,95.15,348.25,1003.0,88.77,232.85,2.2,149.25
1515,8348.88,100.94,348.48,1022.57,90.02,237.66,2.15,159.28
1516,8276.23,106.16,356.12,1047.6,89.94,237.41,2.18,169.55
1517,8469.39,110.49,346.04,1025.09,89.72,237.19,2.14,177.4
1518,8366.45,108.53,351.28,1033.2,88.56,234.71,2.02,175.34
1519,8300.24,102.16,350.75,1029.17,91.8,239.93,2.14,166.49
1520,8279.21,103.44,351.0,1020.95,89.46,236.1,2.19,160.71
1521,8185.81,97.69,353.71,1018.82,92.14,232.7,2.16,150.51
1522,8225.56,100.61,353.65,1026.43,90.02,231.97,2.23,161.23
1523,8124.18,97.33,348.65,996.45,90.97,229.24,2.27,146.78
1524,8001.51,93.74,350.58,1006.07,90.84,233.43,2.3,142.88
1525,8023.33,91.83,344.41,978.01,88.76,225.59,2.11,140.38
1526,7898.54,88.32,350.3,990.52,90.55,229.98,1.96,128.61
1527,7805.64,82.22,347.62,972.36,92.89,229.56,2.4,126.88
1528,7717.72,73.52,349.44,965.82,90.38,222.49,2.29,104.7
1529,7783.37,77.6,344.94,960.08,91.35,229.06,2.07,114.79
1530,7752.25,78.59,351.21,977.93,91.04,222.8,2.26,115.42
1531,7732.22,78.88,344.91,960.74,90.46,228.55,2.38,114.99
1532,7751.17,81.82,350.44,980.5,90.28,226.57,2.47,120.34
1533,7725.31,76.54,346.32,963.61,90.82,221.21,2.25,113.64
1534,8043.05,88.96,347.45,996.02,91.14,235.11,2.36,134.49
1535,7926.03,87.17,353.46,992.59,87.97,226.32,2.02,129.17
1536,8114.21,97.66,351.76,1012.91,90.37,231.31,2.2,157.22
1537,8108.29,95.4,353.45,1014.59,89.72,228.91,2.15,148.33
1538,8212.41,103.43,354.68,1033.72,89.41,230.77,2.27,163.11
1539,8410.02,113.42,347.68,1020.91,91.94,243.12,2.49,175.32
1540,8418.45,111.96,354.5,1043.55,88.9,233.93,2.28,187.29
1541,8487.99,116.52,345.6,1027.15,87.91,234.53,2.12,185.5
1542,8477.24,112.42,352.24,1051.45,91.19,241.84,2.07,191.5
1543,8448.11,113.36,348.52,1034.39,87.87,233.38,2.5,184.41
1544,8524.98,113.54,347.21,1026.07,87.11,233.04,2.34,182.13
1545,8364.35,105.35,351.84,1031.67,91.36,239.35,2.3,169.16
1546,8212.55,100.03,352.83,1028.46,90.24,235.73,2.16,165.71
1547,8195.54,100.51,352.75,1014.36,90.71,231.54,2.25,149.81
1548,8145.16,97.86,350.64,1011.52,89.34,231.66,2.06,152.8
1549,8037.19,95.21,350.4,1002.41,87.92,227.51,2.26,145.22
1550,7871.86,83.44,351.58,988.07,88.22,224.82,2.03,124.31
1551,7842.88,85.17,350.91,998.66,89.59,227.48,2.15,130.28
1552,7766.39,79.26,351.62,980.72,88.09,222.12,2.12,116.58
1553,7746.84,77.77,350.61,979.99,90.46,224.9,1.73,115.81
1554,7657.75,72.78,352.53,973.9,89.31,221.14,2.17,106.46
1555,7705.45,78.77,345.12,963.97,90.28,227.91,2.08,110.82
