kh_md_ft,kh_welltest,lateral_ft,depletion_idx,offset_wct,gor_scf,frac_efficiency_post,productivity_boed
423.0,383.0,8313.0,0.52,0.05,1031.0,0.1795,7.5
402.0,501.0,9417.0,0.45,0.54,2106.0,0.1857,7.4
1550.0,1667.0,6187.0,0.27,0.73,2429.0,0.3418,13.0
900.0,798.0,4558.0,0.74,0.38,1499.0,0.141,6.0
130.0,131.0,5092.0,0.27,0.22,899.0,0.0955,4.0
250.0,254.0,4641.0,0.63,0.61,2281.0,0.0766,2.9
2211.0,2652.0,10210.0,0.48,0.15,1305.0,0.4643,16.7
917.0,838.0,6637.0,0.5,0.16,1588.0,0.2307,8.5
361.0,406.0,7663.0,0.18,0.09,598.0,0.1983,8.5
580.0,584.0,9381.0,0.11,0.31,1196.0,0.222,8.4
672.0,841.0,6600.0,0.77,0.25,1612.0,0.1911,7.1
1198.0,1454.0,8544.0,0.82,0.37,1886.0,0.2532,10.1
224.0,231.0,4537.0,0.41,0.42,2402.0,0.0929,3.6
339.0,326.0,7366.0,0.25,0.2,1667.0,0.1826,7.0
827.0,893.0,4676.0,0.52,0.56,1043.0,0.175,6.6
614.0,598.0,5738.0,0.46,0.39,1614.0,0.195,7.4
1051.0,1352.0,6053.0,0.69,0.25,642.0,0.231,8.6
249.0,252.0,9023.0,0.18,0.28,796.0,0.2915,11.2
885.0,833.0,8719.0,0.42,0.45,1204.0,0.2635,10.5
1593.0,1487.0,9230.0,0.31,0.17,545.0,0.3931,15.6
982.0,819.0,4432.0,0.07,0.63,651.0,0.1299,5.2
743.0,808.0,10957.0,0.15,0.44,515.0,0.2409,9.5
616.0,545.0,4381.0,0.23,0.81,864.0,0.1411,5.3
341.0,402.0,9780.0,0.59,0.56,2151.0,0.1626,6.5
628.0,517.0,9182.0,0.36,0.12,1203.0,0.2541,9.3
1822.0,1857.0,8142.0,0.53,0.41,2305.0,0.3615,14.7
605.0,719.0,7072.0,0.42,0.11,2270.0,0.1904,7.3
326.0,236.0,9300.0,0.73,0.31,2227.0,0.1561,5.8
449.0,607.0,9179.0,0.02,0.26,924.0,0.3035,11.5
781.0,733.0,4960.0,0.16,0.18,1185.0,0.1973,8.4
493.0,504.0,9548.0,0.67,0.24,1437.0,0.1993,7.7
981.0,1068.0,4550.0,0.38,0.24,1363.0,0.1621,6.5
1011.0,1127.0,7504.0,0.53,0.23,660.0,0.1932,8.0
1354.0,1411.0,8516.0,0.39,0.82,978.0,0.3432,13.1
2077.0,2413.0,9752.0,0.51,0.34,1740.0,0.461,19.0
1475.0,1595.0,7242.0,0.46,0.44,1853.0,0.3374,12.9
315.0,410.0,5658.0,0.51,0.05,1229.0,0.1695,6.1
323.0,349.0,7435.0,0.18,0.14,1094.0,0.1782,6.8
626.0,841.0,5751.0,0.12,0.43,1672.0,0.2066,8.1
464.0,531.0,7701.0,0.15,0.31,1827.0,0.2056,8.0
268.0,204.0,7238.0,0.6,0.31,1922.0,0.135,5.0
467.0,691.0,9464.0,0.61,0.12,2122.0,0.1847,7.3
455.0,417.0,5681.0,0.74,0.15,1668.0,0.1316,5.2
389.0,486.0,5400.0,0.41,0.25,1258.0,0.1222,5.0
517.0,519.0,7319.0,0.58,0.57,1196.0,0.1272,5.2
1707.0,2002.0,4354.0,0.89,0.27,569.0,0.1403,5.2
780.0,704.0,5605.0,0.8,0.26,1333.0,0.1669,6.6
4805.0,5278.0,6476.0,0.24,0.53,2238.0,0.5591,21.1
762.0,734.0,7413.0,0.27,0.13,1755.0,0.2543,9.5
527.0,668.0,5886.0,0.3,0.17,1686.0,0.2081,8.5
667.0,713.0,7924.0,0.15,0.14,948.0,0.3469,14.0
817.0,940.0,10149.0,0.35,0.4,1692.0,0.2731,10.3
942.0,681.0,7806.0,0.28,0.51,861.0,0.2317,8.9
3503.0,3458.0,6008.0,0.27,0.21,1182.0,0.5532,21.6
338.0,360.0,4434.0,0.89,0.32,1669.0,0.0869,3.3
1322.0,1368.0,4957.0,0.3,0.72,591.0,0.2128,7.8
785.0,907.0,7929.0,0.88,0.36,1123.0,0.2052,8.0
189.0,179.0,8786.0,0.16,0.49,677.0,0.131,5.2
1232.0,1241.0,4348.0,0.21,0.25,828.0,0.2348,9.0
1834.0,2189.0,5299.0,0.66,0.09,1204.0,0.2423,9.8
335.0,238.0,6234.0,0.46,0.33,1886.0,0.2494,9.6
660.0,721.0,6238.0,0.62,0.27,1035.0,0.173,6.7
167.0,159.0,10709.0,0.49,0.42,540.0,0.1385,5.6
243.0,212.0,5426.0,0.29,0.56,1298.0,0.107,4.2
1538.0,1618.0,4438.0,0.16,0.48,942.0,0.2545,10.0
458.0,551.0,6471.0,0.39,0.21,2057.0,0.1783,6.7
274.0,320.0,4941.0,0.41,0.04,2144.0,0.1369,5.5
799.0,783.0,4886.0,0.01,0.15,1842.0,0.2417,9.8
438.0,499.0,6852.0,0.55,0.12,1726.0,0.1767,7.0
456.0,520.0,6145.0,0.73,0.22,1961.0,0.1216,4.6
1202.0,1186.0,4642.0,0.66,0.25,1252.0,0.1531,5.7
263.0,237.0,8230.0,0.3,0.6,1802.0,0.1037,4.0
322.0,293.0,7512.0,0.16,0.46,1339.0,0.1899,7.1
752.0,853.0,4540.0,0.73,0.33,1360.0,0.1375,5.0
1445.0,1435.0,10039.0,0.73,0.55,2077.0,0.469,18.0
1791.0,1531.0,5993.0,0.26,0.43,2082.0,0.2804,11.3
391.0,303.0,10730.0,0.42,0.07,1301.0,0.2683,10.4
1408.0,1595.0,10521.0,0.6,0.35,2374.0,0.4303,17.9
355.0,327.0,7039.0,0.23,0.48,1583.0,0.1624,6.2
2867.0,3013.0,5600.0,0.3,0.23,1474.0,0.335,13.3
269.0,323.0,9844.0,0.2,0.48,1503.0,0.1716,6.6
1925.0,1582.0,6529.0,0.34,0.58,2059.0,0.3966,15.4
393.0,391.0,5145.0,0.37,0.36,2435.0,0.2115,8.3
3330.0,3245.0,7861.0,0.16,0.59,1880.0,0.4476,17.1
1067.0,1130.0,7426.0,0.61,0.65,1183.0,0.2211,8.6
295.0,355.0,9950.0,0.26,0.45,1534.0,0.1556,6.2
438.0,359.0,9105.0,0.47,0.05,1114.0,0.1807,7.4
1243.0,1353.0,10133.0,0.19,0.22,1807.0,0.631,24.0
1544.0,1802.0,9143.0,0.43,0.53,2498.0,0.3031,12.5
629.0,611.0,8495.0,0.57,0.23,2230.0,0.1718,6.1
689.0,675.0,7501.0,0.75,0.08,1445.0,0.2087,7.6
1220.0,1299.0,10913.0,0.67,0.09,1184.0,0.3608,15.2
739.0,778.0,10714.0,0.19,0.41,1405.0,0.2959,11.1
236.0,258.0,9942.0,0.16,0.5,1132.0,0.1561,5.7
347.0,378.0,9427.0,0.41,0.07,2483.0,0.1915,7.6
803.0,693.0,8043.0,0.26,0.21,904.0,0.2263,8.6
1759.0,2040.0,5818.0,0.4,0.27,2120.0,0.3165,12.3
2423.0,2887.0,10128.0,0.25,0.35,1329.0,0.5777,21.6
1241.0,1276.0,4076.0,0.25,0.12,1803.0,0.2621,10.4
837.0,669.0,5592.0,0.28,0.53,2346.0,0.2434,9.0
1211.0,1190.0,6826.0,0.39,0.24,1684.0,0.2758,10.8
390.0,402.0,8103.0,0.45,0.37,1734.0,0.1601,6.3
588.0,496.0,7926.0,0.18,0.47,572.0,0.1711,6.4
344.0,326.0,5231.0,0.52,0.34,758.0,0.1254,4.6
245.0,198.0,4734.0,0.52,0.32,1581.0,0.0843,3.7
869.0,951.0,5556.0,0.53,0.44,1241.0,0.1677,7.6
772.0,791.0,6441.0,0.29,0.07,1718.0,0.2493,9.5
1153.0,901.0,4098.0,0.51,0.06,1268.0,0.2189,8.8
1030.0,1085.0,8847.0,0.65,0.4,850.0,0.2347,9.7
808.0,801.0,5734.0,0.35,0.48,2094.0,0.1786,7.0
1038.0,1122.0,6460.0,0.2,0.58,2190.0,0.2174,7.3
643.0,606.0,6344.0,0.34,0.37,2436.0,0.177,7.3
925.0,821.0,7583.0,0.68,0.43,901.0,0.1827,6.8
372.0,331.0,10019.0,0.68,0.74,1123.0,0.1071,4.3
894.0,825.0,5046.0,0.74,0.36,1062.0,0.1446,6.0
1135.0,1139.0,6385.0,0.46,0.42,2360.0,0.2828,11.3
389.0,398.0,8844.0,0.67,0.63,1695.0,0.1553,6.5
693.0,674.0,4310.0,0.64,0.52,2345.0,0.1014,4.3
404.0,379.0,9810.0,0.6,0.2,2281.0,0.1741,7.0
437.0,414.0,10733.0,0.19,0.48,991.0,0.2376,9.7
270.0,394.0,8253.0,0.38,0.39,1356.0,0.1626,6.3
1831.0,1631.0,10696.0,0.15,0.09,1327.0,0.8267,31.7
1560.0,1435.0,6891.0,0.72,0.36,1474.0,0.1958,7.9
1022.0,1676.0,6905.0,0.38,0.4,2495.0,0.2235,8.4
3222.0,3432.0,4744.0,0.33,0.27,848.0,0.3019,12.1
572.0,465.0,4248.0,0.66,0.28,2045.0,0.1396,5.4
7521.0,8534.0,5712.0,0.48,0.28,955.0,0.3117,13.5
554.0,484.0,7347.0,0.3,0.16,1979.0,0.2145,8.3
816.0,935.0,7554.0,0.31,0.25,905.0,0.2147,7.5
484.0,469.0,5523.0,0.06,0.17,1554.0,0.2138,8.0
896.0,839.0,8290.0,0.75,0.42,1836.0,0.2972,11.6
1298.0,1652.0,5268.0,0.79,0.22,1364.0,0.1976,8.1
607.0,661.0,6283.0,0.81,0.3,2432.0,0.126,4.5
2756.0,3189.0,5370.0,0.16,0.1,1911.0,0.3818,14.9
805.0,860.0,8877.0,0.52,0.29,815.0,0.204,8.2
826.0,773.0,7616.0,0.54,0.4,1244.0,0.2734,10.9
321.0,352.0,9153.0,0.57,0.19,1128.0,0.1172,4.1
930.0,1115.0,4401.0,0.33,0.49,1091.0,0.1527,5.9
598.0,610.0,6978.0,0.46,0.17,924.0,0.1833,6.9
409.0,536.0,10769.0,0.47,0.52,871.0,0.1512,5.9
357.0,406.0,4375.0,0.63,0.89,2240.0,0.121,4.7
5639.0,5821.0,6929.0,0.68,0.3,2479.0,0.3724,14.7
539.0,559.0,4283.0,0.25,0.57,820.0,0.1333,4.8
207.0,212.0,5027.0,0.19,0.28,2083.0,0.1554,6.0
380.0,315.0,7238.0,0.53,0.34,955.0,0.1377,5.7
638.0,630.0,5103.0,0.05,0.36,1543.0,0.2144,8.1
1030.0,1065.0,7631.0,0.64,0.32,894.0,0.2122,8.3
1037.0,974.0,10459.0,0.53,0.51,1042.0,0.3272,12.4
1143.0,1202.0,5403.0,0.71,0.49,1321.0,0.1541,6.1
397.0,398.0,4750.0,0.34,0.55,1910.0,0.1133,4.5
873.0,981.0,9777.0,0.35,0.31,1448.0,0.2439,9.0
330.0,365.0,7222.0,0.32,0.2,2120.0,0.1835,6.5
405.0,415.0,10178.0,0.38,0.45,693.0,0.1606,6.9
319.0,260.0,6143.0,0.24,0.44,1644.0,0.1366,5.3
257.0,336.0,8393.0,0.33,0.19,713.0,0.1729,6.9
1558.0,1526.0,10463.0,0.67,0.32,736.0,0.3284,13.3
1154.0,1140.0,5202.0,0.74,0.35,1118.0,0.1467,6.4
1453.0,1380.0,9605.0,0.17,0.27,710.0,0.6469,24.6
686.0,638.0,8421.0,0.14,0.5,2051.0,0.2762,11.0
1238.0,1561.0,9691.0,0.81,0.59,1515.0,0.2284,9.1
163.0,200.0,5195.0,0.35,0.65,1789.0,0.0749,2.7
1327.0,1418.0,7039.0,0.1,0.26,613.0,0.3431,13.6
766.0,754.0,4902.0,0.48,0.16,950.0,0.2151,8.5
1098.0,1205.0,10721.0,0.29,0.04,1547.0,0.3735,15.5
901.0,911.0,4439.0,0.15,0.08,664.0,0.1931,7.8
302.0,293.0,4458.0,0.4,0.15,821.0,0.1159,4.2
201.0,211.0,10287.0,0.36,0.24,544.0,0.1435,5.4
376.0,352.0,6105.0,0.42,0.5,2323.0,0.1201,4.4
1045.0,1085.0,8179.0,0.26,0.16,1362.0,0.3378,13.6
1155.0,1191.0,6012.0,0.66,0.4,590.0,0.2059,7.8
223.0,244.0,8541.0,0.56,0.66,1421.0,0.1523,5.6
303.0,277.0,5347.0,0.41,0.38,2275.0,0.1286,4.8
373.0,415.0,7212.0,0.42,0.23,880.0,0.1547,5.5
500.0,436.0,7734.0,0.42,0.2,976.0,0.262,9.9
224.0,205.0,6336.0,0.45,0.15,2464.0,0.1266,4.9
213.0,197.0,5762.0,0.32,0.48,2208.0,0.1001,4.4
345.0,293.0,4981.0,0.51,0.22,1597.0,0.1256,4.8
713.0,830.0,8943.0,0.5,0.57,872.0,0.2296,8.6
259.0,224.0,5178.0,0.11,0.27,939.0,0.1235,4.5
606.0,546.0,6045.0,0.46,0.4,2223.0,0.168,6.8
1551.0,1873.0,6358.0,0.5,0.16,1851.0,0.2727,10.6
235.0,216.0,7181.0,0.34,0.5,1202.0,0.1238,5.2
564.0,548.0,8918.0,0.32,0.55,552.0,0.2438,10.3
1510.0,1297.0,6996.0,0.65,0.14,772.0,0.3358,12.7
476.0,539.0,10098.0,0.05,0.49,1958.0,0.2924,10.6
420.0,477.0,8758.0,0.38,0.29,1797.0,0.15,5.4
1687.0,1885.0,9869.0,0.6,0.48,1218.0,0.3486,13.2
521.0,564.0,9014.0,0.49,0.06,1684.0,0.1711,6.0
1609.0,1627.0,5040.0,0.13,0.27,2010.0,0.3435,13.6
937.0,867.0,10845.0,0.37,0.24,1788.0,0.3805,14.1
506.0,447.0,9506.0,0.29,0.2,979.0,0.2162,9.0
976.0,1185.0,8009.0,0.42,0.19,2403.0,0.2147,9.9
860.0,964.0,5157.0,0.26,0.09,547.0,0.2933,11.6
1505.0,1357.0,5209.0,0.39,0.71,1613.0,0.2205,8.6
429.0,432.0,8300.0,0.42,0.33,947.0,0.1804,6.9
687.0,657.0,6913.0,0.29,0.54,1915.0,0.218,8.5
633.0,535.0,8731.0,0.38,0.41,1624.0,0.2413,9.2
1168.0,1200.0,6607.0,0.06,0.43,891.0,0.3265,11.6
293.0,275.0,7590.0,0.06,0.49,1512.0,0.2206,8.2
1501.0,1301.0,5316.0,0.27,0.5,1539.0,0.3046,12.3
966.0,774.0,5086.0,0.4,0.5,1341.0,0.1611,7.1
232.0,183.0,4530.0,0.85,0.5,584.0,0.0565,2.3
1749.0,1654.0,9737.0,0.5,0.28,914.0,0.4776,17.3
3973.0,3923.0,7888.0,0.56,0.32,2438.0,0.441,17.5
1482.0,1300.0,10630.0,0.15,0.37,877.0,0.6728,25.2
2083.0,2297.0,9246.0,0.38,0.18,1418.0,0.6685,25.1
712.0,705.0,9381.0,0.4,0.12,1088.0,0.3046,11.8
176.0,192.0,7563.0,0.3,0.05,2014.0,0.1048,4.1
152.0,148.0,9708.0,0.25,0.23,1656.0,0.1187,4.8
816.0,725.0,10594.0,0.36,0.35,1931.0,0.3149,11.0
414.0,421.0,9052.0,0.58,0.31,1774.0,0.139,5.7
320.0,265.0,4739.0,0.15,0.37,1507.0,0.1385,5.1
633.0,686.0,8557.0,0.63,0.31,2421.0,0.2134,7.9
1088.0,946.0,4843.0,0.43,0.26,1906.0,0.2194,8.2
208.0,239.0,4541.0,0.28,0.35,1878.0,0.1277,5.0
464.0,441.0,8850.0,0.21,0.24,1881.0,0.2106,8.8
2226.0,2610.0,9843.0,0.47,0.13,1434.0,0.456,18.7
281.0,238.0,5112.0,0.14,0.49,1785.0,0.0999,4.0
1334.0,1205.0,4519.0,0.44,0.19,1709.0,0.2218,8.4
451.0,478.0,10206.0,0.47,0.29,2277.0,0.196,7.3
1029.0,1227.0,4925.0,0.04,0.63,2458.0,0.2099,8.0
1600.0,2055.0,4246.0,0.47,0.27,1466.0,0.187,7.1
1204.0,1211.0,9047.0,0.1,0.39,1702.0,0.3849,14.2
1377.0,1813.0,9934.0,0.02,0.14,1081.0,0.5317,23.0
265.0,253.0,7601.0,0.32,0.59,2191.0,0.1198,5.2
1621.0,1912.0,7779.0,0.53,0.3,1921.0,0.4007,16.8
336.0,292.0,6358.0,0.39,0.33,2348.0,0.1235,4.6
819.0,872.0,5669.0,0.48,0.16,1710.0,0.2361,10.2
818.0,576.0,9287.0,0.59,0.14,1917.0,0.229,8.9
981.0,829.0,9945.0,0.63,0.11,690.0,0.2904,11.8
871.0,934.0,6249.0,0.26,0.23,1713.0,0.2823,10.8
339.0,278.0,5917.0,0.25,0.56,1254.0,0.1697,6.6
226.0,241.0,5875.0,0.26,0.65,1516.0,0.1376,5.3
1337.0,1531.0,4354.0,0.21,0.65,1153.0,0.2358,9.3
772.0,716.0,5968.0,0.38,0.31,1074.0,0.2144,8.0
1668.0,1443.0,4180.0,0.7,0.12,2141.0,0.2702,9.7
642.0,598.0,9519.0,0.7,0.25,1615.0,0.2399,8.7
216.0,187.0,5791.0,0.33,0.11,1006.0,0.0703,2.8
1441.0,1419.0,8831.0,0.19,0.33,2033.0,0.4051,16.4
495.0,502.0,7802.0,0.32,0.31,650.0,0.1931,7.4
874.0,835.0,9862.0,0.43,0.16,1086.0,0.3084,10.9
396.0,509.0,10723.0,0.45,0.17,1173.0,0.2299,8.9
2479.0,2225.0,6571.0,0.43,0.34,855.0,0.4088,15.2
330.0,406.0,4618.0,0.39,0.27,2185.0,0.1147,4.3
508.0,434.0,9248.0,0.4,0.41,1848.0,0.2846,10.6
725.0,733.0,4149.0,0.81,0.55,1841.0,0.101,3.7
278.0,332.0,5561.0,0.81,0.22,1685.0,0.0689,2.9
866.0,1027.0,4373.0,0.33,0.05,1257.0,0.1688,6.9
2415.0,2268.0,10287.0,0.38,0.59,1818.0,0.561,21.7
449.0,488.0,4037.0,0.28,0.66,1973.0,0.1473,5.4
912.0,972.0,7449.0,0.74,0.48,1577.0,0.1781,6.5
74.0,68.0,6968.0,0.66,0.18,1441.0,0.0554,2.2
645.0,707.0,8569.0,0.13,0.15,947.0,0.2983,11.0
518.0,685.0,6028.0,0.58,0.3,668.0,0.1259,5.0
346.0,371.0,10116.0,0.67,0.26,583.0,0.1725,7.0
1580.0,1720.0,9140.0,0.71,0.56,1928.0,0.3748,15.5
512.0,567.0,7026.0,0.21,0.38,1197.0,0.1982,7.7
577.0,464.0,6506.0,0.48,0.24,1917.0,0.194,7.6
492.0,527.0,9711.0,0.27,0.57,1516.0,0.2331,8.6
144.0,123.0,9299.0,0.29,0.14,1394.0,0.1679,6.3
269.0,246.0,6793.0,0.29,0.58,1758.0,0.1891,7.3
1435.0,1985.0,6390.0,0.1,0.24,867.0,0.3231,12.5
123.0,118.0,4272.0,0.41,0.62,2459.0,0.0643,2.5
360.0,322.0,4572.0,0.43,0.15,1160.0,0.1382,5.9
483.0,574.0,4377.0,0.42,0.25,2038.0,0.1448,6.0
2684.0,2328.0,4171.0,0.55,0.36,996.0,0.2122,7.9
1230.0,1150.0,5070.0,0.67,0.94,1436.0,0.1068,4.2
426.0,514.0,10000.0,0.07,0.31,1499.0,0.2069,8.6
1889.0,1901.0,9587.0,0.18,0.72,1113.0,0.5266,19.1
368.0,291.0,9919.0,0.2,0.49,1197.0,0.2048,7.3
1491.0,1618.0,8367.0,0.73,0.11,1371.0,0.2674,9.8
224.0,211.0,8368.0,0.51,0.76,2172.0,0.1027,3.9
1570.0,1977.0,4868.0,0.49,0.18,1500.0,0.3243,12.4
481.0,439.0,8893.0,0.38,0.08,677.0,0.1793,6.9
292.0,342.0,5960.0,0.09,0.54,933.0,0.1399,5.4
559.0,730.0,7635.0,0.52,0.35,2472.0,0.1762,6.6
830.0,731.0,10683.0,0.4,0.21,680.0,0.4469,16.7
448.0,435.0,10094.0,0.15,0.22,1795.0,0.1961,7.4
1036.0,1098.0,5632.0,0.29,0.21,922.0,0.1723,8.0
417.0,367.0,9157.0,0.17,0.41,1364.0,0.2314,8.5
1093.0,1138.0,4729.0,0.53,0.12,1214.0,0.1932,7.4
947.0,916.0,4187.0,0.32,0.13,2454.0,0.2024,8.4
634.0,611.0,4197.0,0.44,0.31,1603.0,0.1911,7.3
467.0,471.0,5192.0,0.52,0.47,1000.0,0.1217,4.6
751.0,759.0,8865.0,0.18,0.03,1707.0,0.3054,12.8
1033.0,1059.0,6543.0,0.11,0.31,643.0,0.2733,10.9
3461.0,3164.0,4112.0,0.1,0.36,2353.0,0.3096,12.7
1410.0,1298.0,10916.0,0.51,0.21,1188.0,0.4855,19.8
1452.0,1427.0,7734.0,0.69,0.26,2267.0,0.301,11.3
7870.0,7817.0,6757.0,0.46,0.35,2118.0,0.8548,34.1
1005.0,941.0,7632.0,0.24,0.34,874.0,0.3296,12.7
980.0,1029.0,7640.0,0.49,0.38,2425.0,0.3093,11.5
1168.0,890.0,7292.0,0.07,0.23,2483.0,0.2114,8.4
297.0,266.0,8291.0,0.29,0.24,2111.0,0.1785,6.7
466.0,447.0,10199.0,0.68,0.32,1403.0,0.2048,7.4
444.0,390.0,6112.0,0.29,0.48,1845.0,0.1915,7.1
1117.0,1426.0,7409.0,0.46,0.18,661.0,0.3843,14.4
579.0,580.0,4026.0,0.85,0.26,2342.0,0.129,4.8
743.0,763.0,10019.0,0.18,0.4,944.0,0.2469,9.4
1588.0,1477.0,6141.0,0.71,0.08,1933.0,0.2831,10.5
1327.0,1324.0,5899.0,0.32,0.35,2103.0,0.2892,11.9
584.0,487.0,10983.0,0.25,0.26,2439.0,0.2488,9.7
389.0,379.0,8091.0,0.16,0.73,2148.0,0.1706,6.5
1649.0,1433.0,4861.0,0.49,0.21,2136.0,0.2691,10.5
1235.0,1185.0,5859.0,0.12,0.06,1911.0,0.3471,11.9
184.0,125.0,6473.0,0.1,0.13,1653.0,0.1628,6.4
518.0,437.0,10902.0,0.21,0.07,584.0,0.2649,11.3
759.0,946.0,7014.0,0.53,0.2,2445.0,0.1464,5.7
1240.0,1405.0,5611.0,0.28,0.31,1398.0,0.2677,9.9
1378.0,1679.0,7988.0,0.23,0.39,2094.0,0.3249,13.2
835.0,1028.0,6833.0,0.62,0.14,1255.0,0.2396,9.3
1062.0,1175.0,4385.0,0.09,0.62,1412.0,0.209,8.1
700.0,654.0,10026.0,0.66,0.28,1425.0,0.1864,7.2
388.0,332.0,4110.0,0.39,0.02,2480.0,0.1372,5.5
540.0,641.0,10289.0,0.31,0.23,923.0,0.293,10.7
675.0,682.0,9543.0,0.18,0.09,1504.0,0.3646,12.7
647.0,940.0,4531.0,0.41,0.3,809.0,0.1941,7.8
147.0,139.0,9065.0,0.17,0.52,1488.0,0.0959,4.0
484.0,651.0,9397.0,0.62,0.21,1592.0,0.1783,7.1
696.0,680.0,8216.0,0.48,0.17,773.0,0.1677,6.1
531.0,649.0,8044.0,0.75,0.63,1897.0,0.1785,7.0
546.0,704.0,4348.0,0.23,0.37,2156.0,0.174,6.6
983.0,843.0,4416.0,0.13,0.22,2132.0,0.1939,7.9
281.0,261.0,9091.0,0.18,0.43,1958.0,0.1869,6.6
181.0,155.0,4739.0,0.86,0.28,782.0,0.0714,2.8
503.0,419.0,5693.0,0.43,0.31,1743.0,0.2026,7.7
1226.0,1355.0,7492.0,0.41,0.61,1897.0,0.2514,10.1
2566.0,2491.0,5149.0,0.31,0.33,2019.0,0.3449,14.0
1244.0,1253.0,9529.0,0.63,0.62,1919.0,0.3146,12.2
205.0,223.0,9652.0,0.2,0.29,1758.0,0.1078,4.1
552.0,418.0,9895.0,0.36,0.67,1955.0,0.1979,7.3
817.0,991.0,4347.0,0.46,0.07,2205.0,0.1905,8.1
767.0,728.0,6995.0,0.61,0.28,1639.0,0.2404,9.8
1024.0,1109.0,9928.0,0.45,0.1,791.0,0.4438,17.8
319.0,351.0,6543.0,0.69,0.11,2132.0,0.1006,3.9
701.0,861.0,8871.0,0.18,0.13,1822.0,0.3365,13.8
931.0,916.0,8125.0,0.28,0.58,1873.0,0.3369,13.1
1288.0,936.0,6430.0,0.65,0.36,1088.0,0.2364,9.5
349.0,352.0,5935.0,0.37,0.33,799.0,0.1007,3.9
505.0,520.0,8569.0,0.6,0.25,2061.0,0.1611,6.5
76.0,65.0,4935.0,0.36,0.54,599.0,0.0569,2.3
405.0,414.0,10021.0,0.44,0.03,1305.0,0.2045,7.8
437.0,414.0,8035.0,0.11,0.23,1518.0,0.1611,5.9
294.0,241.0,4781.0,0.56,0.14,535.0,0.1104,4.1
759.0,840.0,8925.0,0.46,0.32,1694.0,0.2231,8.2
636.0,584.0,7018.0,0.13,0.28,739.0,0.2932,10.7
109.0,103.0,5429.0,0.36,0.53,983.0,0.0803,3.1
790.0,737.0,10727.0,0.23,0.17,2487.0,0.4015,14.2
317.0,381.0,9038.0,0.8,0.38,1621.0,0.1211,4.5
981.0,975.0,8151.0,0.28,0.51,2437.0,0.282,11.5
239.0,241.0,9942.0,0.08,0.43,1485.0,0.17,6.8
681.0,638.0,7807.0,0.64,0.09,2107.0,0.2466,9.5
530.0,568.0,7090.0,0.55,0.26,576.0,0.1685,6.2
848.0,1038.0,5326.0,0.31,0.47,1083.0,0.1849,7.2
735.0,810.0,5074.0,0.38,0.42,1066.0,0.2147,8.7
542.0,601.0,7024.0,0.47,0.61,640.0,0.2065,7.7
195.0,213.0,7192.0,0.5,0.17,2404.0,0.1183,4.8
204.0,166.0,9133.0,0.32,0.19,1509.0,0.1989,7.6
417.0,366.0,7095.0,0.45,0.18,1686.0,0.2509,9.7
661.0,641.0,8152.0,0.57,0.17,1541.0,0.25,10.4
409.0,367.0,9828.0,0.11,0.42,997.0,0.2184,7.8
1097.0,935.0,10953.0,0.16,0.39,2349.0,0.5171,20.0
532.0,402.0,6258.0,0.25,0.15,1838.0,0.1992,8.2
307.0,251.0,10314.0,0.16,0.3,747.0,0.1861,7.2
532.0,512.0,9642.0,0.8,0.07,1424.0,0.1443,6.1
797.0,789.0,4476.0,0.15,0.06,503.0,0.249,9.5
863.0,766.0,6339.0,0.59,0.42,1849.0,0.2416,9.0
2989.0,3025.0,5533.0,0.12,0.88,1547.0,0.5279,18.0
390.0,365.0,8651.0,0.23,0.19,2308.0,0.2383,9.2
627.0,739.0,7887.0,0.54,0.2,2395.0,0.2246,9.0
935.0,913.0,7464.0,0.66,0.59,696.0,0.1984,7.6
653.0,725.0,9345.0,0.14,0.28,679.0,0.3222,11.6
446.0,459.0,6333.0,0.51,0.13,2298.0,0.1287,4.9
193.0,156.0,6679.0,0.08,0.41,1524.0,0.1529,5.7
442.0,436.0,10059.0,0.15,0.25,1439.0,0.2777,10.4
282.0,234.0,10805.0,0.59,0.28,1642.0,0.2241,8.5
167.0,164.0,9435.0,0.78,0.48,1433.0,0.084,3.5
352.0,315.0,5519.0,0.65,0.35,1729.0,0.1329,5.5
288.0,305.0,4789.0,0.64,0.3,2398.0,0.0846,3.6
1061.0,868.0,5464.0,0.44,0.15,1712.0,0.2792,11.5
1076.0,1078.0,6959.0,0.29,0.12,1141.0,0.3676,15.0
323.0,352.0,5657.0,0.71,0.19,927.0,0.1508,5.3
540.0,619.0,10307.0,0.46,0.38,2432.0,0.217,8.7
150.0,134.0,8695.0,0.24,0.34,1659.0,0.1206,4.6
448.0,449.0,6917.0,0.13,0.53,1633.0,0.1788,7.0
915.0,941.0,5917.0,0.23,0.62,567.0,0.1832,7.0
1287.0,1623.0,6665.0,0.36,0.26,2337.0,0.319,12.3
376.0,301.0,7332.0,0.3,0.1,1439.0,0.1668,6.9
1543.0,1346.0,8997.0,0.59,0.12,2500.0,0.4058,15.3
198.0,301.0,4625.0,0.15,0.22,836.0,0.1127,4.5
245.0,235.0,9942.0,0.42,0.41,1152.0,0.1191,4.8
1173.0,884.0,4893.0,0.06,0.25,920.0,0.3031,11.9
2532.0,2320.0,5837.0,0.24,0.08,1258.0,0.4342,16.2
987.0,652.0,10955.0,0.72,0.52,2453.0,0.3197,12.8
644.0,668.0,5331.0,0.21,0.28,1330.0,0.1698,6.5
